obs,TankNumb,Culture,Temperature,SingleOrClump,RecruitID,RecruitID2,Day,Area,Polyps
4070,35,31mix,27C,s,36,35_36,28,0.8469,3
4071,35,31mix,27C,s,37,35_37,28,0.884112,3
4072,35,31mix,27C,s,38,35_38,28,,
4073,35,31mix,27C,s,39,35_39,28,1.326695,4
4074,35,31mix,27C,s,40,35_40,28,,
4075,35,31mix,27C,s,41,35_41,28,,
4078,35,31mix,27C,s,56,35_56,28,1.365491,3
4080,35,31mix,27C,s,58,35_58,28,3.328482,8
4082,35,31mix,27C,s,60,35_60,28,0.792006,2
4084,35,31mix,27C,s,62,35_62,28,,
4085,35,31mix,27C,s,63,35_63,28,2.042166,6
4086,35,31mix,27C,s,64,35_64,28,1.147234,3
4087,35,31mix,27C,s,65,35_65,28,,
4088,35,31mix,27C,s,66,35_66,28,2.458094,5
4089,35,31mix,27C,s,67,35_67,28,0.406955,1
4090,35,31mix,27C,s,68,35_68,28,1.199225,3
4091,35,31mix,27C,s,69,35_69,28,1.138789,2
4092,35,31mix,27C,s,70,35_70,28,1.129288,4
4093,35,31mix,27C,s,89,35_89,28,1.040349,2
4094,35,31mix,27C,s,90,35_90,28,2.426952,6
4095,35,31mix,27C,s,91,35_91,28,0.978329,3
4097,35,31mix,27C,s,94,35_94,28,1.835521,4
4099,35,31mix,27C,s,96,35_96,28,1.83473,4
4100,35,31mix,27C,s,97,35_97,28,0.996539,2
4103,35,31mix,27C,s,100,35_100,28,0.804674,2
4105,35,31mix,27C,s,102,35_102,28,,
4106,35,31mix,27C,s,103,35_103,28,3.291534,6
4107,35,31mix,27C,s,112,35_112,28,0.860359,1
4109,35,31mix,27C,s,114,35_114,28,0.461058,1
4110,35,31mix,27C,s,115,35_115,28,1.021875,3
4111,35,31mix,27C,s,116,35_116,28,1.169403,4
4113,35,31mix,27C,s,124,35_124,28,1.287636,3
4114,35,31mix,27C,s,125,35_125,28,,
4115,35,31mix,27C,s,126,35_126,28,0.682745,4
4116,35,31mix,27C,s,104,35_104,28,1.423288,4
4117,35,31mix,27C,s,105,35_105,28,0.743709,2
4118,35,31mix,27C,s,106,35_106,28,0.92581,4
4119,35,31mix,27C,s,107,35_107,28,1.469209,4
4120,35,31mix,27C,s,108,35_108,28,0.602779,1
4121,35,31mix,27C,s,109,35_109,28,1.238812,4
4122,35,31mix,27C,s,110,35_110,28,,
4123,35,31mix,27C,s,111,35_111,28,1.072546,3
4124,35,31mix,27C,s,118,35_118,28,,
4125,35,31mix,27C,s,119,35_119,28,1.842119,5
4127,35,31mix,27C,s,121,35_121,28,0.844261,2
4128,35,31mix,27C,s,122,35_122,28,0.436778,1
4129,35,31mix,27C,s,123,35_123,28,0.811535,3
4130,3,Wtmix,27C,s,26,3_26,28,2.116885,5
4132,3,Wtmix,27C,s,28,3_28,28,2.103192,3
4134,3,Wtmix,27C,s,30,3_30,28,1.63605,3
4135,3,Wtmix,27C,s,31,3_31,28,1.286878,3
4136,3,Wtmix,27C,s,41,3_41,28,0.978786,3
4138,3,Wtmix,27C,s,40,3_40,28,1.793519,5
4139,3,Wtmix,27C,s,42,3_42,28,2.140321,5
4140,3,Wtmix,27C,s,43,3_43,28,,
4141,3,Wtmix,27C,s,44,3_44,28,3.888021,6
4142,3,Wtmix,27C,s,45,3_45,28,,
4143,3,Wtmix,27C,s,46,3_46,28,8.076761,7
4144,3,Wtmix,27C,s,47,3_47,28,2.499762,5
4145,3,Wtmix,27C,s,55,3_55,28,1.433025,2
4146,3,Wtmix,27C,s,53,3_53,28,1.613404,4
4147,3,Wtmix,27C,s,54,3_54,28,,
4148,3,Wtmix,27C,s,56,3_56,28,1.216307,3
4149,3,Wtmix,27C,s,57,3_57,28,1.099126,3
4150,3,Wtmix,27C,s,58,3_58,28,1.749807,3
4151,3,Wtmix,27C,s,58a,3_58a,28,0.709666,2
4152,3,Wtmix,27C,s,59,3_59,28,,
4153,3,Wtmix,27C,s,60,3_60,28,2.260924,4
4154,3,Wtmix,27C,s,61,3_61,28,2.767829,5
4155,3,Wtmix,27C,s,62,3_62,28,3.430096,3
4157,3,Wtmix,27C,s,64,3_64,28,1.529402,4
4158,3,Wtmix,27C,s,65,3_65,28,,
4159,3,Wtmix,27C,s,66,3_66,28,2.733333,6
4160,3,Wtmix,27C,s,1,3_1,28,,
4161,3,Wtmix,27C,s,2,3_2,28,1.756127,3
4164,3,Wtmix,27C,s,5,3_5,28,1.149685,4
4165,3,Wtmix,27C,s,86,3_86,28,0.67438,1
4166,3,Wtmix,27C,s,6,3_6,28,1.587071,5
4167,3,Wtmix,27C,s,7,3_7,28,1.878574,4
4168,3,Wtmix,27C,s,8,3_8,28,2.639325,4
4170,3,Wtmix,27C,s,10,3_10,28,1.201034,3
4171,3,Wtmix,27C,s,11,3_11,28,1.196821,4
4172,3,Wtmix,27C,s,12,3_12,28,1.296095,4
4173,3,Wtmix,27C,s,13,3_13,28,2.805484,6
4175,3,Wtmix,27C,s,25,3_25,28,1.842235,4
4176,3,Wtmix,27C,s,18,3_18,28,1.789043,4
4177,3,Wtmix,27C,s,17,3_17,28,2.720166,5
4180,3,Wtmix,27C,s,15,3_15,28,3.836936,5
4182,3,Wtmix,27C,s,20,3_20,28,7.273088,9
4183,3,Wtmix,27C,s,21,3_21,28,1.88384,4
4184,3,Wtmix,27C,s,22,3_22,28,3.319762,7
4185,3,Wtmix,27C,s,23,3_23,28,,
4186,3,Wtmix,27C,s,32,3_32,28,1.929659,5
4187,3,Wtmix,27C,s,33,3_33,28,1.332961,4
4188,3,Wtmix,27C,s,34,3_34,28,1.786936,6
4190,3,Wtmix,27C,s,35,3_35,28,2.418657,4
4191,3,Wtmix,27C,s,36,3_36,28,3.261303,6
4192,3,Wtmix,27C,s,38,3_38,28,,
4193,3,Wtmix,27C,s,48,3_48,28,1.796153,4
4194,3,Wtmix,27C,s,49,3_49,28,2.080282,4
4195,3,Wtmix,27C,s,50,3_50,28,1.599711,5
4196,3,Wtmix,27C,s,51,3_51,28,1.687925,5
4197,3,Wtmix,27C,s,52,3_52,28,1.967842,4
4198,3,Wtmix,27C,s,67,3_67,28,,
4199,3,Wtmix,27C,s,70,3_70,28,,
4200,3,Wtmix,27C,s,69,3_69,28,2.369678,2
4201,3,Wtmix,27C,s,68,3_68,28,2.538998,6
4202,3,Wtmix,27C,s,71,3_71,28,,
4203,3,Wtmix,27C,s,72,3_72,28,1.047251,3
4205,3,Wtmix,27C,s,74,3_74,28,1.066737,2
4207,3,Wtmix,27C,s,76,3_76,28,1.866197,3
4208,3,Wtmix,27C,s,77,3_77,28,2.459473,3
4209,3,Wtmix,27C,s,78,3_78,28,2.226429,6
4210,3,Wtmix,27C,s,82,3_82,28,3.172299,6
4211,3,Wtmix,27C,s,83,3_83,28,,
4212,3,Wtmix,27C,s,83a,3_83a,28,0.514804,2
4213,3,Wtmix,27C,s,84,3_84,28,2.28436,5
4215,3,Wtmix,27C,s,79,3_79,28,0.762858,3
4216,3,Wtmix,27C,s,80,3_80,28,,
4217,3,Wtmix,27C,s,81,3_81,28,1.216307,3
4218,16,Wtmix,27C,s,1,16_1,28,3.758398,6
4219,16,Wtmix,27C,s,2,16_2,28,,
4220,16,Wtmix,27C,s,3,16_3,28,1.151193,1
4222,16,Wtmix,27C,s,5,16_5,28,2.290245,4
4223,16,Wtmix,27C,s,6,16_6,28,2.715674,4
4225,16,Wtmix,27C,s,23,16_23,28,1.591929,3
4226,16,Wtmix,27C,s,24,16_24,28,1.810977,4
4227,16,Wtmix,27C,s,25,16_25,28,1.959033,6
4228,16,Wtmix,27C,s,26,16_26,28,2.969296,5
4230,16,Wtmix,27C,s,28,16_28,28,2.087031,4
4233,16,Wtmix,27C,s,31,16_31,28,2.907012,4
4234,16,Wtmix,27C,s,32,16_32,28,1.248841,3
4237,16,Wtmix,27C,s,41,16_41,28,1.253591,3
4238,16,Wtmix,27C,s,42,16_42,28,2.16383,4
4241,16,Wtmix,27C,s,44,16_44,28,2.276522,3
4242,16,Wtmix,27C,s,45,16_45,28,3.604536,6
4243,16,Wtmix,27C,s,46,16_46,28,7.62896,9
4244,16,Wtmix,27C,s,47,16_47,28,3.421908,7
4245,16,Wtmix,27C,s,48,16_48,28,2.73019,5
4246,16,Wtmix,27C,s,49,16_49,28,1.662658,5
4247,16,Wtmix,27C,s,50,16_50,28,1.603541,3
4248,16,Wtmix,27C,s,51,16_51,28,2.351737,3
4249,16,Wtmix,27C,s,52,16_52,28,3.529849,5
4250,16,Wtmix,27C,s,53,16_53,28,1.731803,4
4251,16,Wtmix,27C,s,55,16_55,28,1.68166,3
4252,16,Wtmix,27C,s,54,16_54,28,2.788515,5
4253,16,Wtmix,27C,s,56,16_56,28,1.83209,4
4254,16,Wtmix,27C,s,57,16_57,28,2.405839,6
4255,16,Wtmix,27C,s,58,16_58,28,1.388715,3
4256,16,Wtmix,27C,s,61,16_61,28,1.459444,4
4257,16,Wtmix,27C,s,62,16_62,28,1.45443,4
4258,16,Wtmix,27C,s,63,16_63,28,,
4259,16,Wtmix,27C,s,64,16_64,28,1.648142,2
4261,16,Wtmix,27C,s,66,16_66,28,1.686146,4
4262,16,Wtmix,27C,s,7,16_7,28,,
4263,16,Wtmix,27C,s,8,16_8,28,2.891441,5
4265,16,Wtmix,27C,s,10,16_10,28,2.904901,4
4269,16,Wtmix,27C,s,14,16_14,28,1.598263,4
4271,16,Wtmix,27C,s,16,16_16,28,2.107089,4
4272,16,Wtmix,27C,s,17,16_17,28,2.372586,4
4273,16,Wtmix,27C,s,18,16_18,28,2.890913,5
4275,16,Wtmix,27C,s,20,16_20,28,2.1699,3
4276,16,Wtmix,27C,s,21,16_21,28,3.292854,7
4277,16,Wtmix,27C,s,36,16_36,28,2.455719,3
4278,16,Wtmix,27C,s,37,16_37,28,2.21978,4
4279,16,Wtmix,27C,s,38a,16_38a,28,,
4280,16,Wtmix,27C,s,38,16_38,28,3.919914,6
4281,16,Wtmix,27C,s,38b,16_38b,28,,
4282,16,Wtmix,27C,s,39,16_39,28,1.82127,3
4285,16,Wtmix,27C,s,59,16_59,28,1.94399,5
4286,16,Wtmix,27C,s,60,16_60,28,2.434606,5
4287,16,Wtmix,27C,s,69,16_69,28,2.005218,4
4288,16,Wtmix,27C,s,70,16_70,28,2.379976,5
4290,16,Wtmix,27C,s,72,16_72,28,,
4291,16,Wtmix,27C,s,67,16_67,28,,
4292,16,Wtmix,27C,s,68,16_68,28,1.905722,4
4293,16,Wtmix,27C,s,73,16_73,28,1.305582,4
4294,16,Wtmix,27C,s,74,16_74,28,1.47739,3
4295,16,Wtmix,27C,s,75,16_75,28,2.742594,7
4296,16,Wtmix,27C,s,76,16_76,28,1.33039,3
4297,16,Wtmix,27C,s,77,16_77,28,3.883757,7
4298,16,Wtmix,27C,s,78,16_78,28,,
4299,16,Wtmix,27C,s,79,16_79,28,1.28658,2
4300,16,Wtmix,27C,s,80,16_80,28,,
4301,16,Wtmix,27C,s,81,16_81,28,1.245674,4
4302,16,Wtmix,27C,s,88,16_88,28,1.990967,4
4303,16,Wtmix,27C,s,82,16_82,28,1.680076,4
4304,16,Wtmix,27C,s,83,16_83,28,,
4305,16,Wtmix,27C,s,84,16_84,28,2.593218,4
4306,16,Wtmix,27C,s,85,16_85,28,,
4307,16,Wtmix,27C,s,86,16_86,28,2.409534,5
4308,16,Wtmix,27C,s,87,16_87,28,1.85769,3
4309,22,Wtmix,27C,s,1,22_1,28,1.420649,4
4310,22,Wtmix,27C,s,2,22_2,28,0.292417,1
4312,22,Wtmix,27C,s,4,22_4,28,2.221627,5
4314,22,Wtmix,27C,s,6,22_6,28,1.744471,4
4315,22,Wtmix,27C,s,18,22_18,28,,
4316,22,Wtmix,27C,s,19,22_19,28,1.468681,4
4317,22,Wtmix,27C,s,20,22_20,28,1.139316,3
4320,22,Wtmix,27C,s,23,22_23,28,2.907804,6
4321,22,Wtmix,27C,s,24,22_24,28,1.290011,1
4322,22,Wtmix,27C,s,25,22_25,28,2.191277,4
4324,22,Wtmix,27C,s,27,22_27,28,,
4325,22,Wtmix,27C,s,28,22_28,28,,
4326,22,Wtmix,27C,s,33,22_33,28,1.213476,2
4327,22,Wtmix,27C,s,34,22_34,28,1.80306,3
4328,22,Wtmix,27C,s,35,22_35,28,0.889126,2
4329,22,Wtmix,27C,s,36,22_36,28,2.182568,5
4330,22,Wtmix,27C,s,36a,22_36a,28,1.426191,3
4331,22,Wtmix,27C,s,37,22_37,28,2.118965,4
4332,22,Wtmix,27C,s,38,22_38,28,2.669753,4
4333,22,Wtmix,27C,s,39,22_39,28,1.679548,4
4334,22,Wtmix,27C,s,47,22_47,28,1.579261,4
4335,22,Wtmix,27C,s,48,22_48,28,1.962728,5
4336,22,Wtmix,27C,s,49,22_49,28,1.043252,2
4337,22,Wtmix,27C,s,50,22_50,28,1.912056,4
4338,22,Wtmix,27C,s,51,22_51,28,2.048236,3
4339,22,Wtmix,27C,s,52,22_52,28,,
4340,22,Wtmix,27C,s,53,22_53,28,3.378626,6
4341,22,Wtmix,27C,s,54,22_54,28,,
4342,22,Wtmix,27C,s,47a,22_47a,28,1.534789,3
4343,22,Wtmix,27C,s,7,22_7,28,1.825493,4
4345,22,Wtmix,27C,s,9,22_9,28,3.468093,6
4346,22,Wtmix,27C,s,10,22_10,28,1.342266,1
4347,22,Wtmix,27C,s,11,22_11,28,2.583717,6
4348,22,Wtmix,27C,s,12,22_12,28,2.386838,4
4349,22,Wtmix,27C,s,13,22_13,28,1.632572,3
4350,22,Wtmix,27C,s,14,22_14,28,2.534893,6
4351,22,Wtmix,27C,s,15,22_15,28,0.560817,1
4352,22,Wtmix,27C,s,16,22_16,28,2.325346,5
4353,22,Wtmix,27C,s,17,22_17,28,2.959267,4
4356,22,Wtmix,27C,s,32,22_32,28,4.519262,7
4357,22,Wtmix,27C,s,40,22_40,28,6.766753,7
4360,22,Wtmix,27C,s,43,22_43,28,3.923872,6
4361,22,Wtmix,27C,s,44,22_44,28,4.180924,8
4362,22,Wtmix,27C,s,45,22_45,28,,
4363,22,Wtmix,27C,s,46,22_46,28,1.960617,5
4364,22,Wtmix,27C,s,55,22_55,28,0.856401,3
4365,22,Wtmix,27C,s,56,22_56,28,,
4366,22,Wtmix,27C,s,57,22_57,28,3.26963,6
4367,22,Wtmix,27C,s,58,22_58,28,,
4368,22,Wtmix,27C,s,29,22_29,28,,
4369,22,Wtmix,27C,s,59,22_59,28,1.239076,3
4370,22,Wtmix,27C,s,60,22_60,28,1.785642,4
4371,22,Wtmix,27C,s,61,22_61,28,2.196028,4
4372,22,Wtmix,27C,s,62,22_62,28,0.932936,1
4373,22,Wtmix,27C,s,63,22_63,28,5.055535,8
4374,22,Wtmix,27C,s,64,22_64,28,0.585889,1
4375,22,Wtmix,27C,s,70,22_70,28,1.302415,4
4377,22,Wtmix,27C,s,72,22_72,28,2.807516,5
4378,22,Wtmix,27C,s,73,22_73,28,,
4379,22,Wtmix,27C,s,74,22_74,28,,
4380,22,Wtmix,27C,s,65,22_65,28,1.638905,3
4381,22,Wtmix,27C,s,66,22_66,28,3.216319,6
4382,22,Wtmix,27C,s,67,22_67,28,,
4383,22,Wtmix,27C,s,68,22_68,28,1.613834,4
4384,22,Wtmix,27C,s,69,22_69,28,4.073511,6
4385,22,Wtmix,27C,s,75,22_75,28,3.232682,6
4386,22,Wtmix,27C,s,76,22_76,28,1.775877,4
4387,22,Wtmix,27C,s,77,22_77,28,1.33646,1
4388,19,31mix,31C,s,1,19_1,28,2.329304,5
4389,19,31mix,31C,s,2,19_2,28,1.378422,3
4390,19,31mix,31C,s,3,19_3,28,2.668434,5
4391,19,31mix,31C,s,4,19_4,28,0.764031,1
4392,19,31mix,31C,s,5,19_5,28,0.881209,2
4393,19,31mix,31C,s,6,19_6,28,1.328807,5
4394,19,31mix,31C,s,16,19_16,28,0.929505,3
4395,19,31mix,31C,s,17,19_17,28,,
4397,19,31mix,31C,s,19,19_19,28,1.931586,5
4399,19,31mix,31C,s,20a,19_20a,28,,
4400,19,31mix,31C,s,21,19_21,28,2.243796,4
4401,19,31mix,31C,s,22,19_22,28,0.805201,1
4403,19,31mix,31C,s,36,19_36,28,2.412173,4
4404,19,31mix,31C,s,37,19_37,28,2.60747,7
4405,19,31mix,31C,s,38,19_38,28,2.23799,6
4406,19,31mix,31C,s,39,19_39,28,1.423552,3
4407,19,31mix,31C,s,40,19_40,28,2.49689,4
4408,19,31mix,31C,s,41,19_41,28,1.321681,4
4409,19,31mix,31C,s,42,19_42,28,1.509324,4
4410,19,31mix,31C,s,43,19_43,28,0.730514,2
4411,19,31mix,31C,s,44,19_44,28,1.034543,2
4412,19,31mix,31C,s,50,19_50,28,2.517211,5
4413,19,31mix,31C,s,51,19_51,28,0.866693,3
4414,19,31mix,31C,s,52,19_52,28,0.577708,1
4415,19,31mix,31C,s,53,19_53,28,3.129227,7
4416,19,31mix,31C,s,54,19_54,28,1.126649,3
4419,19,31mix,31C,s,57,19_57,28,0.799923,2
4420,19,31mix,31C,s,7,19_7,28,,
4421,19,31mix,31C,s,8,19_8,28,1.103424,3
4422,19,31mix,31C,s,9,19_9,28,0.897835,3
4423,19,31mix,31C,s,10,19_10,28,1.238548,3
4424,19,31mix,31C,s,11,19_11,28,1.139316,3
4425,19,31mix,31C,s,12,19_12,28,1.861121,4
4426,19,31mix,31C,s,13,19_13,28,1.383965,4
4427,19,31mix,31C,s,14,19_14,28,0.843205,1
4429,19,31mix,31C,s,23,19_23,28,0.917893,4
4430,19,31mix,31C,s,24,19_24,28,1.960089,3
4431,19,31mix,31C,s,25,19_25,28,1.443609,2
4432,19,31mix,31C,s,26,19_26,28,0.913142,3
4433,19,31mix,31C,s,27,19_27,28,0.967245,1
4435,19,31mix,31C,s,29,19_29,28,1.06067,2
4436,19,31mix,31C,s,30,19_30,28,1.079672,3
4439,19,31mix,31C,s,34,19_34,28,1.124537,4
4441,19,31mix,31C,s,46,19_46,28,1.813089,4
4442,19,31mix,31C,s,47,19_47,28,0.769309,2
4443,19,31mix,31C,s,48,19_48,28,0.961966,3
4444,19,31mix,31C,s,49,19_49,28,1.302151,4
4445,19,31mix,31C,s,58,19_58,28,1.496656,4
4446,19,31mix,31C,s,59,19_59,28,,
4448,19,31mix,31C,s,61,19_61,28,1.331182,5
4449,19,31mix,31C,s,62,19_62,28,2.503487,6
4450,19,31mix,31C,s,63,19_63,28,,
4451,19,31mix,31C,s,64,19_64,28,1.022139,3
4452,19,31mix,31C,s,65,19_65,28,1.162541,4
4454,19,31mix,31C,s,67,19_67,28,0.648964,2
4455,19,31mix,31C,s,68,19_68,28,1.191835,1
4456,19,31mix,31C,s,69,19_69,28,1.872733,6
4457,19,31mix,31C,s,70,19_70,28,0.879625,3
4458,19,31mix,31C,s,71,19_71,28,,
4459,19,31mix,31C,s,72,19_72,28,1.148026,4
4460,19,31mix,31C,s,73,19_73,28,1.194738,3
4461,19,31mix,31C,s,74,19_74,28,,
4462,19,31mix,31C,s,75,19_75,28,2.308983,6
4463,19,31mix,31C,s,76,19_76,28,1.236701,4
4464,19,31mix,31C,s,77,19_77,28,1.359157,4
4465,19,31mix,31C,s,84,19_84,28,1.432789,5
4466,19,31mix,31C,s,85,19_85,28,1.982257,4
4467,19,31mix,31C,s,87,19_87,28,1.678229,3
4468,19,31mix,31C,s,88,19_88,28,1.027153,3
4469,19,31mix,31C,s,89,19_89,28,0.732889,2
4470,19,31mix,31C,s,90,19_90,28,1.083894,3
4471,19,31mix,31C,s,91,19_91,28,,
4472,19,31mix,31C,s,99,19_99,28,,
4473,19,31mix,31C,s,100,19_100,28,1.758722,5
4474,19,31mix,31C,s,102,19_102,28,0.960647,4
4478,19,31mix,31C,s,106,19_106,28,0.743709,1
4479,19,31mix,31C,s,107,19_107,28,1.37895,3
4480,19,31mix,31C,s,108,19_108,28,1.810977,5
4481,19,31mix,31C,s,109,19_109,28,1.01686,3
4482,19,31mix,31C,s,86,19_86,28,0.468183,1
4483,19,31mix,31C,s,78,19_78,28,1.792767,4
4484,19,31mix,31C,s,79,19_79,28,1.250952,4
4485,19,31mix,31C,s,80,19_80,28,1.109758,4
4486,19,31mix,31C,s,81,19_81,28,1.194738,2
4487,19,31mix,31C,s,82,19_82,28,0.878306,3
4488,19,31mix,31C,s,83,19_83,28,,
4489,19,31mix,31C,s,92,19_92,28,1.369185,4
4491,19,31mix,31C,s,94,19_94,28,0.872499,3
4492,19,31mix,31C,s,95,19_95,28,0.688288,2
4493,19,31mix,31C,s,96,19_96,28,0.629435,1
4495,19,31mix,31C,s,110,19_110,28,,
4496,19,31mix,31C,s,111,19_111,28,1.396105,4
4497,19,31mix,31C,s,112,19_112,28,0.807049,2
4499,19,31mix,31C,s,114,19_114,28,,
4500,19,31mix,31C,s,115,19_115,28,2.338541,4
4501,19,31mix,31C,s,116,19_116,28,1.563162,5
4502,19,31mix,31C,s,117,19_117,28,1.057767,2
4503,19,31mix,31C,s,118,19_118,28,1.406133,4
4505,19,31mix,31C,s,120,19_120,28,,
4506,31,31mix,31C,s,1,31_1,28,0.911823,2
4507,31,31mix,31C,s,2,31_2,28,0.693038,1
4508,31,31mix,31C,s,3,31_3,28,0.48956,1
4509,31,31mix,31C,s,4,31_4,28,1.604333,5
4510,31,31mix,31C,s,5,31_5,28,0.850067,2
4511,31,31mix,31C,s,6,31_6,28,0.737112,1
4513,31,31mix,31C,s,8,31_8,28,1.593776,4
4514,31,31mix,31C,s,16,31_16,28,1.179431,2
4515,31,31mix,31C,s,17,31_17,28,1.107383,3
4516,31,31mix,31C,s,18,31_18,28,1.845022,5
4517,31,31mix,31C,s,19,31_19,28,1.322737,3
4519,31,31mix,31C,s,22,31_22,28,1.570816,3
4520,31,31mix,31C,s,23,31_23,28,0.995747,3
4522,31,31mix,31C,s,29,31_29,28,2.22453,6
4523,31,31mix,31C,s,30,31_30,28,1.029528,3
4525,31,31mix,31C,s,32,31_32,28,1.146442,2
4526,31,31mix,31C,s,33,31_33,28,,
4528,31,31mix,31C,s,34b,31_34b,28,1.027417,3
4529,31,31mix,31C,s,35,31_35,28,1.000498,2
4530,31,31mix,31C,s,36,31_36,28,1.357045,4
4531,31,31mix,31C,s,37,31_37,28,0.892821,3
4532,31,31mix,31C,s,38,31_38,28,1.755292,5
4533,31,31mix,31C,s,39,31_39,28,0.607002,2
4534,31,31mix,31C,s,40,31_40,28,0.627323,2
4536,31,31mix,31C,s,20,31_20,28,0.662688,1
4538,31,31mix,31C,s,43,31_43,28,1.442817,4
4541,31,31mix,31C,s,45b,31_45b,28,1.132719,2
4542,31,31mix,31C,s,56,31_56,28,0.69251,1
4543,31,31mix,31C,s,57,31_57,28,0.937422,3
4544,31,31mix,31C,s,58,31_58,28,0.55765,1
4545,31,31mix,31C,s,59,31_59,28,1.021875,2
4546,31,31mix,31C,s,60,31_60,28,1.350448,4
4547,31,31mix,31C,s,61,31_61,28,1.185765,4
4549,31,31mix,31C,s,63,31_63,28,1.240659,5
4550,31,31mix,31C,s,64,31_64,28,1.91839,4
4551,31,31mix,31C,s,65,31_65,28,,
4552,31,31mix,31C,s,66,31_66,28,2.051403,6
4553,31,31mix,31C,s,9,31_9,28,1.70462,3
4555,31,31mix,31C,s,11,31_11,28,,
4556,31,31mix,31C,s,12,31_12,28,2.6972,7
4557,31,31mix,31C,s,13,31_13,28,1.53809,3
4558,31,31mix,31C,s,14,31_14,28,0.799395,1
4559,31,31mix,31C,s,15,31_15,28,0.658465,1
4560,31,31mix,31C,s,25,31_25,28,1.940559,4
4561,31,31mix,31C,s,26,31_26,28,1.909417,6
4562,31,31mix,31C,s,27,31_27,28,2.015511,4
4564,31,31mix,31C,s,46,31_46,28,0.940589,3
4565,31,31mix,31C,s,47,31_47,28,1.321153,3
4566,31,31mix,31C,s,48,31_48,28,1.003137,2
4567,31,31mix,31C,s,49,31_49,28,1.359157,3
4568,31,31mix,31C,s,50,31_50,28,0.676939,1
4569,31,31mix,31C,s,51,31_51,28,0.551316,3
4570,31,31mix,31C,s,52,31_52,28,0.649228,2
4571,31,31mix,31C,s,53,31_53,28,,
4573,31,31mix,31C,s,55,31_55,28,2.511669,6
4574,31,31mix,31C,s,67,31_67,28,,
4575,31,31mix,31C,s,68,31_68,28,0.991525,4
4576,31,31mix,31C,s,69,31_69,28,0.588264,2
4577,31,31mix,31C,s,70,31_70,28,2.901998,5
4578,31,31mix,31C,s,71,31_71,28,0.666119,3
4581,31,31mix,31C,s,75,31_75,28,,
4582,31,31mix,31C,s,76,31_76,28,1.611986,5
4583,31,31mix,31C,s,77,31_77,28,1.044307,2
4584,31,31mix,31C,s,78,31_78,28,1.757403,5
4585,31,31mix,31C,s,79,31_79,28,1.212421,2
4587,31,31mix,31C,s,81,31_81,28,0.845316,3
4588,31,31mix,31C,s,82,31_82,28,1.978035,5
4589,31,31mix,31C,s,94,31_94,28,1.491642,4
4591,31,31mix,31C,s,96,31_96,28,0.763239,3
4592,31,31mix,31C,s,97,31_97,28,,
4593,31,31mix,31C,s,98,31_98,28,,
4595,31,31mix,31C,s,100,31_100,28,1.148817,2
4596,31,31mix,31C,s,101,31_101,28,2.009441,5
4597,31,31mix,31C,s,102,31_102,28,0.741862,3
4598,31,31mix,31C,s,110,31_110,28,,
4599,31,31mix,31C,s,111,31_111,28,1.705412,4
4601,31,31mix,31C,s,113,31_113,28,1.117939,2
4602,31,31mix,31C,s,114,31_114,28,,
4603,31,31mix,31C,s,115,31_115,28,2.034249,4
4604,31,31mix,31C,s,116,31_116,28,1.521464,4
4605,31,31mix,31C,s,117,31_117,28,1.061462,4
4607,31,31mix,31C,s,119,31_119,28,0.988094,3
4609,31,31mix,31C,s,83,31_83,28,0.680106,2
4610,31,31mix,31C,s,84,31_84,28,1.18207,4
4611,31,31mix,31C,s,85,31_85,28,,
4612,31,31mix,31C,s,86,31_86,28,,
4613,31,31mix,31C,s,87,31_87,28,0.933727,3
4614,31,31mix,31C,s,88,31_88,28,1.435164,5
4616,31,31mix,31C,s,90,31_90,28,1.610403,3
4617,31,31mix,31C,s,91,31_91,28,2.192597,5
4618,31,31mix,31C,s,92,31_92,28,,
4619,31,31mix,31C,s,93,31_93,28,,
4620,31,31mix,31C,s,87a,31_87a,28,1.003929,2
4621,31,31mix,31C,s,103,31_103,28,1.244882,4
4622,31,31mix,31C,s,104,31_104,28,1.340155,4
4623,31,31mix,31C,s,105,31_105,28,0.883848,3
4624,31,31mix,31C,s,106,31_106,28,1.774029,5
4625,31,31mix,31C,s,107,31_107,28,1.274968,2
4626,31,31mix,31C,s,108,31_108,28,1.054072,3
4627,31,31mix,31C,s,109,31_109,28,2.491084,6
4628,31,31mix,31C,s,121,31_121,28,,
4629,31,31mix,31C,s,122,31_122,28,1.968798,6
4630,34,31mix,31C,s,1,34_1,28,0.766142,3
4631,34,31mix,31C,s,2,34_2,28,,
4632,34,31mix,31C,s,3,34_3,28,0.986774,3
4634,34,31mix,31C,s,5,34_5,28,1.560523,4
4636,34,31mix,31C,s,7,34_7,28,1.862968,4
4637,34,31mix,31C,s,13,34_13,28,,
4638,34,31mix,31C,s,14,34_14,28,1.364699,4
4639,34,31mix,31C,s,16,34_16,28,1.77271,3
4640,34,31mix,31C,s,17,34_17,28,0.622837,2
4641,34,31mix,31C,s,18b,34_18b,28,1.059614,4
4642,34,31mix,31C,s,18a,34_18a,28,1.020291,2
4643,34,31mix,31C,s,20,34_20,28,2.045861,5
4645,34,31mix,31C,s,22,34_22,28,1.051433,4
4646,34,31mix,31C,s,23,34_23,28,,
4647,34,31mix,31C,s,24,34_24,28,,
4648,34,31mix,31C,s,25,34_25,28,,
4650,34,31mix,31C,s,33,34_33,28,0.544191,1
