obs,TankNumb,Culture,Temperature,SingleOrClump,RecruitID,RecruitID2,Day,Area,Polyps
1639,33,31mix,32.5C,s,8,33_8,0,1.039614,3
1640,33,31mix,32.5C,s,9,33_9,0,1.181811,3
1641,33,31mix,32.5C,s,16,33_16,0,2.065009,5
1642,33,31mix,32.5C,s,17,33_17,0,1.240533,3
1643,33,31mix,32.5C,s,19,33_19,0,0.472935,1
1646,33,31mix,32.5C,s,23,33_23,0,1.134939,4
1647,33,31mix,32.5C,s,24,33_24,0,1.029081,3
1649,33,31mix,32.5C,s,26,33_26,0,1.194714,3
1650,33,31mix,32.5C,s,27a,33_27a,0,1.163115,3
1651,33,31mix,32.5C,s,27b,33_27b,0,2.185613,4
1652,33,31mix,32.5C,s,35,33_35,0,3.249717,8
1653,33,31mix,32.5C,s,36,33_36,0,1.202087,3
1654,33,31mix,32.5C,s,37,33_37,0,1.044354,3
1656,33,31mix,32.5C,s,39,33_39,0,0.783134,2
1659,33,31mix,32.5C,s,42,33_42,0,1.417488,3
1660,33,31mix,32.5C,s,43,33_43,0,0.932967,2
1661,33,31mix,32.5C,s,44,33_44,0,1.049621,4
1662,33,31mix,32.5C,s,45,33_45,0,1.091227,4
1663,33,31mix,32.5C,s,46,33_46,0,1.118612,3
1664,33,31mix,32.5C,s,47,33_47,0,1.459357,3
1666,33,31mix,32.5C,s,49,33_49,0,1.277399,4
1668,33,31mix,32.5C,s,51,33_51,0,1.08201,3
1669,33,31mix,32.5C,s,52,33_52,0,0.999062,2
1670,33,31mix,32.5C,s,53,33_53,0,1.187077,2
1671,33,31mix,32.5C,s,54,33_54,0,1.152318,3
1672,33,31mix,32.5C,s,59,33_59,0,1.049884,1
1673,33,31mix,32.5C,s,60,33_60,0,1.157058,5
1674,33,31mix,32.5C,s,61,33_61,0,2.416551,4
1675,33,31mix,32.5C,s,62,33_62,0,1.027765,3
1676,33,31mix,32.5C,s,63,33_63,0,1.304785,4
1677,33,31mix,32.5C,s,64,33_64,0,1.651323,4
1678,33,31mix,32.5C,s,65,33_65,0,0.677803,1
1679,33,31mix,32.5C,s,66,33_66,0,0.957193,2
1680,33,31mix,32.5C,s,67,33_67,0,1.033821,2
1682,33,31mix,32.5C,s,69,33_69,0,1.367456,3
1683,33,31mix,32.5C,s,70,33_70,0,2.235908,4
1688,33,31mix,32.5C,s,10,33_10,0,1.018022,3
1689,33,31mix,32.5C,s,11,33_11,0,1.497803,4
1690,33,31mix,32.5C,s,12,33_12,0,1.346654,4
1691,33,31mix,32.5C,s,13,33_13,0,1.184444,3
1692,33,31mix,32.5C,s,14,33_14,0,0.901631,2
1693,33,31mix,32.5C,s,15,33_15,0,1.312421,4
1695,33,31mix,32.5C,s,31,33_31,0,0.997482,3
1696,33,31mix,32.5C,s,32,33_32,0,0.711246,2
1697,33,31mix,32.5C,s,33,33_33,0,1.330327,4
1698,33,31mix,32.5C,s,34,33_34,0,1.102286,2
1699,33,31mix,32.5C,s,55,33_55,0,0.806833,2
1700,33,31mix,32.5C,s,56,33_56,0,1.255806,4
1703,33,31mix,32.5C,s,76,33_76,0,0.767334,1
1704,33,31mix,32.5C,s,77,33_77,0,1.061207,3
1705,33,31mix,32.5C,s,78,33_78,0,0.82711,2
1706,33,31mix,32.5C,s,79,33_79,0,1.882787,5
1710,33,31mix,32.5C,s,83,33_83,0,0.916114,1
1711,33,31mix,32.5C,s,84,33_84,0,0.905054,3
1713,33,31mix,32.5C,s,86,33_86,0,1.049358,3
1714,33,31mix,32.5C,s,87,33_87,0,2.107932,4
1715,33,31mix,32.5C,s,88,33_88,0,1.387469,3
1717,33,31mix,32.5C,s,90,33_90,0,1.232633,2
1718,33,31mix,32.5C,s,91,33_91,0,1.805369,3
1719,33,31mix,32.5C,s,92,33_92,0,0.573789,1
1720,33,31mix,32.5C,s,93,33_93,0,1.189184,3
1721,33,31mix,32.5C,s,99,33_99,0,1.087013,2
1722,33,31mix,32.5C,s,101,33_101,0,1.371406,4
1725,33,31mix,32.5C,s,104,33_104,0,1.197084,4
1726,33,31mix,32.5C,s,105,33_105,0,1.148368,3
1727,33,31mix,32.5C,s,106,33_106,0,1.215517,3
1728,33,31mix,32.5C,s,107,33_107,0,1.50228,4
1729,33,31mix,32.5C,s,108,33_108,0,1.317688,3
1730,33,31mix,32.5C,s,113,33_113,0,0.910058,2
1731,33,31mix,32.5C,s,114,33_114,0,0.378401,1
1732,33,31mix,32.5C,s,115,33_115,0,1.122562,3
1733,33,31mix,32.5C,s,116,33_116,0,1.169698,3
1734,33,31mix,32.5C,s,117,33_117,0,0.843173,2
1735,33,31mix,32.5C,s,94,33_94,0,1.631047,4
1736,33,31mix,32.5C,s,95,33_95,0,1.204984,2
1737,33,31mix,32.5C,s,96,33_96,0,1.178124,3
1739,33,31mix,32.5C,s,98,33_98,0,0.977206,2
1741,33,31mix,32.5C,s,110,33_110,0,1.149948,3
1742,33,31mix,32.5C,s,111,33_111,0,1.239216,3
1744,33,31mix,32.5C,s,118,33_118,0,1.186287,3
1745,33,31mix,32.5C,s,119,33_119,0,0.812627,2
1746,33,31mix,32.5C,s,120,33_120,0,0.425273,1
1747,33,31mix,32.5C,s,121,33_121,0,0.946397,3
1748,33,31mix,32.5C,s,122,33_122,0,1.397212,3
1749,33,31mix,32.5C,s,123,33_123,0,1.059364,2
1750,33,31mix,32.5C,s,124,33_124,0,1.201824,3
1751,33,31mix,32.5C,s,125,33_125,0,1.147578,3
1752,33,31mix,32.5C,s,126,33_126,0,1.119402,5
1753,30,31mix,32.5C,s,1,30_1,0,0.913218,3
1754,30,31mix,32.5C,s,2,30_2,0,1.278452,4
1755,30,31mix,32.5C,s,3,30_3,0,2.077386,5
1756,30,31mix,32.5C,s,4,30_4,0,0.772338,2
1757,30,31mix,32.5C,s,5,30_5,0,0.927964,1
1758,30,31mix,32.5C,s,6,30_6,0,2.03973,4
1759,30,31mix,32.5C,s,7,30_7,0,1.986538,5
1760,30,31mix,32.5C,s,8,30_8,0,1.106499,2
1761,30,31mix,32.5C,s,9,30_9,0,0.964566,2
1762,30,31mix,32.5C,s,20,30_20,0,1.394052,3
1764,30,31mix,32.5C,s,22,30_22,0,4.094469,6
1765,30,31mix,32.5C,s,23,30_23,0,1.563372,4
1766,30,31mix,32.5C,s,24,30_24,0,1.283455,3
1767,30,31mix,32.5C,s,25,30_25,0,1.128356,4
1769,30,31mix,32.5C,s,27,30_27,0,1.628677,3
1770,30,31mix,32.5C,s,28,30_28,0,1.37088,4
1771,30,31mix,32.5C,s,29,30_29,0,1.097546,2
1772,30,31mix,32.5C,s,29a,30_29a,0,1.125196,4
1773,30,31mix,32.5C,s,30,30_30,0,0.936917,3
1774,30,31mix,32.5C,s,31,30_31,0,2.119781,7
1775,30,31mix,32.5C,s,32,30_32,0,2.562434,4
1776,30,31mix,32.5C,s,45,30_45,0,1.040668,3
1777,30,31mix,32.5C,s,46,30_46,0,1.987591,3
1778,30,31mix,32.5C,s,47,30_47,0,1.023025,3
1779,30,31mix,32.5C,s,48,30_48,0,1.23316,3
1780,30,31mix,32.5C,s,49,30_49,0,0.902948,1
1781,30,31mix,32.5C,s,50,30_50,0,0.952453,1
1782,30,31mix,32.5C,s,51,30_51,0,1.063841,3
1783,30,31mix,32.5C,s,52,30_52,0,1.194977,3
1784,30,31mix,32.5C,s,53,30_53,0,0.800514,3
1785,30,31mix,32.5C,s,54,30_54,0,0.738369,2
1787,30,31mix,32.5C,s,69,30_69,0,1.051727,3
1788,30,31mix,32.5C,s,70,30_70,0,1.413802,2
1789,30,31mix,32.5C,s,71,30_71,0,1.138099,2
1790,30,31mix,32.5C,s,72,30_72,0,1.357977,3
1791,30,31mix,32.5C,s,73,30_73,0,2.122414,4
1792,30,31mix,32.5C,s,74,30_74,0,1.582858,5
1793,30,31mix,32.5C,s,75,30_75,0,1.193924,2
1794,30,31mix,32.5C,s,76,30_76,0,1.260546,2
1795,30,31mix,32.5C,s,77,30_77,0,1.096493,3
1796,30,31mix,32.5C,s,78,30_78,0,0.491631,1
1797,30,31mix,32.5C,s,79,30_79,0,1.238163,3
1798,30,31mix,32.5C,s,80,30_80,0,1.064104,3
1799,30,31mix,32.5C,s,81,30_81,0,1.007489,3
1800,30,31mix,32.5C,s,82,30_82,0,1.21973,5
1801,30,31mix,32.5C,s,83,30_83,0,1.129409,2
1802,30,31mix,32.5C,s,84,30_84,0,1.698195,4
1803,30,31mix,32.5C,s,85,30_85,0,1.156005,2
1804,30,31mix,32.5C,s,10,30_10,0,1.556525,3
1805,30,31mix,32.5C,s,11,30_11,0,0.724939,3
1806,30,31mix,32.5C,s,12,30_12,0,1.718208,5
1808,30,31mix,32.5C,s,14,30_14,0,1.310578,3
1809,30,31mix,32.5C,s,15,30_15,0,1.084117,3
1810,30,31mix,32.5C,s,16,30_16,0,1.223153,4
1811,30,31mix,32.5C,s,17,30_17,0,1.297938,3
1813,30,31mix,32.5C,s,19,30_19,0,2.094502,5
1814,30,31mix,32.5C,s,33,30_33,0,1.498593,4
1815,30,31mix,32.5C,s,34,30_34,0,1.519923,4
1816,30,31mix,32.5C,s,35,30_35,0,0.766281,2
1818,30,31mix,32.5C,s,37,30_37,0,1.759813,3
1819,30,31mix,32.5C,s,38,30_38,0,0.53271,1
1823,30,31mix,32.5C,s,39,30_39,0,1.158112,3
1824,30,31mix,32.5C,s,40,30_40,0,0.845016,2
1825,30,31mix,32.5C,s,41,30_41,0,1.35666,3
1826,30,31mix,32.5C,s,57,30_57,0,1.527822,3
1827,30,31mix,32.5C,s,58,30_58,0,0.704136,1
1828,30,31mix,32.5C,s,59,30_59,0,1.337174,2
1829,30,31mix,32.5C,s,56,30_56,0,0.980366,3
1830,30,31mix,32.5C,s,60,30_60,0,2.940571,6
1832,30,31mix,32.5C,s,62,30_62,0,1.421965,3
1833,30,31mix,32.5C,s,63,30_63,0,1.886474,5
1834,30,31mix,32.5C,s,64,30_64,0,1.535722,4
1837,30,31mix,32.5C,s,67,30_67,0,0.825003,1
1838,30,31mix,32.5C,s,68,30_68,0,1.23474,3
1839,30,31mix,32.5C,s,86,30_86,0,1.288722,4
1840,30,31mix,32.5C,s,87,30_87,0,2.212736,5
1842,30,31mix,32.5C,s,89,30_89,0,1.07016,3
1843,30,31mix,32.5C,s,90,30_90,0,0.963513,2
1845,30,31mix,32.5C,s,92,30_92,0,0.788927,2
1846,30,31mix,32.5C,s,93,30_93,0,2.514771,6
1847,30,31mix,32.5C,s,94,30_94,0,0.782344,2
1848,30,31mix,32.5C,s,95,30_95,0,1.305575,4
1849,30,31mix,32.5C,s,96,30_96,0,1.263442,2
1850,30,31mix,32.5C,s,103,30_103,0,0.562203,1
1851,30,31mix,32.5C,s,104,30_104,0,1.380886,4
1853,30,31mix,32.5C,s,107,30_107,0,1.869621,4
1854,30,31mix,32.5C,s,106,30_106,0,0.551143,1
1855,30,31mix,32.5C,s,108,30_108,0,0.55641,1
1858,30,31mix,32.5C,s,111,30_111,0,1.23948,3
1859,30,31mix,32.5C,s,116,30_116,0,0.602805,2
1860,30,31mix,32.5C,s,117,30_117,0,0.765178,2
1861,30,31mix,32.5C,s,118,30_118,0,1.603974,3
1863,30,31mix,32.5C,s,120,30_120,0,0.754661,1
1864,30,31mix,32.5C,s,121,30_121,0,1.343614,3
1865,30,31mix,32.5C,s,122,30_122,0,0.895999,3
1866,30,31mix,32.5C,s,124,30_124,0,0.620761,1
1867,30,31mix,32.5C,s,123,30_123,0,0.908825,3
1868,30,31mix,32.5C,s,97,30_97,0,0.848966,5
1869,30,31mix,32.5C,s,98,30_98,0,0.795774,3
1871,30,31mix,32.5C,s,100,30_100,0,1.07806,3
1872,30,31mix,32.5C,s,101,30_101,0,0.555883,2
1873,30,31mix,32.5C,s,102,30_102,0,0.747585,3
1874,30,31mix,32.5C,s,112,30_112,0,0.971413,2
1875,30,31mix,32.5C,s,113,30_113,0,0.866872,2
1877,30,31mix,32.5C,s,115,30_115,0,0.926647,1
1878,12,31mix,27C,s,1,12_1,22,,
1879,12,31mix,27C,s,2,12_2,22,,
1881,12,31mix,27C,s,4,12_4,22,,
1882,12,31mix,27C,s,5,12_5,22,2.753739,5
1884,12,31mix,27C,s,7,12_7,22,1.451585,2
1885,12,31mix,27C,s,8,12_8,22,1.019922,1
1886,12,31mix,27C,s,9,12_9,22,1.493293,5
1888,12,31mix,27C,s,14,12_14,22,,
1889,12,31mix,27C,s,15,12_15,22,,
1890,12,31mix,27C,s,16,12_16,22,,
1891,12,31mix,27C,s,17,12_17,22,,
1892,12,31mix,27C,s,18,12_18,22,1.54191,3
1893,12,31mix,27C,s,19,12_19,22,,
1894,12,31mix,27C,s,26,12_26,22,,
1895,12,31mix,27C,s,25,12_25,22,,
1896,12,31mix,27C,s,24,12_24,22,,
1897,12,31mix,27C,s,30,12_30,22,,
1898,12,31mix,27C,s,31,12_31,22,1.734073,4
1899,12,31mix,27C,s,32,12_32,22,1.671895,4
1900,12,31mix,27C,s,33,12_33,22,,
1901,12,31mix,27C,s,34,12_34,22,1.369449,3
1902,12,31mix,27C,s,35,12_35,22,,
1903,12,31mix,27C,s,36,12_36,22,1.655007,3
1904,12,31mix,27C,s,37,12_37,22,1.73484,4
1905,12,31mix,27C,s,38,12_38,22,1.370984,2
1906,12,31mix,27C,s,39,12_39,22,,
1907,12,31mix,27C,s,40,12_40,22,,
1908,12,31mix,27C,s,41,12_41,22,,
1909,12,31mix,27C,s,42,12_42,22,1.968967,4
1910,12,31mix,27C,s,43,12_43,22,1.223856,3
1911,12,31mix,27C,s,44,12_44,22,,
1912,12,31mix,27C,s,45,12_45,22,1.704903,2
1913,12,31mix,27C,s,46,12_46,22,,
1915,12,31mix,27C,s,48,12_48,22,,
1916,12,31mix,27C,s,49,12_49,22,,
1918,12,31mix,27C,s,51,12_51,22,,
1919,12,31mix,27C,s,52,12_52,22,,
1921,12,31mix,27C,s,54,12_54,22,1.791133,3
1925,12,31mix,27C,s,71,12_71,22,,
1927,12,31mix,27C,s,73,12_73,22,0.942648,3
1928,12,31mix,27C,s,74,12_74,22,,
1930,12,31mix,27C,s,76,12_76,22,,
1931,12,31mix,27C,s,77,12_77,22,,
1932,12,31mix,27C,s,78,12_78,22,1.503528,4
1933,12,31mix,27C,s,79,12_79,22,,
1934,12,31mix,27C,s,81,12_81,22,,
1935,12,31mix,27C,s,80,12_80,22,,
1936,12,31mix,27C,s,11,12_11,22,,
1937,12,31mix,27C,s,12,12_12,22,,
1938,12,31mix,27C,s,13,12_13,22,,
1939,12,31mix,27C,s,20,12_20,22,,
1940,12,31mix,27C,s,21,12_21,22,,
1941,12,31mix,27C,s,22,12_22,22,,
1942,12,31mix,27C,s,23,12_23,22,,
1943,12,31mix,27C,s,27,12_27,22,,
1944,12,31mix,27C,s,28,12_28,22,,
1945,12,31mix,27C,s,29,12_29,22,,
1947,12,31mix,27C,s,59,12_59,22,,
1948,12,31mix,27C,s,60,12_60,22,,
1949,12,31mix,27C,s,61,12_61,22,,
1950,12,31mix,27C,s,62,12_62,22,,
1951,12,31mix,27C,s,63,12_63,22,,
1952,12,31mix,27C,s,64,12_64,22,,
1953,12,31mix,27C,s,65,12_65,22,,
1954,12,31mix,27C,s,66,12_66,22,,
1955,12,31mix,27C,s,67,12_67,22,,
1956,12,31mix,27C,s,68,12_68,22,,
1957,12,31mix,27C,s,69,12_69,22,,
1958,12,31mix,27C,s,82,12_82,22,,
1959,12,31mix,27C,s,83,12_83,22,,
1960,12,31mix,27C,s,84,12_84,22,,
1961,12,31mix,27C,s,85,12_85,22,,
1962,12,31mix,27C,s,86,12_86,22,,
1963,12,31mix,27C,s,86b,12_86b,22,,
1964,12,31mix,27C,s,87,12_87,22,,
1967,12,31mix,27C,s,91,12_91,22,,
1968,12,31mix,27C,s,92,12_92,22,,
1969,12,31mix,27C,s,89,12_89,22,,
1970,12,31mix,27C,s,93,12_93,22,,
1971,12,31mix,27C,s,94,12_94,22,,
1975,12,31mix,27C,s,99,12_99,22,,
1976,12,31mix,27C,s,100,12_100,22,,
1977,12,31mix,27C,s,104,12_104,22,,
1978,12,31mix,27C,s,105,12_105,22,,
1979,12,31mix,27C,s,106,12_106,22,,
1980,12,31mix,27C,s,107a,12_107a,22,,
1981,12,31mix,27C,s,107b,12_107b,22,,
1982,12,31mix,27C,s,108,12_108,22,,
1983,12,31mix,27C,s,109,12_109,22,,
1985,12,31mix,27C,s,114,12_114,22,,
1986,12,31mix,27C,s,115,12_115,22,,
1987,12,31mix,27C,s,116,12_116,22,,
1988,12,31mix,27C,s,117,12_117,22,,
1989,12,31mix,27C,s,118,12_118,22,,
1990,12,31mix,27C,s,119,12_119,22,,
1992,12,31mix,27C,s,121,12_121,22,,
1993,12,31mix,27C,s,122,12_122,22,,
1994,12,31mix,27C,s,123,12_123,22,,
1995,12,31mix,27C,s,101,12_101,22,,
1997,12,31mix,27C,s,103,12_103,22,,
1998,12,31mix,27C,s,111a,12_111a,22,,
1999,12,31mix,27C,s,111b,12_111b,22,,
2001,12,31mix,27C,s,113,12_113,22,,
2002,12,31mix,27C,s,112,12_112,22,,
2003,20,31mix,27C,s,1,20_1,22,1.17831,3
2004,20,31mix,27C,s,2,20_2,22,1.687759,3
2006,20,31mix,27C,s,4,20_4,22,2.296744,4
2007,20,31mix,27C,s,5,20_5,22,1.870455,3
2008,20,31mix,27C,s,6,20_6,22,,
2009,20,31mix,27C,s,7,20_7,22,2.185182,3
2011,20,31mix,27C,s,9,20_9,22,,
2012,20,31mix,27C,s,11,20_11,22,,
2013,20,31mix,27C,s,12,20_12,22,,
2014,20,31mix,27C,s,13,20_13,22,,
2015,20,31mix,27C,s,14,20_14,22,1.78883,3
2016,20,31mix,27C,s,14a,20_14a,22,,
2017,20,31mix,27C,s,14b,20_14b,22,,
2018,20,31mix,27C,s,15,20_15,22,1.951823,4
2019,20,31mix,27C,s,16,20_16,22,,
2021,20,31mix,27C,s,24,20_24,22,,
2022,20,31mix,27C,s,25,20_25,22,1.392222,5
2024,20,31mix,27C,s,27,20_27,22,,
2025,20,31mix,27C,s,28,20_28,22,2.180065,5
2026,20,31mix,27C,s,29,20_29,22,1.511205,5
2027,20,31mix,27C,s,30,20_30,22,1.554959,4
2028,20,31mix,27C,s,38,20_38,22,1.293966,3
2029,20,31mix,27C,s,39,20_39,22,1.861755,4
2030,20,31mix,27C,s,40,20_40,22,,
2031,20,31mix,27C,s,41,20_41,22,,
2032,20,31mix,27C,s,42,20_42,22,2.038565,4
2033,20,31mix,27C,s,43,20_43,22,,
2034,20,31mix,27C,s,44,20_44,22,,
2035,20,31mix,27C,s,45,20_45,22,,
2036,20,31mix,27C,s,46,20_46,22,0.904522,3
2037,20,31mix,27C,s,47,20_47,22,,
2038,20,31mix,27C,s,48,20_48,22,2.598934,4
2039,20,31mix,27C,s,49,20_49,22,,
2041,20,31mix,27C,s,51,20_51,22,,
2042,20,31mix,27C,s,52,20_52,22,,
2045,20,31mix,27C,s,65,20_65,22,,
2046,20,31mix,27C,s,66,20_66,22,1.638631,4
2047,20,31mix,27C,s,67,20_67,22,1.678803,4
2048,20,31mix,27C,s,68,20_68,22,2.009651,5
2049,20,31mix,27C,s,69,20_69,22,,
2051,20,31mix,27C,s,71,20_71,22,,
2052,20,31mix,27C,s,72,20_72,22,,
2053,20,31mix,27C,s,10,20_10,22,,
2054,20,31mix,27C,s,17,20_17,22,,
2055,20,31mix,27C,s,18,20_18,22,,
2056,20,31mix,27C,s,19,20_19,22,,
2057,20,31mix,27C,s,20,20_20,22,,
2058,20,31mix,27C,s,21,20_21,22,,
2059,20,31mix,27C,s,22,20_22,22,,
2060,20,31mix,27C,s,31,20_31,22,,
2061,20,31mix,27C,s,32,20_32,22,,
2063,20,31mix,27C,s,34,20_34,22,,
2065,20,31mix,27C,s,36,20_36,22,,
2066,20,31mix,27C,s,37,20_37,22,,
2067,20,31mix,27C,s,53,20_53,22,,
2071,20,31mix,27C,s,57,20_57,22,,
2072,20,31mix,27C,s,58,20_58,22,,
2073,20,31mix,27C,s,59,20_59,22,,
2074,20,31mix,27C,s,60,20_60,22,,
2075,20,31mix,27C,s,61,20_61,22,,
2077,20,31mix,27C,s,73,20_73,22,,
2078,20,31mix,27C,s,75,20_75,22,,
2079,20,31mix,27C,s,76,20_76,22,,
2080,20,31mix,27C,s,77,20_77,22,,
2081,20,31mix,27C,s,78,20_78,22,,
2082,20,31mix,27C,s,79,20_79,22,,
2083,20,31mix,27C,s,80,20_80,22,,
2084,20,31mix,27C,s,81,20_81,22,,
2085,20,31mix,27C,s,82,20_82,22,,
2087,20,31mix,27C,s,84,20_84,22,,
2088,20,31mix,27C,s,85,20_85,22,,
2089,20,31mix,27C,s,86,20_86,22,,
2090,20,31mix,27C,s,87,20_87,22,,
2091,20,31mix,27C,s,97,20_97,22,,
2092,20,31mix,27C,s,98,20_98,22,,
2094,20,31mix,27C,s,101,20_101,22,,
2095,20,31mix,27C,s,102,20_102,22,,
2096,20,31mix,27C,s,103,20_103,22,,
2097,20,31mix,27C,s,104,20_104,22,,
2098,20,31mix,27C,s,105,20_105,22,,
2099,20,31mix,27C,s,106,20_106,22,,
2100,20,31mix,27C,s,107,20_107,22,,
2101,20,31mix,27C,s,117,20_117,22,,
2102,20,31mix,27C,s,119,20_119,22,,
2103,20,31mix,27C,s,120,20_120,22,,
2104,20,31mix,27C,s,121,20_121,22,,
2105,20,31mix,27C,s,122,20_122,22,,
2106,20,31mix,27C,s,123,20_123,22,,
2107,20,31mix,27C,s,124,20_124,22,,
2108,20,31mix,27C,s,125,20_125,22,,
2109,20,31mix,27C,s,118,20_118,22,,
2110,20,31mix,27C,s,88,20_88,22,,
2111,20,31mix,27C,s,89,20_89,22,,
2112,20,31mix,27C,s,90,20_90,22,,
2113,20,31mix,27C,s,91,20_91,22,,
2115,20,31mix,27C,s,93,20_93,22,,
2116,20,31mix,27C,s,94,20_94,22,,
2117,20,31mix,27C,s,96,20_96,22,,
2118,20,31mix,27C,s,108,20_108,22,,
2119,20,31mix,27C,s,109,20_109,22,,
2120,20,31mix,27C,s,110,20_110,22,,
2121,20,31mix,27C,s,111,20_111,22,,
2122,20,31mix,27C,s,112,20_112,22,,
2123,20,31mix,27C,s,113,20_113,22,,
2124,20,31mix,27C,s,114,20_114,22,,
2126,20,31mix,27C,s,116,20_116,22,,
2127,35,31mix,27C,s,1,35_1,22,0.928063,1
2129,35,31mix,27C,s,3,35_3,22,,
2130,35,31mix,27C,s,4,35_4,22,1.555471,5
2131,35,31mix,27C,s,5,35_5,22,,
2132,35,31mix,27C,s,6,35_6,22,,
2133,35,31mix,27C,s,7,35_7,22,,
2134,35,31mix,27C,s,8,35_8,22,,
2135,35,31mix,27C,s,9,35_9,22,,
2136,35,31mix,27C,s,10,35_10,22,,
2139,35,31mix,27C,s,13,35_13,22,,
2140,35,31mix,27C,s,14,35_14,22,,
2141,35,31mix,27C,s,15,35_15,22,,
2143,35,31mix,27C,s,23,35_23,22,1.278613,3
2144,35,31mix,27C,s,24,35_24,22,,
2145,35,31mix,27C,s,25,35_25,22,1.747122,3
2146,35,31mix,27C,s,26,35_26,22,1.299339,3
2147,35,31mix,27C,s,27,35_27,22,,
2148,35,31mix,27C,s,28,35_28,22,1.212597,3
2149,35,31mix,27C,s,29,35_29,22,3.359654,5
2150,35,31mix,27C,s,30,35_30,22,1.526557,3
2151,35,31mix,27C,s,31,35_31,22,,
2152,35,31mix,27C,s,32,35_32,22,,
2153,35,31mix,27C,s,33,35_33,22,,
2155,35,31mix,27C,s,42,35_42,22,,
2156,35,31mix,27C,s,43,35_43,22,1.509925,3
2157,35,31mix,27C,s,44,35_44,22,,
2158,35,31mix,27C,s,45,35_45,22,,
2159,35,31mix,27C,s,46,35_46,22,1.481523,3
2160,35,31mix,27C,s,47,35_47,22,,
2161,35,31mix,27C,s,48,35_48,22,,
2162,35,31mix,27C,s,49,35_49,22,0.833389,2
2165,35,31mix,27C,s,51,35_51,22,,
2167,35,31mix,27C,s,53,35_53,22,1.323391,2
2168,35,31mix,27C,s,71,35_71,22,1.409878,3
2169,35,31mix,27C,s,72,35_72,22,,
2170,35,31mix,27C,s,73,35_73,22,,
2171,35,31mix,27C,s,74,35_74,22,1.256096,3
2173,35,31mix,27C,s,76,35_76,22,1.186242,4
2174,35,31mix,27C,s,77,35_77,22,,
2175,35,31mix,27C,s,78,35_78,22,1.95822,4
2176,35,31mix,27C,s,79,35_79,22,1.420113,5
2177,35,31mix,27C,s,80,35_80,22,1.533978,3
2178,35,31mix,27C,s,81,35_81,22,1.206456,2
2179,35,31mix,27C,s,82,35_82,22,1.487152,3
2180,35,31mix,27C,s,83,35_83,22,,
2181,35,31mix,27C,s,84,35_84,22,,
2182,35,31mix,27C,s,85,35_85,22,1.807253,3
2183,35,31mix,27C,s,86,35_86,22,,
2184,35,31mix,27C,s,87,35_87,22,,
2185,35,31mix,27C,s,88,35_88,22,,
2186,35,31mix,27C,s,17,35_17,22,,
2187,35,31mix,27C,s,18,35_18,22,,
2188,35,31mix,27C,s,19,35_19,22,,
2189,35,31mix,27C,s,20,35_20,22,,
2190,35,31mix,27C,s,21,35_21,22,,
2192,35,31mix,27C,s,35,35_35,22,,
2193,35,31mix,27C,s,36,35_36,22,,
2194,35,31mix,27C,s,37,35_37,22,,
2195,35,31mix,27C,s,38,35_38,22,,
2196,35,31mix,27C,s,39,35_39,22,,
2197,35,31mix,27C,s,40,35_40,22,,
2198,35,31mix,27C,s,41,35_41,22,,
2201,35,31mix,27C,s,56,35_56,22,,
2203,35,31mix,27C,s,58,35_58,22,,
2205,35,31mix,27C,s,60,35_60,22,,
2207,35,31mix,27C,s,62,35_62,22,,
2208,35,31mix,27C,s,63,35_63,22,,
2209,35,31mix,27C,s,64,35_64,22,,
2210,35,31mix,27C,s,65,35_65,22,,
2211,35,31mix,27C,s,66,35_66,22,,
2212,35,31mix,27C,s,67,35_67,22,,
2213,35,31mix,27C,s,68,35_68,22,,
2214,35,31mix,27C,s,69,35_69,22,,
2215,35,31mix,27C,s,70,35_70,22,,
2216,35,31mix,27C,s,89,35_89,22,,
2217,35,31mix,27C,s,90,35_90,22,,
2218,35,31mix,27C,s,91,35_91,22,,
2220,35,31mix,27C,s,94,35_94,22,,
2222,35,31mix,27C,s,96,35_96,22,,
2223,35,31mix,27C,s,97,35_97,22,,
2226,35,31mix,27C,s,100,35_100,22,,
2228,35,31mix,27C,s,102,35_102,22,,
2229,35,31mix,27C,s,103,35_103,22,,
2230,35,31mix,27C,s,112,35_112,22,,
2232,35,31mix,27C,s,114,35_114,22,,
2233,35,31mix,27C,s,115,35_115,22,,
2234,35,31mix,27C,s,116,35_116,22,,
2236,35,31mix,27C,s,124,35_124,22,,
2237,35,31mix,27C,s,125,35_125,22,,
2238,35,31mix,27C,s,126,35_126,22,,
2239,35,31mix,27C,s,104,35_104,22,,
2240,35,31mix,27C,s,105,35_105,22,,
2241,35,31mix,27C,s,106,35_106,22,,
2242,35,31mix,27C,s,107,35_107,22,,
2243,35,31mix,27C,s,108,35_108,22,,
2244,35,31mix,27C,s,109,35_109,22,,
2245,35,31mix,27C,s,110,35_110,22,,
2246,35,31mix,27C,s,111,35_111,22,,
2247,35,31mix,27C,s,118,35_118,22,,
2248,35,31mix,27C,s,119,35_119,22,,
2250,35,31mix,27C,s,121,35_121,22,,
2251,35,31mix,27C,s,122,35_122,22,,
2252,35,31mix,27C,s,123,35_123,22,,
2253,3,Wtmix,27C,s,26,3_26,22,,
2255,3,Wtmix,27C,s,28,3_28,22,,
2257,3,Wtmix,27C,s,30,3_30,22,1.747365,3
2258,3,Wtmix,27C,s,31,3_31,22,,
2259,3,Wtmix,27C,s,41,3_41,22,,
