TankNumb,Culture,Temperature,SingleOrClump,RecruitID,Day,PropGrowth
24,WT,32.5C,s,36,28,-3.332301966
24,WT,32.5C,s,37,28,
24,WT,32.5C,s,38,28,6.934165476
24,WT,32.5C,s,39,28,9.194954697
24,WT,32.5C,s,90,28,3.099815646
24,WT,32.5C,s,51,28,4.578645783
24,WT,32.5C,s,52,28,18.27810081
24,WT,32.5C,s,53,28,11.62959138
24,WT,32.5C,s,54,28,40.64322589
24,WT,32.5C,s,55,28,
24,WT,32.5C,c,68,28,7.779110216
24,WT,32.5C,c,69,28,10.85246474
24,WT,32.5C,s,69a,28,4.817378354
24,WT,32.5C,s,70,28,-11.27692277
24,WT,32.5C,s,71,28,19.6848613
24,WT,32.5C,s,72,28,
24,WT,32.5C,s,73,28,10.14360539
24,WT,32.5C,s,74,28,13.37039457
24,WT,32.5C,s,75,28,17.53991104
24,WT,32.5C,s,76,28,-14.2761512
24,WT,32.5C,s,77,28,22.39691111
24,WT,32.5C,s,78,28,1.977254653
24,WT,32.5C,s,79,28,-8.246847354
24,WT,32.5C,s,80,28,
24,WT,32.5C,s,81,28,2.947989114
24,WT,32.5C,s,86,28,-9.304598245
24,WT,32.5C,s,88,28,-14.09565785
24,WT,32.5C,s,89,28,-9.823511984
24,WT,32.5C,s,82,28,14.00869184
24,WT,32.5C,s,83,28,
24,WT,32.5C,s,84,28,19.26876891
24,WT,32.5C,s,85,28,
28,WT,32.5C,s,1,28,19.38291139
28,WT,32.5C,s,2,28,-2.671869615
28,WT,32.5C,s,3,28,30.20318778
28,WT,32.5C,s,4,28,4.639744941
28,WT,32.5C,s,5,28,-54.75898554
28,WT,32.5C,s,6,28,-22.92895159
28,WT,32.5C,s,7,28,3.410119797
28,WT,32.5C,s,8,28,-2.171547578
28,WT,32.5C,s,9,28,8.836596099
28,WT,32.5C,s,10,28,
28,WT,32.5C,s,24,28,4.001640961
28,WT,32.5C,s,25,28,-9.017163569
28,WT,32.5C,s,26,28,1.001195407
28,WT,32.5C,s,27,28,3.03833245
28,WT,32.5C,c,28,28,-0.785289691
28,WT,32.5C,s,29,28,9.027029098
28,WT,32.5C,s,30,28,29.57761629
28,WT,32.5C,s,31,28,11.35245442
28,WT,32.5C,s,32,28,-5.067437615
28,WT,32.5C,s,33,28,3.072815262
28,WT,32.5C,c,34,28,0.496969119
28,WT,32.5C,s,35,28,12.07808858
28,WT,32.5C,s,45,28,-0.80664782
28,WT,32.5C,s,46,28,-10.94688037
28,WT,32.5C,s,47,28,14.96108111
28,WT,32.5C,s,48,28,19.40535301
28,WT,32.5C,s,49,28,17.38298918
28,WT,32.5C,s,51,28,19.0681842
28,WT,32.5C,s,52,28,3.500066573
28,WT,32.5C,c,60,28,16.45116477
28,WT,32.5C,s,61,28,28.62992077
28,WT,32.5C,s,62,28,
28,WT,32.5C,s,63,28,
28,WT,32.5C,s,66,28,9.018788132
28,WT,32.5C,s,67,28,-10.40979114
28,WT,32.5C,s,68,28,-5.568476799
28,WT,32.5C,c,69,28,-2.532016178
28,WT,32.5C,s,70,28,23.72321526
28,WT,32.5C,s,71,28,14.70195838
28,WT,32.5C,s,11,28,16.89235127
28,WT,32.5C,s,12,28,8.126799021
28,WT,32.5C,s,13,28,3.578841609
28,WT,32.5C,s,14,28,1.545415559
28,WT,32.5C,s,15,28,-6.556157244
28,WT,32.5C,s,16,28,
28,WT,32.5C,s,17,28,-1.666865849
28,WT,32.5C,s,18,28,5.229532499
28,WT,32.5C,s,19,28,0.669567638
28,WT,32.5C,s,20,28,6.719879012
28,WT,32.5C,c,21,28,13.35284722
28,WT,32.5C,s,22,28,
28,WT,32.5C,s,23,28,
28,WT,32.5C,s,36,28,7.7962207
28,WT,32.5C,s,37,28,
28,WT,32.5C,s,38,28,12.22761829
28,WT,32.5C,s,39,28,
28,WT,32.5C,s,40,28,13.45877244
28,WT,32.5C,s,41,28,-1.821639568
28,WT,32.5C,s,42,28,26.50082648
28,WT,32.5C,c,43,28,-3.853336022
28,WT,32.5C,s,44,28,
28,WT,32.5C,s,54,28,37.26039758
28,WT,32.5C,c,55,28,7.363161431
28,WT,32.5C,c,56,28,16.39889465
28,WT,32.5C,s,58,28,30.93493937
28,WT,32.5C,s,72,28,10.13395963
28,WT,32.5C,s,73,28,7.345605291
28,WT,32.5C,s,74,28,-6.665884767
28,WT,32.5C,s,57,28,9.798683563
28,WT,32.5C,s,59,28,
28,WT,32.5C,s,75,28,-5.567600488
28,WT,32.5C,s,76,28,
28,WT,32.5C,s,77,28,12.58680662
28,WT,32.5C,s,78,28,-0.12387941
28,WT,32.5C,s,79,28,14.94530132
28,WT,32.5C,s,80,28,2.274722826
28,WT,32.5C,c,81,28,8.670701551
28,WT,32.5C,s,82,28,
28,WT,32.5C,s,83,28,1.3884325
28,WT,32.5C,c,84,28,11.03693465
28,WT,32.5C,s,85,28,3.721154266
28,WT,32.5C,s,86,28,20.85218849
28,WT,32.5C,s,87,28,-0.836338377
28,WT,32.5C,s,88,28,16.05540899
28,WT,32.5C,s,89,28,
28,WT,32.5C,s,93,28,-3.002519699
28,WT,32.5C,s,90,28,-39.97409111
28,WT,32.5C,s,91,28,21.32544398
28,WT,32.5C,s,92,28,3.599733115
27,SS,32.5C,s,1,28,
27,SS,32.5C,s,2,28,11.16366675
27,SS,32.5C,s,3,28,-12.67739265
27,SS,32.5C,c,4,28,-4.180150085
27,SS,32.5C,s,5,28,5.460623629
27,SS,32.5C,s,6,28,7.920501847
27,SS,32.5C,s,7,28,0.517009909
27,SS,32.5C,s,8,28,0.979873546
27,SS,32.5C,s,9,28,
27,SS,32.5C,s,10,28,6.964002235
27,SS,32.5C,s,14,28,8.216045791
27,SS,32.5C,s,15,28,9.414950782
27,SS,32.5C,s,16,28,2.693991153
27,SS,32.5C,s,17,28,14.01759349
27,SS,32.5C,c,18,28,-1.091358015
27,SS,32.5C,s,19,28,4.087207076
27,SS,32.5C,c,20,28,0.441812866
27,SS,32.5C,s,108,28,2.685569008
27,SS,32.5C,c,29,28,-7.841161971
27,SS,32.5C,s,30,28,-7.284942667
27,SS,32.5C,s,31,28,1.546476195
27,SS,32.5C,s,32,28,13.94897687
27,SS,32.5C,c,33,28,10.97774079
27,SS,32.5C,s,33a,28,3.173013515
27,SS,32.5C,s,34,28,1.804427358
27,SS,32.5C,s,35,28,-1.153085805
27,SS,32.5C,c,36,28,-5.050243185
27,SS,32.5C,s,37,28,28.37385288
27,SS,32.5C,s,38,28,11.41824567
27,SS,32.5C,s,39,28,1.357665108
27,SS,32.5C,s,40,28,-4.966197576
27,SS,32.5C,s,41,28,14.90641758
27,SS,32.5C,s,42,28,13.64218801
27,SS,32.5C,s,43,28,-5.743438015
27,SS,32.5C,s,50,28,-13.15358279
27,SS,32.5C,s,51,28,-5.966036124
27,SS,32.5C,s,52,28,
27,SS,32.5C,s,53,28,-5.349489253
27,SS,32.5C,s,54,28,-15.08019399
27,SS,32.5C,s,55,28,
27,SS,32.5C,s,56,28,
27,SS,32.5C,s,57,28,-3.786362833
27,SS,32.5C,s,58,28,7.637308533
27,SS,32.5C,s,59,28,
27,SS,32.5C,s,60,28,
27,SS,32.5C,s,61,28,-6.11783526
27,SS,32.5C,s,62,28,-2.386796929
27,SS,32.5C,s,11,28,9.332442722
27,SS,32.5C,s,12,28,11.37844201
27,SS,32.5C,c,13,28,-3.787057075
27,SS,32.5C,s,21,28,-0.383735892
27,SS,32.5C,c,22,28,
27,SS,32.5C,c,23,28,1.253243134
27,SS,32.5C,s,24,28,-1.155458055
27,SS,32.5C,s,25,28,-1.184367588
27,SS,32.5C,s,26,28,0.436037566
27,SS,32.5C,s,27,28,3.639464826
27,SS,32.5C,s,28,28,-2.966819441
27,SS,32.5C,s,44,28,-2.820381208
27,SS,32.5C,c,45,28,-2.221222305
27,SS,32.5C,s,46,28,-0.850255756
27,SS,32.5C,c,47,28,-1.002465486
27,SS,32.5C,s,48,28,-9.785033142
27,SS,32.5C,s,49,28,
27,SS,32.5C,s,63,28,-20.28545798
27,SS,32.5C,s,64,28,-12.68239592
27,SS,32.5C,s,65,28,-21.10792836
27,SS,32.5C,s,66,28,-3.316743279
27,SS,32.5C,c,67,28,1.392447562
27,SS,32.5C,s,68,28,-11.51111359
27,SS,32.5C,s,69,28,5.265074264
27,SS,32.5C,s,70,28,
27,SS,32.5C,s,71,28,
27,SS,32.5C,s,73,28,8.211442115
27,SS,32.5C,s,74,28,0.100410986
27,SS,32.5C,s,75,28,31.12756364
27,SS,32.5C,c,76,28,4.183423077
27,SS,32.5C,s,77,28,-2.670719155
27,SS,32.5C,s,78,28,0.520563665
27,SS,32.5C,s,79,28,
27,SS,32.5C,c,80,28,3.513920823
27,SS,32.5C,c,81,28,1.548208554
27,SS,32.5C,c,82,28,-7.658696197
27,SS,32.5C,c,85,28,-0.419029809
27,SS,32.5C,c,86,28,5.744492759
27,SS,32.5C,s,87,28,8.575735141
27,SS,32.5C,c,88,28,-4.495027166
27,SS,32.5C,s,89,28,-6.804598838
27,SS,32.5C,s,90,28,
27,SS,32.5C,c,91,28,-5.804521913
27,SS,32.5C,c,92,28,5.196716926
27,SS,32.5C,s,99,28,-21.56784674
27,SS,32.5C,s,100,28,
27,SS,32.5C,s,101,28,-9.843018478
27,SS,32.5C,s,102,28,-8.976266593
27,SS,32.5C,s,103,28,-6.129210381
27,SS,32.5C,c,104,28,-7.029120279
27,SS,32.5C,s,105,28,-1.114758612
27,SS,32.5C,s,106,28,-5.858508492
27,SS,32.5C,s,107,28,-0.786162161
27,SS,32.5C,s,83,28,-2.02931928
27,SS,32.5C,s,84,28,
27,SS,32.5C,s,85a,28,-2.736460023
27,SS,32.5C,s,93,28,-12.00858173
27,SS,32.5C,s,94,28,-5.572738939
27,SS,32.5C,s,95,28,5.190703913
27,SS,32.5C,s,96,28,-1.708414073
27,SS,32.5C,s,97,28,
27,SS,32.5C,s,98,28,
33,SS,32.5C,s,1,28,6.84783073
33,SS,32.5C,s,2,28,11.52974496
33,SS,32.5C,s,3,28,
33,SS,32.5C,c,4,28,1.163818158
33,SS,32.5C,s,5,28,18.94414188
33,SS,32.5C,s,6,28,
33,SS,32.5C,s,7,28,7.723092599
33,SS,32.5C,s,8,28,-2.645597308
33,SS,32.5C,s,9,28,6.900003469
33,SS,32.5C,s,16,28,-1.067840382
33,SS,32.5C,s,17,28,-5.797669228
33,SS,32.5C,s,19,28,
33,SS,32.5C,c,20,28,-9.081394191
33,SS,32.5C,c,22,28,2.656118572
33,SS,32.5C,s,23,28,6.524667846
33,SS,32.5C,s,24,28,-9.906994687
33,SS,32.5C,c,25,28,4.356114845
33,SS,32.5C,s,26,28,-4.062562253
33,SS,32.5C,s,27a,28,-1.388082864
33,SS,32.5C,s,27b,28,8.844520965
33,SS,32.5C,s,35,28,9.22114141
33,SS,32.5C,s,36,28,0.947435585
33,SS,32.5C,s,37,28,10.12903671
33,SS,32.5C,c,38,28,3.25278391
33,SS,32.5C,s,39,28,24.92485322
33,SS,32.5C,c,40,28,-0.398920817
33,SS,32.5C,c,41,28,7.036504593
33,SS,32.5C,s,42,28,
33,SS,32.5C,s,43,28,-9.112005033
33,SS,32.5C,s,44,28,-0.95882228
33,SS,32.5C,s,45,28,-0.18822848
33,SS,32.5C,s,46,28,6.711084809
33,SS,32.5C,s,47,28,18.07213725
33,SS,32.5C,c,48,28,16.5357935
33,SS,32.5C,s,49,28,25.36646733
33,SS,32.5C,c,50,28,3.11452918
33,SS,32.5C,s,51,28,3.540170608
33,SS,32.5C,s,52,28,16.20470001
33,SS,32.5C,s,53,28,1.779244312
33,SS,32.5C,s,54,28,-4.815684559
33,SS,32.5C,s,59,28,-15.73935787
33,SS,32.5C,s,60,28,-5.433694767
33,SS,32.5C,s,61,28,6.153066912
33,SS,32.5C,s,62,28,0.479681639
33,SS,32.5C,s,63,28,-6.735055967
33,SS,32.5C,s,64,28,-5.29084861
33,SS,32.5C,s,65,28,-3.359235648
33,SS,32.5C,s,66,28,-17.61588311
33,SS,32.5C,s,67,28,20.92615646
33,SS,32.5C,c,68,28,
33,SS,32.5C,s,69,28,22.64913825
33,SS,32.5C,s,70,28,-14.7320015
33,SS,32.5C,c,71,28,-10.04945586
33,SS,32.5C,c,72,28,0.340847563
33,SS,32.5C,c,74,28,16.17129059
33,SS,32.5C,c,75,28,4.324066638
33,SS,32.5C,s,10,28,5.770700437
33,SS,32.5C,s,11,28,14.93574255
33,SS,32.5C,s,12,28,18.84077127
33,SS,32.5C,s,13,28,16.51086923
33,SS,32.5C,s,14,28,-4.48964155
33,SS,32.5C,s,15,28,13.5350623
33,SS,32.5C,c,29,28,5.914815223
33,SS,32.5C,s,31,28,
33,SS,32.5C,s,32,28,24.00772728
33,SS,32.5C,s,33,28,1.869540346
33,SS,32.5C,s,34,28,4.867792932
33,SS,32.5C,s,55,28,7.90981529
33,SS,32.5C,s,56,28,9.259551236
33,SS,32.5C,c,57,28,0.871686152
33,SS,32.5C,c,58,28,-6.349054829
33,SS,32.5C,s,76,28,
33,SS,32.5C,s,77,28,-0.448545854
33,SS,32.5C,s,78,28,-3.669886714
33,SS,32.5C,s,79,28,
33,SS,32.5C,c,80,28,4.574426992
33,SS,32.5C,c,81,28,-0.70090883
33,SS,32.5C,c,82,28,
33,SS,32.5C,s,83,28,17.96872442
33,SS,32.5C,s,84,28,-7.621092222
33,SS,32.5C,c,85,28,13.910164
33,SS,32.5C,s,86,28,-3.398744756
33,SS,32.5C,s,87,28,18.96541255
33,SS,32.5C,s,88,28,1.288172925
33,SS,32.5C,c,89,28,2.421077629
33,SS,32.5C,s,90,28,19.70659556
33,SS,32.5C,s,91,28,
33,SS,32.5C,s,92,28,1.6948739
33,SS,32.5C,s,93,28,29.27343456
33,SS,32.5C,s,99,28,-1.937879308
33,SS,32.5C,s,101,28,10.44154685
33,SS,32.5C,c,102,28,5.391021287
33,SS,32.5C,c,103,28,-0.082930806
33,SS,32.5C,s,104,28,17.00022722
33,SS,32.5C,s,105,28,22.07854973
33,SS,32.5C,s,106,28,11.2960987
33,SS,32.5C,s,107,28,1.716191389
33,SS,32.5C,s,108,28,
33,SS,32.5C,s,113,28,19.97169411
33,SS,32.5C,s,114,28,
33,SS,32.5C,s,115,28,-12.21375746
33,SS,32.5C,s,116,28,-8.576487264
33,SS,32.5C,s,117,28,8.141864125
33,SS,32.5C,s,94,28,15.07675744
33,SS,32.5C,s,95,28,40.67564383
33,SS,32.5C,s,96,28,2.843928143
33,SS,32.5C,c,97,28,5.935314269
33,SS,32.5C,s,98,28,
33,SS,32.5C,c,109,28,-1.544736737
33,SS,32.5C,s,110,28,
33,SS,32.5C,s,111,28,-12.85328789
33,SS,32.5C,c,112,28,-6.39424791
33,SS,32.5C,s,118,28,
33,SS,32.5C,s,119,28,-13.51468755
33,SS,32.5C,s,120,28,6.242578297
33,SS,32.5C,s,121,28,4.461658268
33,SS,32.5C,s,122,28,-9.769097317
33,SS,32.5C,s,123,28,3.386843427
33,SS,32.5C,s,124,28,
33,SS,32.5C,s,125,28,-20.22180627
33,SS,32.5C,s,126,28,-6.70849257
30,SS,32.5C,s,1,28,3.401816434
30,SS,32.5C,s,2,28,8.851798894
30,SS,32.5C,s,3,28,13.66390262
30,SS,32.5C,s,4,28,-7.123824025
30,SS,32.5C,s,5,28,36.31336992
30,SS,32.5C,s,6,28,2.448363264
30,SS,32.5C,s,7,28,4.607009783
30,SS,32.5C,s,8,28,7.378316655
30,SS,32.5C,s,9,28,4.518612516
30,SS,32.5C,s,20,28,3.782068388
30,SS,32.5C,c,21,28,8.463268766
30,SS,32.5C,s,22,28,8.479780895
30,SS,32.5C,s,23,28,
30,SS,32.5C,s,24,28,20.68292227
30,SS,32.5C,s,25,28,-1.227183619
30,SS,32.5C,c,26,28,2.9090721
30,SS,32.5C,s,27,28,10.64219609
30,SS,32.5C,s,28,28,12.37059407
30,SS,32.5C,s,29,28,24.55733063
30,SS,32.5C,s,29a,28,-1.583101966
30,SS,32.5C,s,30,28,-4.283944042
30,SS,32.5C,s,31,28,4.418616829
30,SS,32.5C,s,32,28,13.48850351
30,SS,32.5C,s,45,28,2.835005977
30,SS,32.5C,s,46,28,13.26203429
30,SS,32.5C,s,47,28,4.066762787
30,SS,32.5C,s,48,28,18.2642966
30,SS,32.5C,s,49,28,12.55720152
30,SS,32.5C,s,50,28,26.38009435
30,SS,32.5C,s,51,28,9.600212814
30,SS,32.5C,s,52,28,10.00671979
30,SS,32.5C,s,53,28,-16.35998871
30,SS,32.5C,s,54,28,21.16814222
30,SS,32.5C,c,55,28,4.651142035
30,SS,32.5C,s,69,28,-0.078157164
30,SS,32.5C,s,70,28,-11.25723404
30,SS,32.5C,s,71,28,-25.05309292
30,SS,32.5C,s,72,28,-9.31937728
30,SS,32.5C,s,73,28,0.135930125
30,SS,32.5C,s,74,28,11.14389288
30,SS,32.5C,s,75,28,5.351261889
30,SS,32.5C,s,76,28,
30,SS,32.5C,s,77,28,3.7129284
30,SS,32.5C,s,78,28,-22.53783834
30,SS,32.5C,s,79,28,5.061449906
30,SS,32.5C,s,80,28,1.487824498
30,SS,32.5C,s,81,28,-16.01814015
30,SS,32.5C,s,82,28,9.916374935
30,SS,32.5C,s,83,28,19.33745879
30,SS,32.5C,s,84,28,
30,SS,32.5C,s,85,28,-4.79963322
30,SS,32.5C,s,10,28,7.242479241
30,SS,32.5C,s,11,28,5.246786281
30,SS,32.5C,s,12,28,18.30145128
30,SS,32.5C,c,13,28,11.22079423
30,SS,32.5C,s,14,28,6.727260796
30,SS,32.5C,s,15,28,-6.252461681
30,SS,32.5C,s,16,28,18.88668057
30,SS,32.5C,s,17,28,-1.200365503
30,SS,32.5C,c,18,28,-2.78566846
30,SS,32.5C,s,19,28,-3.267363793
30,SS,32.5C,s,33,28,
30,SS,32.5C,s,34,28,2.98370378
30,SS,32.5C,s,35,28,-9.110496019
30,SS,32.5C,c,36,28,13.63263977
30,SS,32.5C,s,37,28,5.921708727
30,SS,32.5C,s,38,28,-25.53866081
30,SS,32.5C,c,42,28,3.29746475
30,SS,32.5C,c,43,28,0.790803556
30,SS,32.5C,c,44,28,4.469219346
30,SS,32.5C,s,39,28,3.52720635
30,SS,32.5C,s,40,28,7.125190529
30,SS,32.5C,s,41,28,0.086757183
30,SS,32.5C,s,57,28,21.4871235
30,SS,32.5C,s,58,28,11.12981015
30,SS,32.5C,s,59,28,2.749230841
30,SS,32.5C,s,56,28,21.94731355
30,SS,32.5C,s,60,28,6.442558265
30,SS,32.5C,c,61,28,4.640684034
30,SS,32.5C,s,62,28,3.322444645
30,SS,32.5C,s,63,28,-0.504539156
30,SS,32.5C,s,64,28,6.203336281
30,SS,32.5C,c,65,28,3.051563494
30,SS,32.5C,c,66,28,-0.138393934
30,SS,32.5C,s,67,28,
30,SS,32.5C,s,68,28,31.02288741
30,SS,32.5C,s,86,28,9.581663074
30,SS,32.5C,s,87,28,9.645298852
30,SS,32.5C,c,88,28,-1.796543861
30,SS,32.5C,s,89,28,-6.164311879
30,SS,32.5C,s,90,28,12.41187197
30,SS,32.5C,c,91,28,2.367798164
30,SS,32.5C,s,92,28,0.055771954
30,SS,32.5C,s,93,28,2.426821369
30,SS,32.5C,s,94,28,0.060842801
30,SS,32.5C,s,95,28,22.07464144
30,SS,32.5C,s,96,28,38.11468987
30,SS,32.5C,s,103,28,
30,SS,32.5C,s,104,28,-1.57355495
30,SS,32.5C,c,105,28,-0.278483822
30,SS,32.5C,s,107,28,-9.841727281
30,SS,32.5C,s,106,28,6.016950229
30,SS,32.5C,s,108,28,-13.91168383
30,SS,32.5C,c,109,28,7.103430513
30,SS,32.5C,c,110,28,1.066970717
30,SS,32.5C,s,111,28,8.356568884
30,SS,32.5C,s,116,28,6.475394199
30,SS,32.5C,s,117,28,-5.530477876
30,SS,32.5C,s,118,28,19.37200977
30,SS,32.5C,c,119,28,3.503281289
30,SS,32.5C,s,120,28,5.018544751
30,SS,32.5C,s,121,28,12.33315521
30,SS,32.5C,s,122,28,-13.60927858
30,SS,32.5C,s,124,28,6.031306735
30,SS,32.5C,s,123,28,14.84939345
30,SS,32.5C,s,97,28,7.341754558
30,SS,32.5C,s,98,28,5.661909034
30,SS,32.5C,c,99,28,-2.796625219
30,SS,32.5C,s,100,28,-9.911971504
30,SS,32.5C,s,101,28,
30,SS,32.5C,s,102,28,42.16189463
30,SS,32.5C,s,112,28,
30,SS,32.5C,s,113,28,
30,SS,32.5C,c,114,28,7.554663228
30,SS,32.5C,s,115,28,
12,SS,27C,s,1,72,-4.842723861
12,SS,27C,s,2,72,51.17777832
12,SS,27C,c,3,72,8.620131129
12,SS,27C,s,4,72,106.2113374
12,SS,27C,s,5,72,40.94266793
12,SS,27C,c,6,72,10.97369716
12,SS,27C,s,7,72,99.49537048
12,SS,27C,s,8,72,-42.21094617
12,SS,27C,s,9,72,33.15608
12,SS,27C,c,10,72,28.5061234
12,SS,27C,s,14,72,
12,SS,27C,s,15,72,
12,SS,27C,s,16,72,63.36799126
12,SS,27C,s,17,72,32.97704939
12,SS,27C,s,18,72,73.52354909
12,SS,27C,s,19,72,
12,SS,27C,s,26,72,
12,SS,27C,s,25,72,37.03185416
12,SS,27C,s,24,72,35.68161631
12,SS,27C,s,30,72,39.1078836
12,SS,27C,s,31,72,14.80732845
12,SS,27C,s,32,72,126.9359431
12,SS,27C,s,33,72,5.295630475
12,SS,27C,s,34,72,46.95651247
12,SS,27C,s,35,72,21.78921335
12,SS,27C,s,36,72,50.87070389
12,SS,27C,s,37,72,-19.37402824
12,SS,27C,s,38,72,54.09619815
12,SS,27C,s,39,72,5.205089397
12,SS,27C,s,40,72,38.68585993
12,SS,27C,s,41,72,
12,SS,27C,s,42,72,74.58699648
12,SS,27C,s,43,72,5.390217802
12,SS,27C,s,44,72,50.63567273
12,SS,27C,s,45,72,9.271374198
12,SS,27C,s,46,72,19.25482884
12,SS,27C,c,47,72,12.51241965
12,SS,27C,s,48,72,45.52804181
12,SS,27C,s,49,72,43.19761056
12,SS,27C,c,50,72,
12,SS,27C,s,51,72,47.78028111
12,SS,27C,s,52,72,-47.85441099
12,SS,27C,c,53,72,36.11098649
12,SS,27C,s,54,72,37.17764382
12,SS,27C,c,55,72,53.1113128
12,SS,27C,c,56,72,22.89891214
12,SS,27C,c,70,72,5.785061819
12,SS,27C,s,71,72,
12,SS,27C,c,72,72,0.824791292
12,SS,27C,s,73,72,3.352364064
12,SS,27C,s,74,72,-6.422218095
12,SS,27C,c,75,72,52.78739591
12,SS,27C,s,76,72,6.097036611
12,SS,27C,s,77,72,37.02575425
12,SS,27C,s,78,72,68.0888254
12,SS,27C,s,79,72,
12,SS,27C,s,81,72,37.94929664
12,SS,27C,s,80,72,44.69532365
12,SS,27C,s,11,72,
12,SS,27C,s,12,72,
12,SS,27C,s,13,72,
12,SS,27C,s,20,72,24.6737859
12,SS,27C,s,21,72,38.55813409
12,SS,27C,s,22,72,58.29655481
12,SS,27C,s,23,72,
12,SS,27C,s,27,72,
12,SS,27C,s,28,72,53.34221162
12,SS,27C,s,29,72,
12,SS,27C,c,58,72,10.91555001
12,SS,27C,s,59,72,22.27618718
12,SS,27C,s,60,72,44.30282852
12,SS,27C,s,61,72,26.46571727
12,SS,27C,s,62,72,28.42983518
12,SS,27C,s,63,72,20.96714383
12,SS,27C,s,64,72,75.64073823
12,SS,27C,s,65,72,34.90305967
12,SS,27C,s,66,72,
12,SS,27C,s,67,72,
12,SS,27C,s,68,72,20.87290913
12,SS,27C,s,69,72,33.57537232
12,SS,27C,s,82,72,56.0799714
12,SS,27C,s,83,72,
12,SS,27C,s,84,72,37.57471158
12,SS,27C,s,85,72,55.7464247
12,SS,27C,s,86,72,-10.81995861
12,SS,27C,s,86b,72,
12,SS,27C,s,87,72,
12,SS,27C,c,88,72,
12,SS,27C,c,90,72,23.20338828
12,SS,27C,s,91,72,37.92798969
12,SS,27C,s,92,72,36.25438365
12,SS,27C,s,89,72,-20.8519132
12,SS,27C,s,93,72,28.4105423
12,SS,27C,s,94,72,32.22329873
12,SS,27C,c,96,72,9.175422279
12,SS,27C,c,95,72,46.73068791
12,SS,27C,c,98,72,
12,SS,27C,s,99,72,37.33903537
12,SS,27C,s,100,72,
12,SS,27C,s,104,72,
12,SS,27C,s,105,72,
12,SS,27C,s,106,72,
12,SS,27C,s,107a,72,
12,SS,27C,s,107b,72,
12,SS,27C,s,108,72,40.0328234
12,SS,27C,s,109,72,
12,SS,27C,c,110,72,
12,SS,27C,s,114,72,
12,SS,27C,s,115,72,
12,SS,27C,s,116,72,
12,SS,27C,s,117,72,
12,SS,27C,s,118,72,
12,SS,27C,s,119,72,
12,SS,27C,c,120,72,
12,SS,27C,s,121,72,
12,SS,27C,s,122,72,
12,SS,27C,s,123,72,
12,SS,27C,s,101,72,
12,SS,27C,c,102,72,
12,SS,27C,s,103,72,
12,SS,27C,s,111a,72,7.053873725
12,SS,27C,s,111b,72,34.71339242
12,SS,27C,c,111c,72,
12,SS,27C,s,113,72,
12,SS,27C,s,112,72,
20,SS,27C,s,1,72,53.37146734
20,SS,27C,s,2,72,107.0015762
20,SS,27C,c,3,72,149.6618345
20,SS,27C,s,4,72,50.88022017
20,SS,27C,s,5,72,75.2306873
20,SS,27C,s,6,72,52.4744476
20,SS,27C,s,7,72,115.3438699
20,SS,27C,c,8,72,44.72358905
20,SS,27C,s,9,72,26.66432663
20,SS,27C,s,11,72,25.36190307
20,SS,27C,s,12,72,48.09038642
20,SS,27C,s,13,72,32.54881656
20,SS,27C,s,14,72,74.84548614
20,SS,27C,s,14a,72,
20,SS,27C,s,14b,72,94.65121978
20,SS,27C,s,15,72,85.14271111
20,SS,27C,s,16,72,106.4792216
20,SS,27C,c,23,72,88.17637215
20,SS,27C,s,24,72,23.17997996
20,SS,27C,s,25,72,66.24443529
20,SS,27C,c,26,72,86.54892656
20,SS,27C,s,27,72,
20,SS,27C,s,28,72,79.39809006
20,SS,27C,s,29,72,29.99586859
20,SS,27C,s,30,72,33.71588874
20,SS,27C,s,38,72,67.73706376
20,SS,27C,s,39,72,77.99291634
20,SS,27C,s,40,72,43.64583874
20,SS,27C,s,41,72,47.81533898
20,SS,27C,s,42,72,40.39567845
20,SS,27C,s,43,72,52.05264083
20,SS,27C,s,44,72,53.42494769
20,SS,27C,s,45,72,35.74917963
20,SS,27C,s,46,72,44.49919747
20,SS,27C,s,47,72,26.79131389
20,SS,27C,s,48,72,49.892632
20,SS,27C,s,49,72,1.496137791
20,SS,27C,c,50,72,50.13091532
20,SS,27C,s,51,72,16.75024576
20,SS,27C,s,52,72,
20,SS,27C,c,63,72,28.45644534
20,SS,27C,c,64,72,46.64456018
20,SS,27C,s,65,72,57.83092901
20,SS,27C,s,66,72,43.14701083
20,SS,27C,s,67,72,99.18818047
20,SS,27C,s,68,72,67.06986681
20,SS,27C,s,69,72,
20,SS,27C,c,70,72,7.383423408
20,SS,27C,s,71,72,
20,SS,27C,s,72,72,
20,SS,27C,s,10,72,
20,SS,27C,s,17,72,
20,SS,27C,s,18,72,
20,SS,27C,s,19,72,
20,SS,27C,s,20,72,
20,SS,27C,s,21,72,
20,SS,27C,s,22,72,
20,SS,27C,s,31,72,31.96893408
20,SS,27C,s,32,72,112.7200537
20,SS,27C,c,33,72,34.48356213
20,SS,27C,s,34,72,24.71884077
20,SS,27C,c,35,72,
20,SS,27C,s,36,72,
20,SS,27C,s,37,72,19.35730424
20,SS,27C,s,53,72,54.61738013
20,SS,27C,c,54,72,115.7966665
20,SS,27C,c,55,72,
20,SS,27C,c,56,72,
20,SS,27C,s,57,72,
20,SS,27C,s,58,72,
20,SS,27C,s,59,72,
20,SS,27C,s,60,72,
20,SS,27C,s,61,72,24.71623801
