TankNumb,Culture,Temperature,SingleOrClump,RecruitID,Day,PropGrowth
19,SS,31C,s,73,28,4.697616051
19,SS,31C,s,74,28,
19,SS,31C,s,75,28,7.359204504
19,SS,31C,s,76,28,-4.199063139
19,SS,31C,s,77,28,-9.123507548
19,SS,31C,s,84,28,1.644932399
19,SS,31C,s,85,28,-6.303244125
19,SS,31C,s,87,28,-5.441072979
19,SS,31C,s,88,28,-0.21857329
19,SS,31C,s,89,28,0.121995202
19,SS,31C,s,90,28,0.331663752
19,SS,31C,s,91,28,
19,SS,31C,s,99,28,
19,SS,31C,s,100,28,-4.133120674
19,SS,31C,s,102,28,-29.84967271
19,SS,31C,c,103,28,-4.348835883
19,SS,31C,c,104,28,11.34830347
19,SS,31C,c,105,28,9.374701267
19,SS,31C,s,106,28,1.637357051
19,SS,31C,s,107,28,5.139919697
19,SS,31C,s,108,28,5.23172774
19,SS,31C,s,109,28,-3.895009035
19,SS,31C,s,86,28,-13.87979891
19,SS,31C,s,78,28,-9.026938732
19,SS,31C,s,79,28,0.362796146
19,SS,31C,s,80,28,-13.96130981
19,SS,31C,s,81,28,-14.65895024
19,SS,31C,s,82,28,-4.318024104
19,SS,31C,s,83,28,
19,SS,31C,s,92,28,-1.2531012
19,SS,31C,c,93,28,-7.246391612
19,SS,31C,s,94,28,-10.1189213
19,SS,31C,s,95,28,-34.41746967
19,SS,31C,s,96,28,-41.063366
19,SS,31C,c,97,28,33.16952206
19,SS,31C,s,110,28,
19,SS,31C,s,111,28,6.665805866
19,SS,31C,s,112,28,-0.819327628
19,SS,31C,c,113,28,-8.054706079
19,SS,31C,s,114,28,
19,SS,31C,s,115,28,-0.546485038
19,SS,31C,s,116,28,1.692950345
19,SS,31C,s,117,28,-1.402113517
19,SS,31C,s,118,28,23.16479046
19,SS,31C,c,119,28,-11.40440211
19,SS,31C,s,120,28,
31,SS,31C,s,1,28,32.31586096
31,SS,31C,s,2,28,15.63507372
31,SS,31C,s,3,28,13.70863034
31,SS,31C,s,4,28,7.150046384
31,SS,31C,s,5,28,32.03201446
31,SS,31C,s,6,28,4.137898882
31,SS,31C,c,7,28,15.11764647
31,SS,31C,s,8,28,10.62810751
31,SS,31C,s,16,28,45.65731787
31,SS,31C,s,17,28,12.14277613
31,SS,31C,s,18,28,18.73553632
31,SS,31C,s,19,28,10.25408492
31,SS,31C,c,21,28,-4.682095317
31,SS,31C,s,22,28,8.835407869
31,SS,31C,s,23,28,-9.708445584
31,SS,31C,c,24,28,-4.220004494
31,SS,31C,c,29,28,9.512465644
31,SS,31C,s,30,28,-1.815809752
31,SS,31C,c,31,28,4.940538907
31,SS,31C,s,32,28,-4.314615107
31,SS,31C,s,33,28,
31,SS,31C,c,34a,28,3.926471132
31,SS,31C,s,34b,28,-5.091742823
31,SS,31C,s,35,28,12.74334807
31,SS,31C,s,36,28,9.299315553
31,SS,31C,s,37,28,5.657289329
31,SS,31C,s,38,28,16.61706006
31,SS,31C,s,39,28,9.195999878
31,SS,31C,s,40,28,-5.163293659
31,SS,31C,c,41,28,5.790893359
31,SS,31C,s,20,28,-5.029772781
31,SS,31C,c,42,28,2.167666404
31,SS,31C,s,43,28,19.7898306
31,SS,31C,c,44,28,9.275790845
31,SS,31C,c,45a,28,4.296832538
31,SS,31C,s,45b,28,3.677292335
31,SS,31C,s,56,28,27.72459839
31,SS,31C,s,57,28,-10.75664668
31,SS,31C,s,58,28,44.45506519
31,SS,31C,s,59,28,36.25817549
31,SS,31C,s,60,28,-1.167664298
31,SS,31C,s,61,28,10.82982754
31,SS,31C,c,62,28,12.03795042
31,SS,31C,s,63,28,4.536936706
31,SS,31C,s,64,28,6.431056904
31,SS,31C,s,65,28,
31,SS,31C,s,66,28,15.34391148
31,SS,31C,s,9,28,17.25045879
31,SS,31C,c,10,28,15.04551185
31,SS,31C,s,11,28,
31,SS,31C,s,12,28,29.08357458
31,SS,31C,s,13,28,9.81368464
31,SS,31C,s,14,28,18.95581911
31,SS,31C,s,15,28,19.7013216
31,SS,31C,s,25,28,-4.031873999
31,SS,31C,s,26,28,1.286895468
31,SS,31C,s,27,28,16.94467105
31,SS,31C,c,28,28,1.615092255
31,SS,31C,s,46,28,8.602765096
31,SS,31C,s,47,28,11.09744161
31,SS,31C,s,48,28,-15.08079344
31,SS,31C,s,49,28,11.93847801
31,SS,31C,s,50,28,6.315923383
31,SS,31C,s,51,28,16.70335811
31,SS,31C,s,52,28,4.691397841
31,SS,31C,s,53,28,
31,SS,31C,c,54,28,9.904336294
31,SS,31C,s,55,28,-2.938656644
31,SS,31C,s,67,28,
31,SS,31C,s,68,28,2.015147041
31,SS,31C,s,69,28,-6.762546142
31,SS,31C,s,70,28,10.0291111
31,SS,31C,s,71,28,5.53316413
31,SS,31C,c,72,28,17.43249097
31,SS,31C,c,73,28,13.74473496
31,SS,31C,s,75,28,
31,SS,31C,s,76,28,12.57113447
31,SS,31C,s,77,28,14.68541068
31,SS,31C,s,78,28,1.61153515
31,SS,31C,s,79,28,9.234694659
31,SS,31C,c,80,28,10.2362696
31,SS,31C,s,81,28,1.426154566
31,SS,31C,s,82,28,16.58714558
31,SS,31C,s,94,28,33.59910292
31,SS,31C,c,95,28,7.186154173
31,SS,31C,s,96,28,20.51757379
31,SS,31C,s,97,28,
31,SS,31C,s,98,28,
31,SS,31C,c,99,28,8.055694896
31,SS,31C,s,100,28,5.916601131
31,SS,31C,s,101,28,5.619023441
31,SS,31C,s,102,28,3.045548493
31,SS,31C,s,110,28,
31,SS,31C,s,111,28,21.44023949
31,SS,31C,c,112,28,7.986545621
31,SS,31C,s,113,28,20.02948291
31,SS,31C,s,114,28,
31,SS,31C,s,115,28,17.31492433
31,SS,31C,s,116,28,34.7132881
31,SS,31C,s,117,28,7.635989734
31,SS,31C,c,118,28,17.09387997
31,SS,31C,s,119,28,5.402989405
31,SS,31C,c,120,28,9.365538145
31,SS,31C,s,83,28,7.346061329
31,SS,31C,s,84,28,1.400131075
31,SS,31C,s,85,28,
31,SS,31C,s,86,28,
31,SS,31C,s,87,28,9.711869266
31,SS,31C,s,88,28,24.77386777
31,SS,31C,c,89,28,2.991842609
31,SS,31C,s,90,28,16.13379881
31,SS,31C,s,91,28,4.198750621
31,SS,31C,s,92,28,
31,SS,31C,s,93,28,
31,SS,31C,s,87a,28,1.938077377
31,SS,31C,s,103,28,10.1985355
31,SS,31C,s,104,28,8.076493178
31,SS,31C,s,105,28,9.616808486
31,SS,31C,s,106,28,39.74244958
31,SS,31C,s,107,28,12.44244346
31,SS,31C,s,108,28,2.559631822
31,SS,31C,s,109,28,8.040716662
31,SS,31C,s,121,28,
31,SS,31C,s,122,28,-3.114768861
34,SS,31C,s,1,28,-8.53597535
34,SS,31C,s,2,28,
34,SS,31C,s,3,28,1.06081834
34,SS,31C,c,4,28,24.18962862
34,SS,31C,s,5,28,8.77718954
34,SS,31C,c,6,28,7.531297495
34,SS,31C,s,7,28,5.341523311
34,SS,31C,s,13,28,
34,SS,31C,s,14,28,2.827978694
34,SS,31C,s,16,28,22.64485772
34,SS,31C,s,17,28,-13.99049091
34,SS,31C,s,18b,28,-13.1458951
34,SS,31C,s,18a,28,6.095750101
34,SS,31C,s,20,28,4.990303389
34,SS,31C,c,21,28,-38.31895401
34,SS,31C,s,22,28,-0.202928896
34,SS,31C,s,23,28,
34,SS,31C,s,24,28,
34,SS,31C,s,25,28,
34,SS,31C,c,26,28,1.656122665
34,SS,31C,s,33,28,-0.64430731
34,SS,31C,c,34,28,-2.645933292
34,SS,31C,c,35,28,-5.461016973
34,SS,31C,s,36,28,5.346662208
34,SS,31C,s,37,28,-8.330819568
34,SS,31C,s,38,28,-11.54607276
34,SS,31C,s,39,28,
34,SS,31C,s,40,28,-2.817033312
34,SS,31C,s,41,28,7.557075673
34,SS,31C,s,42,28,-12.0202785
34,SS,31C,s,43,28,-5.898304074
34,SS,31C,s,44,28,-1.107753883
34,SS,31C,s,45,28,-45.4438985
34,SS,31C,s,46,28,-3.258565981
34,SS,31C,s,47,28,-4.393802173
34,SS,31C,s,48,28,-13.72528623
34,SS,31C,s,59,28,
34,SS,31C,s,60,28,-8.313110433
34,SS,31C,s,61,28,-10.44005843
34,SS,31C,s,62,28,-23.89100622
34,SS,31C,s,63,28,
34,SS,31C,s,64,28,-11.65348495
34,SS,31C,s,65,28,-12.23867702
34,SS,31C,s,66,28,-9.159239883
34,SS,31C,s,67,28,-12.77008286
34,SS,31C,s,68,28,
34,SS,31C,s,69,28,-21.20390244
34,SS,31C,s,19,28,13.00598159
34,SS,31C,s,8,28,1.236326032
34,SS,31C,s,9,28,11.51189563
34,SS,31C,s,10,28,1.753081968
34,SS,31C,c,11,28,-8.164409782
34,SS,31C,s,12,28,-8.131016365
34,SS,31C,s,27,28,-23.7011987
34,SS,31C,s,28,28,-22.23124228
34,SS,31C,s,29,28,-9.973035023
34,SS,31C,s,30,28,-3.522085287
34,SS,31C,s,31,28,-4.057037734
34,SS,31C,s,32,28,-1.822375465
34,SS,31C,s,49,28,-9.610428591
34,SS,31C,s,50,28,3.221296746
34,SS,31C,s,51,28,-11.38421836
34,SS,31C,s,52,28,-8.75707359
34,SS,31C,c,53,28,-1.190333036
34,SS,31C,s,54,28,0.39829545
34,SS,31C,s,55,28,
34,SS,31C,s,56,28,-11.47574883
34,SS,31C,s,57,28,-3.719649953
34,SS,31C,s,58,28,-8.282322517
34,SS,31C,s,71,28,-19.05247653
34,SS,31C,s,70,28,2.267231905
34,SS,31C,s,80,28,-32.75376352
34,SS,31C,s,81,28,
34,SS,31C,s,82,28,12.95012666
34,SS,31C,s,83a,28,
34,SS,31C,s,83b,28,
34,SS,31C,s,84,28,2.149053644
34,SS,31C,s,85,28,-0.529984939
34,SS,31C,c,86,28,-12.97260607
34,SS,31C,c,87,28,-8.784989996
34,SS,31C,s,88,28,-9.300288425
34,SS,31C,s,89,28,-1.298103665
34,SS,31C,c,90,28,-9.872972573
34,SS,31C,s,91,28,
34,SS,31C,c,92,28,-1.598995626
34,SS,31C,c,93,28,0.106647436
34,SS,31C,c,94,28,0.793899307
34,SS,31C,s,95,28,
34,SS,31C,s,96,28,9.720726977
34,SS,31C,c,97,28,118.5836932
34,SS,31C,c,98,28,
34,SS,31C,s,99,28,-17.79487822
34,SS,31C,s,100,28,
34,SS,31C,s,101,28,-39.7881167
34,SS,31C,s,102,28,8.40727332
34,SS,31C,s,111,28,-13.29943891
34,SS,31C,c,112,28,-12.00523021
34,SS,31C,s,113,28,-29.19816545
34,SS,31C,s,114,28,-9.328630971
34,SS,31C,c,115,28,5.351692022
34,SS,31C,c,116,28,-5.034520839
34,SS,31C,s,117,28,
34,SS,31C,s,118,28,5.890427337
34,SS,31C,s,128,28,-8.44877219
34,SS,31C,s,129,28,-7.66977374
34,SS,31C,s,103,28,3.761565814
34,SS,31C,c,104,28,
34,SS,31C,s,105,28,-6.126380902
34,SS,31C,s,106,28,-2.441747757
34,SS,31C,c,107,28,-6.370983382
34,SS,31C,s,108,28,-23.72414442
34,SS,31C,s,109,28,-15.71362122
34,SS,31C,s,110,28,-16.02138771
34,SS,31C,s,119,28,1.012788223
34,SS,31C,c,120,28,-6.561760873
34,SS,31C,s,121,28,
34,SS,31C,s,122,28,-20.52037149
34,SS,31C,s,123,28,-11.91453939
34,SS,31C,s,124,28,-15.84681678
34,SS,31C,s,125,28,
34,SS,31C,s,126,28,-1.143756721
34,SS,31C,s,127,28,6.559201181
9,WT,31C,s,1,28,10.40470251
9,WT,31C,s,2,28,13.55641847
9,WT,31C,s,3,28,10.64819065
9,WT,31C,s,4,28,-13.09827501
9,WT,31C,s,5,28,3.244952592
9,WT,31C,s,6,28,8.546049145
9,WT,31C,s,15,28,0.624956999
9,WT,31C,s,16,28,13.53509985
9,WT,31C,s,17,28,-27.25128658
9,WT,31C,s,18,28,-17.15561673
9,WT,31C,s,21,28,-30.04103287
9,WT,31C,s,19,28,-16.07978127
9,WT,31C,s,20,28,5.581053384
9,WT,31C,c,22,28,-10.23076378
9,WT,31C,s,24,28,-17.13417482
9,WT,31C,c,23,28,-9.84428912
9,WT,31C,s,25,28,-11.75731739
9,WT,31C,c,17a,28,0.280047656
9,WT,31C,c,31,28,12.61549815
9,WT,31C,s,32,28,24.67551808
9,WT,31C,s,33,28,
9,WT,31C,s,35,28,-24.20454206
9,WT,31C,s,34,28,5.612929494
9,WT,31C,c,37,28,15.86716267
9,WT,31C,s,38,28,
9,WT,31C,s,36,28,-28.44729
9,WT,31C,s,39,28,-21.37569944
9,WT,31C,s,42,28,
9,WT,31C,s,40,28,
9,WT,31C,s,41,28,-9.579439632
9,WT,31C,c,44,28,9.950501543
9,WT,31C,s,43,28,-11.70888399
9,WT,31C,s,45,28,11.53412589
9,WT,31C,s,46,28,3.573304219
9,WT,31C,s,55,28,
9,WT,31C,s,56,28,
9,WT,31C,s,57,28,12.6756931
9,WT,31C,s,58,28,2.31255998
9,WT,31C,s,59,28,30.00117373
9,WT,31C,s,60,28,
9,WT,31C,s,61,28,43.73303896
9,WT,31C,c,62,28,-11.32540515
9,WT,31C,c,8,28,-1.796708289
9,WT,31C,s,7,28,-11.9486466
9,WT,31C,c,9,28,19.02763957
9,WT,31C,s,10,28,-0.465341381
9,WT,31C,s,11,28,-2.149650833
9,WT,31C,s,12,28,-17.42448792
9,WT,31C,s,13,28,4.159865493
9,WT,31C,s,14,28,
9,WT,31C,s,26,28,0.308077799
9,WT,31C,c,27,28,-5.663981874
9,WT,31C,s,30a,28,
9,WT,31C,s,28,28,-13.63699829
9,WT,31C,s,29,28,
9,WT,31C,c,30,28,9.69789531
9,WT,31C,s,47,28,0.746105091
9,WT,31C,s,48,28,-8.793603248
9,WT,31C,s,49,28,-3.176244344
9,WT,31C,s,50,28,-10.34740383
9,WT,31C,s,51,28,1.924708987
9,WT,31C,s,52,28,3.505803584
9,WT,31C,s,53,28,2.954598585
9,WT,31C,s,54,28,6.197407987
9,WT,31C,c,63,28,-5.833021873
9,WT,31C,c,64,28,-22.28299759
9,WT,31C,s,65,28,
9,WT,31C,s,66,28,6.52107219
9,WT,31C,s,67,28,-12.84859654
9,WT,31C,s,68,28,-38.22318556
9,WT,31C,s,69,28,5.723072925
9,WT,31C,s,70,28,22.10599016
9,WT,31C,c,79,28,-0.468284836
9,WT,31C,s,80,28,0.073585814
9,WT,31C,s,81,28,
9,WT,31C,s,82,28,9.512442362
9,WT,31C,s,83,28,-16.30222841
9,WT,31C,s,84,28,0.209601089
9,WT,31C,c,85,28,-12.09269249
9,WT,31C,s,86,28,-6.537534107
9,WT,31C,s,71,28,9.958003779
9,WT,31C,s,72,28,-7.314916112
9,WT,31C,s,78,28,5.074538428
9,WT,31C,s,73,28,8.755627522
9,WT,31C,c,76,28,10.42840098
9,WT,31C,c,75,28,1.573245675
9,WT,31C,s,74,28,-32.7586506
9,WT,31C,s,77,28,
18,WT,31C,s,1,28,-44.05882076
18,WT,31C,s,2,28,58.7249576
18,WT,31C,s,3,28,11.06117776
18,WT,31C,s,4,28,-2.544206517
18,WT,31C,s,5,28,0.847244252
18,WT,31C,s,6,28,-10.26913069
18,WT,31C,s,7,28,-51.13914527
18,WT,31C,c,14,28,-8.035408574
18,WT,31C,s,15,28,
18,WT,31C,s,16,28,3.76469866
18,WT,31C,s,17,28,-12.41748178
18,WT,31C,s,18,28,0.450969231
18,WT,31C,c,19,28,-13.25748704
18,WT,31C,c,28,28,8.445098863
18,WT,31C,s,27,28,
18,WT,31C,s,29,28,17.76694445
18,WT,31C,s,30,28,3.15590896
18,WT,31C,s,31,28,9.270199617
18,WT,31C,s,33,28,15.05237438
18,WT,31C,c,32,28,6.980580638
18,WT,31C,s,34,28,3.613781499
18,WT,31C,s,35,28,-17.99759047
18,WT,31C,s,36,28,-7.55786369
18,WT,31C,c,37,28,1.590886187
18,WT,31C,s,38,28,-13.81577749
18,WT,31C,s,39,28,-2.2759559
18,WT,31C,s,40,28,-6.9992232
18,WT,31C,s,41,28,2.061418368
18,WT,31C,s,42,28,15.01940936
18,WT,31C,s,54,28,9.446916945
18,WT,31C,s,55,28,-4.541486015
18,WT,31C,s,56,28,1.346603163
18,WT,31C,s,57,28,6.821629935
18,WT,31C,s,58,28,10.85084643
18,WT,31C,s,59,28,4.411670053
18,WT,31C,s,63,28,21.88018201
18,WT,31C,s,64,28,
18,WT,31C,s,59b,28,
18,WT,31C,s,8,28,-33.50311917
18,WT,31C,s,9,28,16.96953452
18,WT,31C,s,10,28,-10.44565044
18,WT,31C,c,11,28,-8.362965471
18,WT,31C,s,12,28,-8.834514585
18,WT,31C,s,13,28,0.831955042
18,WT,31C,s,20,28,
18,WT,31C,s,21,28,9.29255195
18,WT,31C,s,22,28,-14.09289867
18,WT,31C,s,23,28,-4.231190195
18,WT,31C,s,24,28,-2.261742903
18,WT,31C,s,26,28,-4.479601797
18,WT,31C,s,25,28,-2.39441629
18,WT,31C,s,25b,28,
18,WT,31C,s,43,28,16.7188778
18,WT,31C,s,44,28,
18,WT,31C,s,45,28,-1.517806704
18,WT,31C,s,46,28,3.166548714
18,WT,31C,s,47,28,-0.618888307
18,WT,31C,s,48,28,-14.98070983
18,WT,31C,s,49,28,14.77136797
18,WT,31C,s,50,28,32.35301515
18,WT,31C,c,51,28,23.10825384
18,WT,31C,c,52,28,2.327806877
18,WT,31C,s,53,28,
18,WT,31C,s,60,28,0.787185161
18,WT,31C,s,61,28,-1.411661099
18,WT,31C,s,62,28,8.909987423
18,WT,31C,c,65,28,5.125241075
18,WT,31C,s,66,28,-25.02894412
18,WT,31C,s,67,28,-79.46551706
18,WT,31C,s,68,28,-8.823494591
18,WT,31C,s,69,28,29.50611059
18,WT,31C,s,70,28,
18,WT,31C,s,71,28,3.652899944
18,WT,31C,s,72,28,7.402109271
18,WT,31C,s,73,28,9.092403634
18,WT,31C,s,74,28,14.54872539
18,WT,31C,c,75,28,19.00689601
18,WT,31C,s,76,28,
18,WT,31C,s,80,28,-14.97490171
18,WT,31C,s,81,28,
18,WT,31C,s,82,28,22.58898739
18,WT,31C,s,83,28,
18,WT,31C,s,78,28,2.676669288
18,WT,31C,s,79,28,26.02162667
29,WT,31C,s,1,28,20.11111454
29,WT,31C,s,2,28,15.63384477
29,WT,31C,s,3,28,12.88813673
29,WT,31C,s,4,28,21.13502904
29,WT,31C,s,5,28,16.72271719
29,WT,31C,s,6,28,26.24993898
29,WT,31C,s,13,28,
29,WT,31C,s,14,28,3.754944503
29,WT,31C,s,15,28,45.95103828
29,WT,31C,s,16,28,16.19396341
29,WT,31C,s,17,28,37.14364845
29,WT,31C,s,17a,28,-10.60819843
29,WT,31C,s,18,28,2.552954238
29,WT,31C,s,19,28,5.305674161
29,WT,31C,s,20,28,20.29228594
29,WT,31C,s,21,28,13.38353542
29,WT,31C,s,31,28,17.11253492
29,WT,31C,c,32,28,-1.474158351
29,WT,31C,s,33,28,20.15900866
29,WT,31C,s,34,28,
29,WT,31C,s,35,28,9.129572543
29,WT,31C,s,36,28,1.820564012
29,WT,31C,s,37,28,-13.51444302
29,WT,31C,s,37a,28,10.51518949
29,WT,31C,s,38,28,9.233324311
29,WT,31C,s,39,28,-0.84492781
29,WT,31C,s,40,28,8.733007407
29,WT,31C,s,42,28,8.550279663
29,WT,31C,s,43,28,11.6182515
29,WT,31C,s,44,28,14.57018243
29,WT,31C,s,45,28,17.67259008
29,WT,31C,s,45a,28,
29,WT,31C,c,46,28,24.13618259
29,WT,31C,s,47,28,25.28273244
29,WT,31C,c,48,28,10.0709902
29,WT,31C,c,49,28,17.46136281
29,WT,31C,s,50,28,
29,WT,31C,s,51,28,23.00312058
29,WT,31C,s,52,28,23.23041908
29,WT,31C,s,53,28,19.29238393
29,WT,31C,c,54,28,14.56099113
29,WT,31C,s,60,28,18.62165699
29,WT,31C,s,61,28,35.15840711
29,WT,31C,s,62,28,-3.844745677
29,WT,31C,s,63,28,10.64854843
29,WT,31C,s,7,28,12.10838221
29,WT,31C,s,8,28,34.22608458
29,WT,31C,s,9,28,6.840285672
29,WT,31C,s,11,28,
29,WT,31C,s,12,28,30.57016525
29,WT,31C,s,23,28,
29,WT,31C,s,22,28,37.59288242
29,WT,31C,c,24,28,6.313615796
29,WT,31C,c,25,28,6.272884565
29,WT,31C,s,26,28,9.621589428
29,WT,31C,s,28,28,
29,WT,31C,s,29,28,12.29370056
29,WT,31C,c,30,28,15.35440052
29,WT,31C,s,55,28,23.81716062
29,WT,31C,s,56,28,18.58463007
29,WT,31C,s,57,28,4.286440583
29,WT,31C,s,58,28,22.12907432
29,WT,31C,s,59,28,-7.045242958
29,WT,31C,c,64,28,18.69612008
29,WT,31C,s,65,28,41.44108941
29,WT,31C,s,66,28,16.49152329
29,WT,31C,s,67,28,
29,WT,31C,s,68,28,30.53721332
29,WT,31C,s,10,28,
29,WT,31C,s,27,28,10.42511922
29,WT,31C,s,69a,28,29.3128817
29,WT,31C,c,69,28,17.02946749
29,WT,31C,c,70,28,11.62739685
29,WT,31C,s,71,28,
29,WT,31C,c,72,28,16.80430351
29,WT,31C,s,73,28,37.05257957
29,WT,31C,s,74,28,2.32085751
29,WT,31C,s,81,28,15.4413858
29,WT,31C,s,75,28,12.12302057
29,WT,31C,s,76,28,20.6072792
29,WT,31C,s,77,28,-3.299559637
29,WT,31C,s,78,28,
29,WT,31C,s,79,28,5.453168419
29,WT,31C,s,80,28,
10,WT,32.5C,s,1,28,-44.97122906
10,WT,32.5C,s,2,28,9.781756694
10,WT,32.5C,s,3,28,6.926871289
10,WT,32.5C,s,4,28,-27.75381367
10,WT,32.5C,s,5,28,-8.191296084
10,WT,32.5C,s,20,28,-7.126921971
10,WT,32.5C,c,19,28,-1.800750256
10,WT,32.5C,c,21,28,7.88314469
10,WT,32.5C,s,22,28,-23.12530324
10,WT,32.5C,s,24,28,
10,WT,32.5C,s,23,28,-7.535677921
10,WT,32.5C,s,25,28,-11.33643884
10,WT,32.5C,s,26,28,-19.0379619
10,WT,32.5C,s,27,28,-8.582144067
10,WT,32.5C,s,28,28,-3.619748398
10,WT,32.5C,s,29,28,
10,WT,32.5C,s,40,28,-5.70555215
10,WT,32.5C,s,41,28,4.724312092
10,WT,32.5C,s,42,28,-3.442277139
10,WT,32.5C,s,43,28,9.536641635
10,WT,32.5C,s,44,28,9.687765182
10,WT,32.5C,c,45,28,
10,WT,32.5C,s,46,28,-4.924971614
10,WT,32.5C,s,47,28,-21.25079867
10,WT,32.5C,s,48,28,-5.492027822
10,WT,32.5C,s,49,28,-12.38371173
10,WT,32.5C,s,51,28,-11.58769382
10,WT,32.5C,s,53,28,
10,WT,32.5C,s,52,28,-23.16746684
10,WT,32.5C,s,52a,28,-4.318313148
10,WT,32.5C,s,62,28,
10,WT,32.5C,s,63,28,
10,WT,32.5C,s,64,28,
10,WT,32.5C,s,65,28,
10,WT,32.5C,s,66,28,
10,WT,32.5C,s,67,28,
10,WT,32.5C,s,68,28,4.077228516
10,WT,32.5C,c,69,28,8.434391587
10,WT,32.5C,s,70,28,1.933805373
10,WT,32.5C,s,71,28,-5.660476511
10,WT,32.5C,s,72,28,26.04534903
10,WT,32.5C,s,73,28,
10,WT,32.5C,s,74,28,4.881187028
10,WT,32.5C,s,75,28,-7.229176528
10,WT,32.5C,s,6,28,
10,WT,32.5C,s,7,28,-15.23153397
10,WT,32.5C,s,8,28,-18.71855999
10,WT,32.5C,s,9,28,-12.47675026
10,WT,32.5C,s,10,28,-5.458155376
10,WT,32.5C,s,11,28,5.335844893
10,WT,32.5C,s,12,28,0.640859084
10,WT,32.5C,s,13,28,-8.162633113
10,WT,32.5C,s,14,28,-29.90653151
10,WT,32.5C,c,15,28,-11.90198319
10,WT,32.5C,s,15a,28,-9.934202842
10,WT,32.5C,s,17,28,-3.371648174
10,WT,32.5C,s,18,28,
10,WT,32.5C,s,30,28,-31.11330792
10,WT,32.5C,s,31,28,-11.82485924
10,WT,32.5C,s,32,28,9.632959316
10,WT,32.5C,c,33,28,-11.31447961
10,WT,32.5C,s,34,28,20.38236579
10,WT,32.5C,c,35,28,-5.4342013
10,WT,32.5C,c,36,28,4.932238637
10,WT,32.5C,s,37,28,5.304065621
10,WT,32.5C,s,38,28,
10,WT,32.5C,c,39,28,
10,WT,32.5C,s,55,28,-9.278810829
10,WT,32.5C,s,56,28,-12.42969618
10,WT,32.5C,s,54,28,-0.890275927
10,WT,32.5C,s,59,28,10.72996315
10,WT,32.5C,s,60,28,
10,WT,32.5C,s,61,28,0.137005062
10,WT,32.5C,s,61a,28,-3.695448374
10,WT,32.5C,s,76,28,-0.57949579
10,WT,32.5C,s,58,28,5.634103435
10,WT,32.5C,s,78,28,5.894969907
10,WT,32.5C,s,79,28,16.14609988
10,WT,32.5C,c,80,28,10.70808485
10,WT,32.5C,c,81,28,4.549333393
10,WT,32.5C,s,82,28,13.93808855
10,WT,32.5C,s,83,28,
10,WT,32.5C,s,84,28,-0.383053216
10,WT,32.5C,s,88,28,
10,WT,32.5C,s,85,28,1.521665081
10,WT,32.5C,c,85a,28,-22.67542146
10,WT,32.5C,s,86,28,8.235216309
10,WT,32.5C,s,87,28,-28.16054759
24,WT,32.5C,c,1,28,1.271717018
24,WT,32.5C,s,2,28,-4.630727656
24,WT,32.5C,c,3,28,0.027656615
24,WT,32.5C,s,4,28,
24,WT,32.5C,c,5,28,-9.285909087
24,WT,32.5C,s,13,28,8.473279967
24,WT,32.5C,c,14,28,11.46255294
24,WT,32.5C,s,15,28,0.133009083
24,WT,32.5C,s,16,28,-5.716044792
24,WT,32.5C,s,17a,28,-39.6157835
24,WT,32.5C,s,17,28,59.11014683
24,WT,32.5C,s,18,28,26.98048197
24,WT,32.5C,c,19,28,11.74492933
24,WT,32.5C,s,19a,28,7.149556589
24,WT,32.5C,s,20,28,
24,WT,32.5C,s,21,28,2.080701228
24,WT,32.5C,c,22,28,7.722037457
24,WT,32.5C,s,23,28,10.89315352
24,WT,32.5C,s,24,28,-17.09245366
24,WT,32.5C,s,25,28,-27.0764418
24,WT,32.5C,s,26,28,1.628977519
24,WT,32.5C,s,27,28,-6.119033194
24,WT,32.5C,s,28,28,-0.050423655
24,WT,32.5C,s,29,28,7.047888174
24,WT,32.5C,s,40,28,-9.215339296
24,WT,32.5C,s,41,28,-4.876003656
24,WT,32.5C,s,42,28,-6.856709832
24,WT,32.5C,c,43,28,-4.014057444
24,WT,32.5C,c,44,28,20.35498874
24,WT,32.5C,s,45,28,
24,WT,32.5C,s,46,28,23.54726037
24,WT,32.5C,s,47,28,1.563467408
24,WT,32.5C,s,48,28,20.07160524
24,WT,32.5C,s,49,28,
24,WT,32.5C,s,50,28,
24,WT,32.5C,s,56,28,-20.19370366
24,WT,32.5C,s,57,28,10.6729414
24,WT,32.5C,s,58,28,14.02313527
24,WT,32.5C,s,59,28,5.259542284
24,WT,32.5C,s,60,28,6.66370987
24,WT,32.5C,s,61,28,5.184444447
24,WT,32.5C,s,62,28,16.66863711
24,WT,32.5C,s,63,28,15.16634192
24,WT,32.5C,s,64,28,0.103902289
24,WT,32.5C,c,65,28,8.778844219
24,WT,32.5C,s,66,28,14.79199845
24,WT,32.5C,s,67,28,-11.62504681
24,WT,32.5C,c,6,28,
24,WT,32.5C,s,7,28,-1.084443633
24,WT,32.5C,s,8,28,13.90940824
24,WT,32.5C,s,9,28,0.696127119
24,WT,32.5C,s,10,28,3.386753646
24,WT,32.5C,s,11,28,-11.33594753
24,WT,32.5C,s,12,28,
24,WT,32.5C,s,30,28,11.84408894
24,WT,32.5C,s,31,28,23.33703293
24,WT,32.5C,s,32,28,0.217922681
24,WT,32.5C,s,33,28,-23.76087406
24,WT,32.5C,s,34,28,8.884324517
24,WT,32.5C,s,35,28,22.1639835
