TankNumb,Culture,Temperature,SingleOrClump,RecruitID,RecruitID2,Day,Area,Polyps
33,31mix,32.5C,c,22,33_22,0,0.965356,3
33,31mix,32.5C,s,23,33_23,0,1.134939,4
33,31mix,32.5C,s,24,33_24,0,1.029081,3
33,31mix,32.5C,c,25,33_25,0,4.061027,5
33,31mix,32.5C,s,26,33_26,0,1.194714,3
33,31mix,32.5C,s,27a,33_27a,0,1.163115,3
33,31mix,32.5C,s,27b,33_27b,0,2.185613,4
33,31mix,32.5C,s,35,33_35,0,3.249717,8
33,31mix,32.5C,s,36,33_36,0,1.202087,3
33,31mix,32.5C,s,37,33_37,0,1.044354,3
33,31mix,32.5C,c,38,33_38,0,5.53987,10
33,31mix,32.5C,s,39,33_39,0,0.783134,2
33,31mix,32.5C,c,40,33_40,0,1.273185,5
33,31mix,32.5C,c,41,33_41,0,2.69199,8
33,31mix,32.5C,s,42,33_42,0,1.417488,3
33,31mix,32.5C,s,43,33_43,0,0.932967,2
33,31mix,32.5C,s,44,33_44,0,1.049621,4
33,31mix,32.5C,s,45,33_45,0,1.091227,4
33,31mix,32.5C,s,46,33_46,0,1.118612,3
33,31mix,32.5C,s,47,33_47,0,1.459357,3
33,31mix,32.5C,c,48,33_48,0,1.496487,3
33,31mix,32.5C,s,49,33_49,0,1.277399,4
33,31mix,32.5C,c,50,33_50,0,1.852768,3
33,31mix,32.5C,s,51,33_51,0,1.08201,3
33,31mix,32.5C,s,52,33_52,0,0.999062,2
33,31mix,32.5C,s,53,33_53,0,1.187077,2
33,31mix,32.5C,s,54,33_54,0,1.152318,3
33,31mix,32.5C,s,59,33_59,0,1.049884,1
33,31mix,32.5C,s,60,33_60,0,1.157058,5
33,31mix,32.5C,s,61,33_61,0,2.416551,4
33,31mix,32.5C,s,62,33_62,0,1.027765,3
33,31mix,32.5C,s,63,33_63,0,1.304785,4
33,31mix,32.5C,s,64,33_64,0,1.651323,4
33,31mix,32.5C,s,65,33_65,0,0.677803,1
33,31mix,32.5C,s,66,33_66,0,0.957193,2
33,31mix,32.5C,s,67,33_67,0,1.033821,2
33,31mix,32.5C,c,68,33_68,0,1.840128,4
33,31mix,32.5C,s,69,33_69,0,1.367456,3
33,31mix,32.5C,s,70,33_70,0,2.235908,4
33,31mix,32.5C,c,71,33_71,0,3.049588,7
33,31mix,32.5C,c,72,33_72,0,2.014977,6
33,31mix,32.5C,c,74,33_74,0,2.852883,6
33,31mix,32.5C,c,75,33_75,0,2.840243,6
33,31mix,32.5C,s,10,33_10,0,1.018022,3
33,31mix,32.5C,s,11,33_11,0,1.497803,4
33,31mix,32.5C,s,12,33_12,0,1.346654,4
33,31mix,32.5C,s,13,33_13,0,1.184444,3
33,31mix,32.5C,s,14,33_14,0,0.901631,2
33,31mix,32.5C,s,15,33_15,0,1.312421,4
33,31mix,32.5C,c,29,33_29,0,4.140552,7
33,31mix,32.5C,s,31,33_31,0,0.997482,3
33,31mix,32.5C,s,32,33_32,0,0.711246,2
33,31mix,32.5C,s,33,33_33,0,1.330327,4
33,31mix,32.5C,s,34,33_34,0,1.102286,2
33,31mix,32.5C,s,55,33_55,0,0.806833,2
33,31mix,32.5C,s,56,33_56,0,1.255806,4
33,31mix,32.5C,c,57,33_57,0,1.871201,4
33,31mix,32.5C,c,58,33_58,0,1.445664,4
33,31mix,32.5C,s,76,33_76,0,0.767334,1
33,31mix,32.5C,s,77,33_77,0,1.061207,3
33,31mix,32.5C,s,78,33_78,0,0.82711,2
33,31mix,32.5C,s,79,33_79,0,1.882787,5
33,31mix,32.5C,c,80,33_80,0,3.238657,4
33,31mix,32.5C,c,81,33_81,0,2.313853,7
33,31mix,32.5C,c,82,33_82,0,2.913448,6
33,31mix,32.5C,s,83,33_83,0,0.916114,1
33,31mix,32.5C,s,84,33_84,0,0.905054,3
33,31mix,32.5C,c,85,33_85,0,4.928425,8
33,31mix,32.5C,s,86,33_86,0,1.049358,3
33,31mix,32.5C,s,87,33_87,0,2.107932,4
33,31mix,32.5C,s,88,33_88,0,1.387469,3
33,31mix,32.5C,c,89,33_89,0,3.794013,8
33,31mix,32.5C,s,90,33_90,0,1.232633,2
33,31mix,32.5C,s,91,33_91,0,1.805369,3
33,31mix,32.5C,s,92,33_92,0,0.573789,1
33,31mix,32.5C,s,93,33_93,0,1.189184,3
33,31mix,32.5C,s,99,33_99,0,1.087013,2
33,31mix,32.5C,s,101,33_101,0,1.371406,4
33,31mix,32.5C,c,102,33_102,0,1.950725,5
33,31mix,32.5C,c,103,33_103,0,1.553102,4
33,31mix,32.5C,s,104,33_104,0,1.197084,4
33,31mix,32.5C,s,105,33_105,0,1.148368,3
33,31mix,32.5C,s,106,33_106,0,1.215517,3
33,31mix,32.5C,s,107,33_107,0,1.50228,4
33,31mix,32.5C,s,108,33_108,0,1.317688,3
33,31mix,32.5C,s,113,33_113,0,0.910058,2
33,31mix,32.5C,s,114,33_114,0,0.378401,1
33,31mix,32.5C,s,115,33_115,0,1.122562,3
33,31mix,32.5C,s,116,33_116,0,1.169698,3
33,31mix,32.5C,s,117,33_117,0,0.843173,2
33,31mix,32.5C,s,94,33_94,0,1.631047,4
33,31mix,32.5C,s,95,33_95,0,1.204984,2
33,31mix,32.5C,s,96,33_96,0,1.178124,3
33,31mix,32.5C,c,97,33_97,0,2.162177,6
33,31mix,32.5C,s,98,33_98,0,0.977206,2
33,31mix,32.5C,c,109,33_109,0,2.314116,4
33,31mix,32.5C,s,110,33_110,0,1.149948,3
33,31mix,32.5C,s,111,33_111,0,1.239216,3
33,31mix,32.5C,c,112,33_112,0,3.856685,10
33,31mix,32.5C,s,118,33_118,0,1.186287,3
33,31mix,32.5C,s,119,33_119,0,0.812627,2
33,31mix,32.5C,s,120,33_120,0,0.425273,1
33,31mix,32.5C,s,121,33_121,0,0.946397,3
33,31mix,32.5C,s,122,33_122,0,1.397212,3
33,31mix,32.5C,s,123,33_123,0,1.059364,2
33,31mix,32.5C,s,124,33_124,0,1.201824,3
33,31mix,32.5C,s,125,33_125,0,1.147578,3
33,31mix,32.5C,s,126,33_126,0,1.119402,5
30,31mix,32.5C,s,1,30_1,0,0.913218,3
30,31mix,32.5C,s,2,30_2,0,1.278452,4
30,31mix,32.5C,s,3,30_3,0,2.077386,5
30,31mix,32.5C,s,4,30_4,0,0.772338,2
30,31mix,32.5C,s,5,30_5,0,0.927964,1
30,31mix,32.5C,s,6,30_6,0,2.03973,4
30,31mix,32.5C,s,7,30_7,0,1.986538,5
30,31mix,32.5C,s,8,30_8,0,1.106499,2
30,31mix,32.5C,s,9,30_9,0,0.964566,2
30,31mix,32.5C,s,20,30_20,0,1.394052,3
30,31mix,32.5C,c,21,30_21,0,2.305953,4
30,31mix,32.5C,s,22,30_22,0,4.094469,6
30,31mix,32.5C,s,23,30_23,0,1.563372,4
30,31mix,32.5C,s,24,30_24,0,1.283455,3
30,31mix,32.5C,s,25,30_25,0,1.128356,4
30,31mix,32.5C,c,26,30_26,0,1.797996,6
30,31mix,32.5C,s,27,30_27,0,1.628677,3
30,31mix,32.5C,s,28,30_28,0,1.37088,4
30,31mix,32.5C,s,29,30_29,0,1.097546,2
30,31mix,32.5C,s,29a,30_29a,0,1.125196,4
30,31mix,32.5C,s,30,30_30,0,0.936917,3
30,31mix,32.5C,s,31,30_31,0,2.119781,7
30,31mix,32.5C,s,32,30_32,0,2.562434,4
30,31mix,32.5C,s,45,30_45,0,1.040668,3
30,31mix,32.5C,s,46,30_46,0,1.987591,3
30,31mix,32.5C,s,47,30_47,0,1.023025,3
30,31mix,32.5C,s,48,30_48,0,1.23316,3
30,31mix,32.5C,s,49,30_49,0,0.902948,1
30,31mix,32.5C,s,50,30_50,0,0.952453,1
30,31mix,32.5C,s,51,30_51,0,1.063841,3
30,31mix,32.5C,s,52,30_52,0,1.194977,3
30,31mix,32.5C,s,53,30_53,0,0.800514,3
30,31mix,32.5C,s,54,30_54,0,0.738369,2
30,31mix,32.5C,c,55,30_55,0,1.120456,2
30,31mix,32.5C,s,69,30_69,0,1.051727,3
30,31mix,32.5C,s,70,30_70,0,1.413802,2
30,31mix,32.5C,s,71,30_71,0,1.138099,2
30,31mix,32.5C,s,72,30_72,0,1.357977,3
30,31mix,32.5C,s,73,30_73,0,2.122414,4
30,31mix,32.5C,s,74,30_74,0,1.582858,5
30,31mix,32.5C,s,75,30_75,0,1.193924,2
30,31mix,32.5C,s,76,30_76,0,1.260546,2
30,31mix,32.5C,s,77,30_77,0,1.096493,3
30,31mix,32.5C,s,78,30_78,0,0.491631,1
30,31mix,32.5C,s,79,30_79,0,1.238163,3
30,31mix,32.5C,s,80,30_80,0,1.064104,3
30,31mix,32.5C,s,81,30_81,0,1.007489,3
30,31mix,32.5C,s,82,30_82,0,1.21973,5
30,31mix,32.5C,s,83,30_83,0,1.129409,2
30,31mix,32.5C,s,84,30_84,0,1.698195,4
30,31mix,32.5C,s,85,30_85,0,1.156005,2
30,31mix,32.5C,s,10,30_10,0,1.556525,3
30,31mix,32.5C,s,11,30_11,0,0.724939,3
30,31mix,32.5C,s,12,30_12,0,1.718208,5
30,31mix,32.5C,c,13,30_13,0,2.018137,4
30,31mix,32.5C,s,14,30_14,0,1.310578,3
30,31mix,32.5C,s,15,30_15,0,1.084117,3
30,31mix,32.5C,s,16,30_16,0,1.223153,4
30,31mix,32.5C,s,17,30_17,0,1.297938,3
30,31mix,32.5C,c,18,30_18,0,2.0263,7
30,31mix,32.5C,s,19,30_19,0,2.094502,5
30,31mix,32.5C,s,33,30_33,0,1.498593,4
30,31mix,32.5C,s,34,30_34,0,1.519923,4
30,31mix,32.5C,s,35,30_35,0,0.766281,2
30,31mix,32.5C,c,36,30_36,0,3.696056,6
30,31mix,32.5C,s,37,30_37,0,1.759813,3
30,31mix,32.5C,s,38,30_38,0,0.53271,1
30,31mix,32.5C,c,42,30_42,0,4.291964,8
30,31mix,32.5C,c,43,30_43,0,4.879973,9
30,31mix,32.5C,c,44,30_44,0,7.209626,11
30,31mix,32.5C,s,39,30_39,0,1.158112,3
30,31mix,32.5C,s,40,30_40,0,0.845016,2
30,31mix,32.5C,s,41,30_41,0,1.35666,3
30,31mix,32.5C,s,57,30_57,0,1.527822,3
30,31mix,32.5C,s,58,30_58,0,0.704136,1
30,31mix,32.5C,s,59,30_59,0,1.337174,2
30,31mix,32.5C,s,56,30_56,0,0.980366,3
30,31mix,32.5C,s,60,30_60,0,2.940571,6
30,31mix,32.5C,c,61,30_61,0,2.32386,5
30,31mix,32.5C,s,62,30_62,0,1.421965,3
30,31mix,32.5C,s,63,30_63,0,1.886474,5
30,31mix,32.5C,s,64,30_64,0,1.535722,4
30,31mix,32.5C,c,65,30_65,0,3.004296,5
30,31mix,32.5C,c,66,30_66,0,3.505934,9
30,31mix,32.5C,s,67,30_67,0,0.825003,1
30,31mix,32.5C,s,68,30_68,0,1.23474,3
30,31mix,32.5C,s,86,30_86,0,1.288722,4
30,31mix,32.5C,s,87,30_87,0,2.212736,5
30,31mix,32.5C,c,88,30_88,0,6.847815,12
30,31mix,32.5C,s,89,30_89,0,1.07016,3
30,31mix,32.5C,s,90,30_90,0,0.963513,2
30,31mix,32.5C,c,91,30_91,0,3.65445,8
30,31mix,32.5C,s,92,30_92,0,0.788927,2
30,31mix,32.5C,s,93,30_93,0,2.514771,6
30,31mix,32.5C,s,94,30_94,0,0.782344,2
30,31mix,32.5C,s,95,30_95,0,1.305575,4
30,31mix,32.5C,s,96,30_96,0,1.263442,2
30,31mix,32.5C,s,103,30_103,0,0.562203,1
30,31mix,32.5C,s,104,30_104,0,1.380886,4
30,31mix,32.5C,c,105,30_105,0,3.315812,7
30,31mix,32.5C,s,107,30_107,0,1.869621,4
30,31mix,32.5C,s,106,30_106,0,0.551143,1
30,31mix,32.5C,s,108,30_108,0,0.55641,1
30,31mix,32.5C,c,109,30_109,0,3.501984,8
30,31mix,32.5C,c,110,30_110,0,2.063693,5
30,31mix,32.5C,s,111,30_111,0,1.23948,3
30,31mix,32.5C,s,116,30_116,0,0.602805,2
30,31mix,32.5C,s,117,30_117,0,0.765178,2
30,31mix,32.5C,s,118,30_118,0,1.603974,3
30,31mix,32.5C,c,119,30_119,0,4.270425,8
30,31mix,32.5C,s,120,30_120,0,0.754661,1
30,31mix,32.5C,s,121,30_121,0,1.343614,3
30,31mix,32.5C,s,122,30_122,0,0.895999,3
30,31mix,32.5C,s,124,30_124,0,0.620761,1
30,31mix,32.5C,s,123,30_123,0,0.908825,3
30,31mix,32.5C,s,97,30_97,0,0.848966,5
30,31mix,32.5C,s,98,30_98,0,0.795774,3
30,31mix,32.5C,c,99,30_99,0,2.517141,7
30,31mix,32.5C,s,100,30_100,0,1.07806,3
30,31mix,32.5C,s,101,30_101,0,0.555883,2
30,31mix,32.5C,s,102,30_102,0,0.747585,3
30,31mix,32.5C,s,112,30_112,0,0.971413,2
30,31mix,32.5C,s,113,30_113,0,0.866872,2
30,31mix,32.5C,c,114,30_114,0,1.569428,4
30,31mix,32.5C,s,115,30_115,0,0.926647,1
12,31mix,27C,s,1,12_1,22,,
12,31mix,27C,s,2,12_2,22,,
12,31mix,27C,c,3,12_3,22,2.716637,4
12,31mix,27C,s,4,12_4,22,,
12,31mix,27C,s,5,12_5,22,2.753739,5
12,31mix,27C,c,6,12_6,22,,
12,31mix,27C,s,7,12_7,22,1.451585,2
12,31mix,27C,s,8,12_8,22,1.019922,1
12,31mix,27C,s,9,12_9,22,1.493293,5
12,31mix,27C,c,10,12_10,22,4.023653,7
12,31mix,27C,s,14,12_14,22,,
12,31mix,27C,s,15,12_15,22,,
12,31mix,27C,s,16,12_16,22,,
12,31mix,27C,s,17,12_17,22,,
12,31mix,27C,s,18,12_18,22,1.54191,3
12,31mix,27C,s,19,12_19,22,,
12,31mix,27C,s,26,12_26,22,,
12,31mix,27C,s,25,12_25,22,,
12,31mix,27C,s,24,12_24,22,,
12,31mix,27C,s,30,12_30,22,,
12,31mix,27C,s,31,12_31,22,1.734073,4
12,31mix,27C,s,32,12_32,22,1.671895,4
12,31mix,27C,s,33,12_33,22,,
12,31mix,27C,s,34,12_34,22,1.369449,3
12,31mix,27C,s,35,12_35,22,,
12,31mix,27C,s,36,12_36,22,1.655007,3
12,31mix,27C,s,37,12_37,22,1.73484,4
12,31mix,27C,s,38,12_38,22,1.370984,2
12,31mix,27C,s,39,12_39,22,,
12,31mix,27C,s,40,12_40,22,,
12,31mix,27C,s,41,12_41,22,,
12,31mix,27C,s,42,12_42,22,1.968967,4
12,31mix,27C,s,43,12_43,22,1.223856,3
12,31mix,27C,s,44,12_44,22,,
12,31mix,27C,s,45,12_45,22,1.704903,2
12,31mix,27C,s,46,12_46,22,,
12,31mix,27C,c,47,12_47,22,,
12,31mix,27C,s,48,12_48,22,,
12,31mix,27C,s,49,12_49,22,,
12,31mix,27C,c,50,12_50,22,,
12,31mix,27C,s,51,12_51,22,,
12,31mix,27C,s,52,12_52,22,,
12,31mix,27C,c,53,12_53,22,,
12,31mix,27C,s,54,12_54,22,1.791133,3
12,31mix,27C,c,55,12_55,22,,
12,31mix,27C,c,56,12_56,22,,
12,31mix,27C,c,70,12_70,22,,
12,31mix,27C,s,71,12_71,22,,
12,31mix,27C,c,72,12_72,22,,
12,31mix,27C,s,73,12_73,22,0.942648,3
12,31mix,27C,s,74,12_74,22,,
12,31mix,27C,c,75,12_75,22,,
12,31mix,27C,s,76,12_76,22,,
12,31mix,27C,s,77,12_77,22,,
12,31mix,27C,s,78,12_78,22,1.503528,4
12,31mix,27C,s,79,12_79,22,,
12,31mix,27C,s,81,12_81,22,,
12,31mix,27C,s,80,12_80,22,,
12,31mix,27C,s,11,12_11,22,,
12,31mix,27C,s,12,12_12,22,,
12,31mix,27C,s,13,12_13,22,,
12,31mix,27C,s,20,12_20,22,,
12,31mix,27C,s,21,12_21,22,,
12,31mix,27C,s,22,12_22,22,,
12,31mix,27C,s,23,12_23,22,,
12,31mix,27C,s,27,12_27,22,,
12,31mix,27C,s,28,12_28,22,,
12,31mix,27C,s,29,12_29,22,,
12,31mix,27C,c,58,12_58,22,,
12,31mix,27C,s,59,12_59,22,,
12,31mix,27C,s,60,12_60,22,,
12,31mix,27C,s,61,12_61,22,,
12,31mix,27C,s,62,12_62,22,,
12,31mix,27C,s,63,12_63,22,,
12,31mix,27C,s,64,12_64,22,,
12,31mix,27C,s,65,12_65,22,,
12,31mix,27C,s,66,12_66,22,,
12,31mix,27C,s,67,12_67,22,,
12,31mix,27C,s,68,12_68,22,,
12,31mix,27C,s,69,12_69,22,,
12,31mix,27C,s,82,12_82,22,,
12,31mix,27C,s,83,12_83,22,,
12,31mix,27C,s,84,12_84,22,,
12,31mix,27C,s,85,12_85,22,,
12,31mix,27C,s,86,12_86,22,,
12,31mix,27C,s,86b,12_86b,22,,
12,31mix,27C,s,87,12_87,22,,
12,31mix,27C,c,88,12_88,22,,
12,31mix,27C,c,90,12_90,22,,
12,31mix,27C,s,91,12_91,22,,
12,31mix,27C,s,92,12_92,22,,
12,31mix,27C,s,89,12_89,22,,
12,31mix,27C,s,93,12_93,22,,
12,31mix,27C,s,94,12_94,22,,
12,31mix,27C,c,96,12_96,22,,
12,31mix,27C,c,95,12_95,22,,
12,31mix,27C,c,98,12_98,22,,
12,31mix,27C,s,99,12_99,22,,
12,31mix,27C,s,100,12_100,22,,
12,31mix,27C,s,104,12_104,22,,
12,31mix,27C,s,105,12_105,22,,
12,31mix,27C,s,106,12_106,22,,
12,31mix,27C,s,107a,12_107a,22,,
12,31mix,27C,s,107b,12_107b,22,,
12,31mix,27C,s,108,12_108,22,,
12,31mix,27C,s,109,12_109,22,,
12,31mix,27C,c,110,12_110,22,,
12,31mix,27C,s,114,12_114,22,,
12,31mix,27C,s,115,12_115,22,,
12,31mix,27C,s,116,12_116,22,,
12,31mix,27C,s,117,12_117,22,,
12,31mix,27C,s,118,12_118,22,,
12,31mix,27C,s,119,12_119,22,,
12,31mix,27C,c,120,12_120,22,,
12,31mix,27C,s,121,12_121,22,,
12,31mix,27C,s,122,12_122,22,,
12,31mix,27C,s,123,12_123,22,,
12,31mix,27C,s,101,12_101,22,,
12,31mix,27C,c,102,12_102,22,,
12,31mix,27C,s,103,12_103,22,,
12,31mix,27C,s,111a,12_111a,22,,
12,31mix,27C,s,111b,12_111b,22,,
12,31mix,27C,c,111c,12_111c,22,,
12,31mix,27C,s,113,12_113,22,,
12,31mix,27C,s,112,12_112,22,,
20,31mix,27C,s,1,20_1,22,1.17831,3
20,31mix,27C,s,2,20_2,22,1.687759,3
20,31mix,27C,c,3,20_3,22,,
20,31mix,27C,s,4,20_4,22,2.296744,4
20,31mix,27C,s,5,20_5,22,1.870455,3
20,31mix,27C,s,6,20_6,22,,
20,31mix,27C,s,7,20_7,22,2.185182,3
20,31mix,27C,c,8,20_8,22,,
20,31mix,27C,s,9,20_9,22,,
20,31mix,27C,s,11,20_11,22,,
20,31mix,27C,s,12,20_12,22,,
20,31mix,27C,s,13,20_13,22,,
20,31mix,27C,s,14,20_14,22,1.78883,3
20,31mix,27C,s,14a,20_14a,22,,
20,31mix,27C,s,14b,20_14b,22,,
20,31mix,27C,s,15,20_15,22,1.951823,4
20,31mix,27C,s,16,20_16,22,,
20,31mix,27C,c,23,20_23,22,1.206968,3
20,31mix,27C,s,24,20_24,22,,
20,31mix,27C,s,25,20_25,22,1.392222,5
20,31mix,27C,c,26,20_26,22,,
20,31mix,27C,s,27,20_27,22,,
20,31mix,27C,s,28,20_28,22,2.180065,5
20,31mix,27C,s,29,20_29,22,1.511205,5
20,31mix,27C,s,30,20_30,22,1.554959,4
20,31mix,27C,s,38,20_38,22,1.293966,3
20,31mix,27C,s,39,20_39,22,1.861755,4
20,31mix,27C,s,40,20_40,22,,
20,31mix,27C,s,41,20_41,22,,
20,31mix,27C,s,42,20_42,22,2.038565,4
20,31mix,27C,s,43,20_43,22,,
20,31mix,27C,s,44,20_44,22,,
20,31mix,27C,s,45,20_45,22,,
20,31mix,27C,s,46,20_46,22,0.904522,3
20,31mix,27C,s,47,20_47,22,,
20,31mix,27C,s,48,20_48,22,2.598934,4
20,31mix,27C,s,49,20_49,22,,
20,31mix,27C,c,50,20_50,22,,
20,31mix,27C,s,51,20_51,22,,
20,31mix,27C,s,52,20_52,22,,
20,31mix,27C,c,63,20_63,22,,
20,31mix,27C,c,64,20_64,22,,
20,31mix,27C,s,65,20_65,22,,
20,31mix,27C,s,66,20_66,22,1.638631,4
20,31mix,27C,s,67,20_67,22,1.678803,4
20,31mix,27C,s,68,20_68,22,2.009651,5
20,31mix,27C,s,69,20_69,22,,
20,31mix,27C,c,70,20_70,22,,
20,31mix,27C,s,71,20_71,22,,
20,31mix,27C,s,72,20_72,22,,
20,31mix,27C,s,10,20_10,22,,
20,31mix,27C,s,17,20_17,22,,
20,31mix,27C,s,18,20_18,22,,
20,31mix,27C,s,19,20_19,22,,
20,31mix,27C,s,20,20_20,22,,
20,31mix,27C,s,21,20_21,22,,
20,31mix,27C,s,22,20_22,22,,
20,31mix,27C,s,31,20_31,22,,
20,31mix,27C,s,32,20_32,22,,
20,31mix,27C,c,33,20_33,22,,
20,31mix,27C,s,34,20_34,22,,
20,31mix,27C,c,35,20_35,22,,
20,31mix,27C,s,36,20_36,22,,
20,31mix,27C,s,37,20_37,22,,
20,31mix,27C,s,53,20_53,22,,
20,31mix,27C,c,54,20_54,22,,
20,31mix,27C,c,55,20_55,22,,
20,31mix,27C,c,56,20_56,22,,
20,31mix,27C,s,57,20_57,22,,
20,31mix,27C,s,58,20_58,22,,
20,31mix,27C,s,59,20_59,22,,
20,31mix,27C,s,60,20_60,22,,
20,31mix,27C,s,61,20_61,22,,
20,31mix,27C,c,62,20_62,22,,
20,31mix,27C,s,73,20_73,22,,
20,31mix,27C,s,75,20_75,22,,
20,31mix,27C,s,76,20_76,22,,
20,31mix,27C,s,77,20_77,22,,
20,31mix,27C,s,78,20_78,22,,
20,31mix,27C,s,79,20_79,22,,
20,31mix,27C,s,80,20_80,22,,
20,31mix,27C,s,81,20_81,22,,
20,31mix,27C,s,82,20_82,22,,
20,31mix,27C,c,83,20_83,22,,
20,31mix,27C,s,84,20_84,22,,
20,31mix,27C,s,85,20_85,22,,
20,31mix,27C,s,86,20_86,22,,
20,31mix,27C,s,87,20_87,22,,
20,31mix,27C,s,97,20_97,22,,
20,31mix,27C,s,98,20_98,22,,
20,31mix,27C,c,99,20_99,22,,
20,31mix,27C,s,101,20_101,22,,
20,31mix,27C,s,102,20_102,22,,
20,31mix,27C,s,103,20_103,22,,
20,31mix,27C,s,104,20_104,22,,
20,31mix,27C,s,105,20_105,22,,
20,31mix,27C,s,106,20_106,22,,
20,31mix,27C,s,107,20_107,22,,
20,31mix,27C,s,117,20_117,22,,
20,31mix,27C,s,119,20_119,22,,
20,31mix,27C,s,120,20_120,22,,
20,31mix,27C,s,121,20_121,22,,
20,31mix,27C,s,122,20_122,22,,
20,31mix,27C,s,123,20_123,22,,
20,31mix,27C,s,124,20_124,22,,
20,31mix,27C,s,125,20_125,22,,
20,31mix,27C,s,118,20_118,22,,
20,31mix,27C,s,88,20_88,22,,
20,31mix,27C,s,89,20_89,22,,
20,31mix,27C,s,90,20_90,22,,
20,31mix,27C,s,91,20_91,22,,
20,31mix,27C,c,92,20_92,22,,
20,31mix,27C,s,93,20_93,22,,
20,31mix,27C,s,94,20_94,22,,
20,31mix,27C,s,96,20_96,22,,
20,31mix,27C,s,108,20_108,22,,
20,31mix,27C,s,109,20_109,22,,
20,31mix,27C,s,110,20_110,22,,
20,31mix,27C,s,111,20_111,22,,
20,31mix,27C,s,112,20_112,22,,
20,31mix,27C,s,113,20_113,22,,
20,31mix,27C,s,114,20_114,22,,
20,31mix,27C,c,115,20_115,22,,
20,31mix,27C,s,116,20_116,22,,
35,31mix,27C,s,1,35_1,22,0.928063,1
35,31mix,27C,c,2,35_2,22,,
35,31mix,27C,s,3,35_3,22,,
35,31mix,27C,s,4,35_4,22,1.555471,5
35,31mix,27C,s,5,35_5,22,,
35,31mix,27C,s,6,35_6,22,,
35,31mix,27C,s,7,35_7,22,,
35,31mix,27C,s,8,35_8,22,,
35,31mix,27C,s,9,35_9,22,,
35,31mix,27C,s,10,35_10,22,,
35,31mix,27C,c,11,35_11,22,,
35,31mix,27C,c,12,35_12,22,,
35,31mix,27C,s,13,35_13,22,,
35,31mix,27C,s,14,35_14,22,,
35,31mix,27C,s,15,35_15,22,,
35,31mix,27C,c,16,35_16,22,,
35,31mix,27C,s,23,35_23,22,1.278613,3
35,31mix,27C,s,24,35_24,22,,
35,31mix,27C,s,25,35_25,22,1.747122,3
35,31mix,27C,s,26,35_26,22,1.299339,3
35,31mix,27C,s,27,35_27,22,,
35,31mix,27C,s,28,35_28,22,1.212597,3
35,31mix,27C,s,29,35_29,22,3.359654,5
35,31mix,27C,s,30,35_30,22,1.526557,3
35,31mix,27C,s,31,35_31,22,,
35,31mix,27C,s,32,35_32,22,,
35,31mix,27C,s,33,35_33,22,,
35,31mix,27C,c,34,35_34,22,,
35,31mix,27C,s,42,35_42,22,,
35,31mix,27C,s,43,35_43,22,1.509925,3
35,31mix,27C,s,44,35_44,22,,
35,31mix,27C,s,45,35_45,22,,
35,31mix,27C,s,46,35_46,22,1.481523,3
35,31mix,27C,s,47,35_47,22,,
35,31mix,27C,s,48,35_48,22,,
35,31mix,27C,s,49,35_49,22,0.833389,2
35,31mix,27C,0,0,35_0,22,0,0
35,31mix,27C,c,50,35_50,22,,
35,31mix,27C,s,51,35_51,22,,
35,31mix,27C,c,52,35_52,22,,
35,31mix,27C,s,53,35_53,22,1.323391,2
35,31mix,27C,s,71,35_71,22,1.409878,3
35,31mix,27C,s,72,35_72,22,,
35,31mix,27C,s,73,35_73,22,,
35,31mix,27C,s,74,35_74,22,1.256096,3
35,31mix,27C,c,75,35_75,22,,
35,31mix,27C,s,76,35_76,22,1.186242,4
35,31mix,27C,s,77,35_77,22,,
35,31mix,27C,s,78,35_78,22,1.95822,4
35,31mix,27C,s,79,35_79,22,1.420113,5
35,31mix,27C,s,80,35_80,22,1.533978,3
35,31mix,27C,s,81,35_81,22,1.206456,2
35,31mix,27C,s,82,35_82,22,1.487152,3
35,31mix,27C,s,83,35_83,22,,
35,31mix,27C,s,84,35_84,22,,
35,31mix,27C,s,85,35_85,22,1.807253,3
35,31mix,27C,s,86,35_86,22,,
35,31mix,27C,s,87,35_87,22,,
35,31mix,27C,s,88,35_88,22,,
35,31mix,27C,s,17,35_17,22,,
35,31mix,27C,s,18,35_18,22,,
35,31mix,27C,s,19,35_19,22,,
35,31mix,27C,s,20,35_20,22,,
35,31mix,27C,s,21,35_21,22,,
35,31mix,27C,c,22,35_22,22,,
35,31mix,27C,s,35,35_35,22,,
35,31mix,27C,s,36,35_36,22,,
35,31mix,27C,s,37,35_37,22,,
35,31mix,27C,s,38,35_38,22,,
35,31mix,27C,s,39,35_39,22,,
35,31mix,27C,s,40,35_40,22,,
35,31mix,27C,s,41,35_41,22,,
35,31mix,27C,c,54,35_54,22,,
35,31mix,27C,c,55,35_55,22,,
35,31mix,27C,s,56,35_56,22,,
35,31mix,27C,c,57,35_57,22,,
35,31mix,27C,s,58,35_58,22,,
35,31mix,27C,c,59,35_59,22,,
35,31mix,27C,s,60,35_60,22,,
35,31mix,27C,c,61,35_61,22,,
35,31mix,27C,s,62,35_62,22,,
35,31mix,27C,s,63,35_63,22,,
35,31mix,27C,s,64,35_64,22,,
35,31mix,27C,s,65,35_65,22,,
35,31mix,27C,s,66,35_66,22,,
35,31mix,27C,s,67,35_67,22,,
35,31mix,27C,s,68,35_68,22,,
35,31mix,27C,s,69,35_69,22,,
35,31mix,27C,s,70,35_70,22,,
