TankNumb,Culture,Temperature,SingleOrClump,RecruitID,RecruitID2,Day,Area,Polyps
12,31mix,27C,s,65,12_65,28,0.898891,3
12,31mix,27C,s,66,12_66,28,,
12,31mix,27C,s,67,12_67,28,1.528853,4
12,31mix,27C,s,68,12_68,28,0.800187,3
12,31mix,27C,s,69,12_69,28,1.370769,3
12,31mix,27C,s,82,12_82,28,,
12,31mix,27C,s,83,12_83,28,,
12,31mix,27C,s,84,12_84,28,,
12,31mix,27C,s,85,12_85,28,,
12,31mix,27C,s,86,12_86,28,0.926866,2
12,31mix,27C,s,86b,12_86b,28,,
12,31mix,27C,s,87,12_87,28,1.139316,3
12,31mix,27C,c,88,12_88,28,6.072659,14
12,31mix,27C,c,90,12_90,28,3.222917,6
12,31mix,27C,s,91,12_91,28,1.549175,4
12,31mix,27C,s,92,12_92,28,1.693008,4
12,31mix,27C,s,89,12_89,28,0.675092,3
12,31mix,27C,s,93,12_93,28,0.943756,3
12,31mix,27C,s,94,12_94,28,1.542313,2
12,31mix,27C,c,96,12_96,28,1.762417,5
12,31mix,27C,c,95,12_95,28,5.487298,8
12,31mix,27C,c,98,12_98,28,4.79426,8
12,31mix,27C,s,99,12_99,28,1.950324,3
12,31mix,27C,s,100,12_100,28,1.029264,3
12,31mix,27C,s,104,12_104,28,0.461058,2
12,31mix,27C,s,105,12_105,28,1.337252,4
12,31mix,27C,s,106,12_106,28,1.361004,4
12,31mix,27C,s,107a,12_107a,28,,
12,31mix,27C,s,107b,12_107b,28,,
12,31mix,27C,s,108,12_108,28,1.248049,3
12,31mix,27C,s,109,12_109,28,1.587178,5
12,31mix,27C,c,110,12_110,28,1.444665,3
12,31mix,27C,s,114,12_114,28,1.42144,4
12,31mix,27C,s,115,12_115,28,,
12,31mix,27C,s,116,12_116,28,1.034279,3
12,31mix,27C,s,117,12_117,28,0.88332,2
12,31mix,27C,s,118,12_118,28,1.273121,1
12,31mix,27C,s,119,12_119,28,0.551844,2
12,31mix,27C,c,120,12_120,28,3.25617,6
12,31mix,27C,s,121,12_121,28,1.460764,3
12,31mix,27C,s,122,12_122,28,1.18471,14
12,31mix,27C,s,123,12_123,28,,
12,31mix,27C,s,101,12_101,28,1.894902,6
12,31mix,27C,c,102,12_102,28,2.696936,6
12,31mix,27C,s,103,12_103,28,1.413259,4
12,31mix,27C,s,111a,12_111a,28,0.552108,2
12,31mix,27C,s,111b,12_111b,28,0.888862,1
12,31mix,27C,c,111c,12_111c,28,1.7545,4
12,31mix,27C,s,113,12_113,28,0.892029,2
12,31mix,27C,s,112,12_112,28,0.992316,3
20,31mix,27C,s,1,20_1,28,1.137205,3
20,31mix,27C,s,2,20_2,28,1.625446,3
20,31mix,27C,c,3,20_3,28,2.436453,5
20,31mix,27C,s,4,20_4,28,2.259631,4
20,31mix,27C,s,5,20_5,28,1.727844,3
20,31mix,27C,s,6,20_6,28,2.415868,6
20,31mix,27C,s,7,20_7,28,2.064335,3
20,31mix,27C,c,8,20_8,28,2.50771,6
20,31mix,27C,s,9,20_9,28,0.994428,1
20,31mix,27C,s,11,20_11,28,1.737081,4
20,31mix,27C,s,12,20_12,28,2.04243,4
20,31mix,27C,s,13,20_13,28,0.667702,3
20,31mix,27C,s,14,20_14,28,2.47261,6
20,31mix,27C,s,14a,20_14a,28,0.773532,3
20,31mix,27C,s,14b,20_14b,28,1.799629,3
20,31mix,27C,s,15,20_15,28,1.99994,4
20,31mix,27C,s,16,20_16,28,1.431469,3
20,31mix,27C,c,23,20_23,28,7.601249,12
20,31mix,27C,s,24,20_24,28,1.152512,3
20,31mix,27C,s,25,20_25,28,1.340683,5
20,31mix,27C,c,26,20_26,28,8.516238,12
20,31mix,27C,s,27,20_27,28,,
20,31mix,27C,s,28,20_28,28,2.147468,5
20,31mix,27C,s,29,20_29,28,1.462083,5
20,31mix,27C,s,30,20_30,28,1.487155,3
20,31mix,27C,s,38,20_38,28,1.254911,3
20,31mix,27C,s,39,20_39,28,1.853204,4
20,31mix,27C,s,40,20_40,28,1.003137,1
20,31mix,27C,s,41,20_41,28,2.040055,4
20,31mix,27C,s,42,20_42,28,1.963784,4
20,31mix,27C,s,43,20_43,28,3.764468,7
20,31mix,27C,s,44,20_44,28,1.824701,6
20,31mix,27C,s,45,20_45,28,1.365491,3
20,31mix,27C,s,46,20_46,28,0.910767,2
20,31mix,27C,s,47,20_47,28,0.891237,4
20,31mix,27C,s,48,20_48,28,2.129521,4
20,31mix,27C,s,49,20_49,28,1.535715,3
20,31mix,27C,c,50,20_50,28,3.545156,7
20,31mix,27C,s,51,20_51,28,1.813089,5
20,31mix,27C,s,52,20_52,28,,
20,31mix,27C,c,63,20_63,28,1.663713,3
20,31mix,27C,c,64,20_64,28,2.993312,5
20,31mix,27C,s,65,20_65,28,2.023692,4
20,31mix,27C,s,66,20_66,28,1.519352,4
20,31mix,27C,s,67,20_67,28,1.580053,4
20,31mix,27C,s,68,20_68,28,1.648142,5
20,31mix,27C,s,69,20_69,28,,
20,31mix,27C,c,70,20_70,28,1.858482,5
20,31mix,27C,s,71,20_71,28,0.745293,1
20,31mix,27C,s,72,20_72,28,,
20,31mix,27C,s,10,20_10,28,0.89414,2
20,31mix,27C,s,17,20_17,28,2.665267,7
20,31mix,27C,s,18,20_18,28,,
20,31mix,27C,s,19,20_19,28,1.209781,3
20,31mix,27C,s,20,20_20,28,0.74107,2
20,31mix,27C,s,21,20_21,28,,
20,31mix,27C,s,22,20_22,28,0.584569,2
20,31mix,27C,s,31,20_31,28,2.119229,5
20,31mix,27C,s,32,20_32,28,1.669783,5
20,31mix,27C,c,33,20_33,28,2.981172,9
20,31mix,27C,s,34,20_34,28,1.160166,4
20,31mix,27C,c,35,20_35,28,2.753414,5
20,31mix,27C,s,36,20_36,28,1.161749,3
20,31mix,27C,s,37,20_37,28,0.702011,2
20,31mix,27C,s,53,20_53,28,2.496626,6
20,31mix,27C,c,54,20_54,28,3.136353,7
20,31mix,27C,c,55,20_55,28,6.215437,13
20,31mix,27C,c,56,20_56,28,3.595035,10
20,31mix,27C,s,57,20_57,28,1.996773,3
20,31mix,27C,s,58,20_58,28,1.206878,3
20,31mix,27C,s,59,20_59,28,1.071754,3
20,31mix,27C,s,60,20_60,28,1.526478,3
20,31mix,27C,s,61,20_61,28,0.760336,2
20,31mix,27C,c,62,20_62,28,1.806227,5
20,31mix,27C,s,73,20_73,28,0.74846,2
20,31mix,27C,s,75,20_75,28,0.793589,2
20,31mix,27C,s,76,20_76,28,,
20,31mix,27C,s,77,20_77,28,2.118701,3
20,31mix,27C,s,78,20_78,28,1.159638,3
20,31mix,27C,s,79,20_79,28,1.666616,3
20,31mix,27C,s,80,20_80,28,,
20,31mix,27C,s,81,20_81,28,0.695149,2
20,31mix,27C,s,82,20_82,28,,
20,31mix,27C,c,83,20_83,28,3.750745,11
20,31mix,27C,s,84,20_84,28,0.866166,3
20,31mix,27C,s,85,20_85,28,0.703858,1
20,31mix,27C,s,86,20_86,28,1.988328,5
20,31mix,27C,s,87,20_87,28,1.331446,4
20,31mix,27C,s,97,20_97,28,1.355462,3
20,31mix,27C,s,98,20_98,28,,
20,31mix,27C,c,99,20_99,28,0.78488,2
20,31mix,27C,s,101,20_101,28,1.103952,3
20,31mix,27C,s,102,20_102,28,0.903641,4
20,31mix,27C,s,103,20_103,28,0.691191,2
20,31mix,27C,s,104,20_104,28,,
20,31mix,27C,s,105,20_105,28,,
20,31mix,27C,s,106,20_106,28,,
20,31mix,27C,s,107,20_107,28,1.108966,3
20,31mix,27C,s,117,20_117,28,1.671895,5
20,31mix,27C,s,119,20_119,28,0.485338,1
20,31mix,27C,s,120,20_120,28,,
20,31mix,27C,s,121,20_121,28,1.277343,3
20,31mix,27C,s,122,20_122,28,1.132719,3
20,31mix,27C,s,123,20_123,28,,
20,31mix,27C,s,124,20_124,28,1.15436,3
20,31mix,27C,s,125,20_125,28,,
20,31mix,27C,s,118,20_118,28,,
20,31mix,27C,s,88,20_88,28,1.142747,4
20,31mix,27C,s,89,20_89,28,,
20,31mix,27C,s,90,20_90,28,0.548413,1
20,31mix,27C,s,91,20_91,28,0.78356,2
20,31mix,27C,c,92,20_92,28,4.587616,9
20,31mix,27C,s,93,20_93,28,1.618584,4
20,31mix,27C,s,94,20_94,28,0.541815,2
20,31mix,27C,s,96,20_96,28,1.071227,2
20,31mix,27C,s,108,20_108,28,1.488211,3
20,31mix,27C,s,109,20_109,28,1.42751,4
20,31mix,27C,s,110,20_110,28,1.238284,3
20,31mix,27C,s,111,20_111,28,,
20,31mix,27C,s,112,20_112,28,1.057767,3
20,31mix,27C,s,113,20_113,28,2.557062,9
20,31mix,27C,s,114,20_114,28,0.722068,1
20,31mix,27C,c,115,20_115,28,1.877484,4
20,31mix,27C,s,116,20_116,28,0.639727,1
35,31mix,27C,s,1,35_1,28,0.861415,2
35,31mix,27C,c,2,35_2,28,13.514768,23
35,31mix,27C,s,3,35_3,28,,
35,31mix,27C,s,4,35_4,28,1.491642,5
35,31mix,27C,s,5,35_5,28,1.850564,5
35,31mix,27C,s,6,35_6,28,0.604891,3
35,31mix,27C,s,7,35_7,28,1.035334,2
35,31mix,27C,s,8,35_8,28,,
35,31mix,27C,s,9,35_9,28,0.975426,2
35,31mix,27C,s,10,35_10,28,2.346195,5
35,31mix,27C,c,11,35_11,28,3.256434,7
35,31mix,27C,c,12,35_12,28,3.286784,6
35,31mix,27C,s,13,35_13,28,3.384432,6
35,31mix,27C,s,14,35_14,28,0.950354,3
35,31mix,27C,s,15,35_15,28,2.011552,4
35,31mix,27C,c,16,35_16,28,4.839917,12
35,31mix,27C,s,23,35_23,28,1.271801,3
35,31mix,27C,s,24,35_24,28,0.992316,2
35,31mix,27C,s,25,35_25,28,1.372352,3
35,31mix,27C,s,26,35_26,28,1.125329,3
35,31mix,27C,s,27,35_27,28,,
35,31mix,27C,s,28,35_28,28,1.117675,2
35,31mix,27C,s,29,35_29,28,3.173565,5
35,31mix,27C,s,30,35_30,28,1.268898,3
35,31mix,27C,s,31,35_31,28,1.537035,5
35,31mix,27C,s,32,35_32,28,0.828162,2
35,31mix,27C,s,33,35_33,28,1.455221,4
35,31mix,27C,c,34,35_34,28,1.60618,3
35,31mix,27C,s,42,35_42,28,1.007887,2
35,31mix,27C,s,43,35_43,28,1.214004,3
35,31mix,27C,s,44,35_44,28,,
35,31mix,27C,s,45,35_45,28,0.860887,2
35,31mix,27C,s,46,35_46,28,1.48478,4
35,31mix,27C,s,47,35_47,28,0.553428,1
35,31mix,27C,s,48,35_48,28,0.53337,1
35,31mix,27C,s,49,35_49,28,0.725499,2
35,31mix,27C,0,0,35_0,28,0,0
35,31mix,27C,c,50,35_50,28,2.332207,6
35,31mix,27C,s,51,35_51,28,0.883584,1
35,31mix,27C,c,52,35_52,28,2.277313,5
35,31mix,27C,s,53,35_53,28,1.240395,2
35,31mix,27C,s,71,35_71,28,1.084422,3
35,31mix,27C,s,72,35_72,28,0.651603,2
35,31mix,27C,s,73,35_73,28,1.719663,3
35,31mix,27C,s,74,35_74,28,1.190252,4
35,31mix,27C,c,75,35_75,28,4.880296,8
35,31mix,27C,s,76,35_76,28,0.892293,4
35,31mix,27C,s,77,35_77,28,2.085976,4
35,31mix,27C,s,78,35_78,28,1.529909,3
35,31mix,27C,s,79,35_79,28,1.117939,5
35,31mix,27C,s,80,35_80,28,1.302943,3
35,31mix,27C,s,81,35_81,28,1.08627,3
35,31mix,27C,s,82,35_82,28,1.29265,3
35,31mix,27C,s,83,35_83,28,,
35,31mix,27C,s,84,35_84,28,1.015013,4
35,31mix,27C,s,85,35_85,28,1.600374,4
35,31mix,27C,s,86,35_86,28,2.220044,6
35,31mix,27C,s,87,35_87,28,,
35,31mix,27C,s,88,35_88,28,1.054072,2
35,31mix,27C,s,17,35_17,28,2.717786,5
35,31mix,27C,s,18,35_18,28,,
35,31mix,27C,s,19,35_19,28,1.390562,3
35,31mix,27C,s,20,35_20,28,1.259925,3
35,31mix,27C,s,21,35_21,28,6.244995,9
35,31mix,27C,c,22,35_22,28,0.735792,2
35,31mix,27C,s,35,35_35,28,0.932936,3
35,31mix,27C,s,36,35_36,28,0.8469,3
35,31mix,27C,s,37,35_37,28,0.884112,3
35,31mix,27C,s,38,35_38,28,,
35,31mix,27C,s,39,35_39,28,1.326695,4
35,31mix,27C,s,40,35_40,28,,
35,31mix,27C,s,41,35_41,28,,
35,31mix,27C,c,54,35_54,28,3.259865,8
35,31mix,27C,c,55,35_55,28,2.481055,4
35,31mix,27C,s,56,35_56,28,1.365491,3
35,31mix,27C,c,57,35_57,28,3.087793,10
35,31mix,27C,s,58,35_58,28,3.328482,8
35,31mix,27C,c,59,35_59,28,3.358569,6
35,31mix,27C,s,60,35_60,28,0.792006,2
35,31mix,27C,c,61,35_61,28,8.723675,16
35,31mix,27C,s,62,35_62,28,,
35,31mix,27C,s,63,35_63,28,2.042166,6
35,31mix,27C,s,64,35_64,28,1.147234,3
35,31mix,27C,s,65,35_65,28,,
35,31mix,27C,s,66,35_66,28,2.458094,5
35,31mix,27C,s,67,35_67,28,0.406955,1
35,31mix,27C,s,68,35_68,28,1.199225,3
35,31mix,27C,s,69,35_69,28,1.138789,2
35,31mix,27C,s,70,35_70,28,1.129288,4
35,31mix,27C,s,89,35_89,28,1.040349,2
35,31mix,27C,s,90,35_90,28,2.426952,6
35,31mix,27C,s,91,35_91,28,0.978329,3
35,31mix,27C,c,92,35_92,28,2.553367,6
35,31mix,27C,s,94,35_94,28,1.835521,4
35,31mix,27C,c,95,35_95,28,2.033193,4
35,31mix,27C,s,96,35_96,28,1.83473,4
35,31mix,27C,s,97,35_97,28,0.996539,2
35,31mix,27C,c,98,35_98,28,1.844758,6
35,31mix,27C,c,99,35_99,28,3.295229,6
35,31mix,27C,s,100,35_100,28,0.804674,2
35,31mix,27C,c,101,35_101,28,2.075683,4
35,31mix,27C,s,102,35_102,28,,
35,31mix,27C,s,103,35_103,28,3.291534,6
35,31mix,27C,s,112,35_112,28,0.860359,1
35,31mix,27C,c,113,35_113,28,6.871263,12
35,31mix,27C,s,114,35_114,28,0.461058,1
35,31mix,27C,s,115,35_115,28,1.021875,3
35,31mix,27C,s,116,35_116,28,1.169403,4
35,31mix,27C,c,117,35_117,28,2.004162,6
35,31mix,27C,s,124,35_124,28,1.287636,3
35,31mix,27C,s,125,35_125,28,,
35,31mix,27C,s,126,35_126,28,0.682745,4
35,31mix,27C,s,104,35_104,28,1.423288,4
35,31mix,27C,s,105,35_105,28,0.743709,2
35,31mix,27C,s,106,35_106,28,0.92581,4
35,31mix,27C,s,107,35_107,28,1.469209,4
35,31mix,27C,s,108,35_108,28,0.602779,1
35,31mix,27C,s,109,35_109,28,1.238812,4
35,31mix,27C,s,110,35_110,28,,
35,31mix,27C,s,111,35_111,28,1.072546,3
35,31mix,27C,s,118,35_118,28,,
35,31mix,27C,s,119,35_119,28,1.842119,5
35,31mix,27C,c,120,35_120,28,1.501142,2
35,31mix,27C,s,121,35_121,28,0.844261,2
35,31mix,27C,s,122,35_122,28,0.436778,1
35,31mix,27C,s,123,35_123,28,0.811535,3
3,Wtmix,27C,s,26,3_26,28,2.116885,5
3,Wtmix,27C,c,27,3_27,28,2.32228,5
3,Wtmix,27C,s,28,3_28,28,2.103192,3
3,Wtmix,27C,c,29,3_29,28,3.94016,6
3,Wtmix,27C,s,30,3_30,28,1.63605,3
3,Wtmix,27C,s,31,3_31,28,1.286878,3
3,Wtmix,27C,s,41,3_41,28,0.978786,3
3,Wtmix,27C,c,39,3_39,28,5.725516,10
3,Wtmix,27C,s,40,3_40,28,1.793519,5
3,Wtmix,27C,s,42,3_42,28,2.140321,5
3,Wtmix,27C,s,43,3_43,28,,
3,Wtmix,27C,s,44,3_44,28,3.888021,6
3,Wtmix,27C,s,45,3_45,28,,
3,Wtmix,27C,s,46,3_46,28,8.076761,7
3,Wtmix,27C,s,47,3_47,28,2.499762,5
3,Wtmix,27C,s,55,3_55,28,1.433025,2
3,Wtmix,27C,s,53,3_53,28,1.613404,4
3,Wtmix,27C,s,54,3_54,28,,
3,Wtmix,27C,s,56,3_56,28,1.216307,3
3,Wtmix,27C,s,57,3_57,28,1.099126,3
3,Wtmix,27C,s,58,3_58,28,1.749807,3
3,Wtmix,27C,s,58a,3_58a,28,0.709666,2
3,Wtmix,27C,s,59,3_59,28,,
3,Wtmix,27C,s,60,3_60,28,2.260924,4
3,Wtmix,27C,s,61,3_61,28,2.767829,5
3,Wtmix,27C,s,62,3_62,28,3.430096,3
3,Wtmix,27C,c,63,3_63,28,5.081945,11
3,Wtmix,27C,s,64,3_64,28,1.529402,4
3,Wtmix,27C,s,65,3_65,28,,
3,Wtmix,27C,s,66,3_66,28,2.733333,6
3,Wtmix,27C,s,1,3_1,28,,
3,Wtmix,27C,s,2,3_2,28,1.756127,3
3,Wtmix,27C,c,3,3_3,28,2.945838,6
3,Wtmix,27C,c,4,3_4,28,3.705799,7
3,Wtmix,27C,s,5,3_5,28,1.149685,4
3,Wtmix,27C,s,86,3_86,28,0.67438,1
3,Wtmix,27C,s,6,3_6,28,1.587071,5
3,Wtmix,27C,s,7,3_7,28,1.878574,4
3,Wtmix,27C,s,8,3_8,28,2.639325,4
3,Wtmix,27C,c,9,3_9,28,7.281778,10
3,Wtmix,27C,s,10,3_10,28,1.201034,3
3,Wtmix,27C,s,11,3_11,28,1.196821,4
3,Wtmix,27C,s,12,3_12,28,1.296095,4
3,Wtmix,27C,s,13,3_13,28,2.805484,6
3,Wtmix,27C,c,24,3_24,28,3.751091,6
3,Wtmix,27C,s,25,3_25,28,1.842235,4
3,Wtmix,27C,s,18,3_18,28,1.789043,4
3,Wtmix,27C,s,17,3_17,28,2.720166,5
3,Wtmix,27C,c,16,3_16,28,4.113692,7
3,Wtmix,27C,c,14,3_14,28,4.160828,7
3,Wtmix,27C,s,15,3_15,28,3.836936,5
3,Wtmix,27C,c,19,3_19,28,4.047597,4
3,Wtmix,27C,s,20,3_20,28,7.273088,9
3,Wtmix,27C,s,21,3_21,28,1.88384,4
3,Wtmix,27C,s,22,3_22,28,3.319762,7
3,Wtmix,27C,s,23,3_23,28,,
3,Wtmix,27C,s,32,3_32,28,1.929659,5
3,Wtmix,27C,s,33,3_33,28,1.332961,4
3,Wtmix,27C,s,34,3_34,28,1.786936,6
3,Wtmix,27C,c,37,3_37,28,5.401361,9
3,Wtmix,27C,s,35,3_35,28,2.418657,4
3,Wtmix,27C,s,36,3_36,28,3.261303,6
3,Wtmix,27C,s,38,3_38,28,,
3,Wtmix,27C,s,48,3_48,28,1.796153,4
3,Wtmix,27C,s,49,3_49,28,2.080282,4
3,Wtmix,27C,s,50,3_50,28,1.599711,5
3,Wtmix,27C,s,51,3_51,28,1.687925,5
3,Wtmix,27C,s,52,3_52,28,1.967842,4
3,Wtmix,27C,s,67,3_67,28,,
3,Wtmix,27C,s,70,3_70,28,,
3,Wtmix,27C,s,69,3_69,28,2.369678,2
3,Wtmix,27C,s,68,3_68,28,2.538998,6
3,Wtmix,27C,s,71,3_71,28,,
3,Wtmix,27C,s,72,3_72,28,1.047251,3
3,Wtmix,27C,c,73,3_73,28,6.169748,10
3,Wtmix,27C,s,74,3_74,28,1.066737,2
3,Wtmix,27C,c,75,3_75,28,4.07551,8
3,Wtmix,27C,s,76,3_76,28,1.866197,3
3,Wtmix,27C,s,77,3_77,28,2.459473,3
3,Wtmix,27C,s,78,3_78,28,2.226429,6
3,Wtmix,27C,s,82,3_82,28,3.172299,6
3,Wtmix,27C,s,83,3_83,28,,
3,Wtmix,27C,s,83a,3_83a,28,0.514804,2
3,Wtmix,27C,s,84,3_84,28,2.28436,5
3,Wtmix,27C,c,85,3_85,28,1.844605,3
3,Wtmix,27C,s,79,3_79,28,0.762858,3
3,Wtmix,27C,s,80,3_80,28,,
3,Wtmix,27C,s,81,3_81,28,1.216307,3
16,Wtmix,27C,s,1,16_1,28,3.758398,6
16,Wtmix,27C,s,2,16_2,28,,
16,Wtmix,27C,s,3,16_3,28,1.151193,1
16,Wtmix,27C,c,4,16_4,28,2.112367,5
16,Wtmix,27C,s,5,16_5,28,2.290245,4
16,Wtmix,27C,s,6,16_6,28,2.715674,4
16,Wtmix,27C,c,22,16_22,28,4.920939,9
16,Wtmix,27C,s,23,16_23,28,1.591929,3
16,Wtmix,27C,s,24,16_24,28,1.810977,4
16,Wtmix,27C,s,25,16_25,28,1.959033,6
16,Wtmix,27C,s,26,16_26,28,2.969296,5
16,Wtmix,27C,c,27,16_27,28,2.653127,4
16,Wtmix,27C,s,28,16_28,28,2.087031,4
16,Wtmix,27C,c,29,16_29,28,2.602191,5
16,Wtmix,27C,c,30,16_30,28,2.322179,5
16,Wtmix,27C,s,31,16_31,28,2.907012,4
16,Wtmix,27C,s,32,16_32,28,1.248841,3
16,Wtmix,27C,c,33,16_33,28,5.874724,10
16,Wtmix,27C,c,34,16_34,28,2.791418,6
16,Wtmix,27C,s,41,16_41,28,1.253591,3
16,Wtmix,27C,s,42,16_42,28,2.16383,4
16,Wtmix,27C,c,43,16_43,28,4.81247,6
16,Wtmix,27C,c,35,16_35,28,6.166877,10
16,Wtmix,27C,s,44,16_44,28,2.276522,3
16,Wtmix,27C,s,45,16_45,28,3.604536,6
16,Wtmix,27C,s,46,16_46,28,7.62896,9
16,Wtmix,27C,s,47,16_47,28,3.421908,7
16,Wtmix,27C,s,48,16_48,28,2.73019,5
16,Wtmix,27C,s,49,16_49,28,1.662658,5
16,Wtmix,27C,s,50,16_50,28,1.603541,3
16,Wtmix,27C,s,51,16_51,28,2.351737,3
16,Wtmix,27C,s,52,16_52,28,3.529849,5
16,Wtmix,27C,s,53,16_53,28,1.731803,4
16,Wtmix,27C,s,55,16_55,28,1.68166,3
16,Wtmix,27C,s,54,16_54,28,2.788515,5
16,Wtmix,27C,s,56,16_56,28,1.83209,4
16,Wtmix,27C,s,57,16_57,28,2.405839,6
16,Wtmix,27C,s,58,16_58,28,1.388715,3
16,Wtmix,27C,s,61,16_61,28,1.459444,4
16,Wtmix,27C,s,62,16_62,28,1.45443,4
16,Wtmix,27C,s,63,16_63,28,,
16,Wtmix,27C,s,64,16_64,28,1.648142,2
16,Wtmix,27C,c,65,16_65,28,5.260332,10
16,Wtmix,27C,s,66,16_66,28,1.686146,4
16,Wtmix,27C,s,7,16_7,28,,
16,Wtmix,27C,s,8,16_8,28,2.891441,5
16,Wtmix,27C,c,9,16_9,28,2.050347,5
16,Wtmix,27C,s,10,16_10,28,2.904901,4
16,Wtmix,27C,c,11,16_11,28,5.753324,9
16,Wtmix,27C,c,12,16_12,28,2.247491,4
16,Wtmix,27C,c,13,16_13,28,,
16,Wtmix,27C,s,14,16_14,28,1.598263,4
16,Wtmix,27C,c,15,16_15,28,9.257573,12
16,Wtmix,27C,s,16,16_16,28,2.107089,4
16,Wtmix,27C,s,17,16_17,28,2.372586,4
16,Wtmix,27C,s,18,16_18,28,2.890913,5
16,Wtmix,27C,c,19,16_19,28,3.117879,6
16,Wtmix,27C,s,20,16_20,28,2.1699,3
16,Wtmix,27C,s,21,16_21,28,3.292854,7
16,Wtmix,27C,s,36,16_36,28,2.455719,3
16,Wtmix,27C,s,37,16_37,28,2.21978,4
16,Wtmix,27C,s,38a,16_38a,28,,
16,Wtmix,27C,s,38,16_38,28,3.919914,6
16,Wtmix,27C,s,38b,16_38b,28,,
16,Wtmix,27C,s,39,16_39,28,1.82127,3
16,Wtmix,27C,c,40a,16_40a,28,3.804319,7
16,Wtmix,27C,c,40,16_40,28,4.828041,7
16,Wtmix,27C,s,59,16_59,28,1.94399,5
16,Wtmix,27C,s,60,16_60,28,2.434606,5
16,Wtmix,27C,s,69,16_69,28,2.005218,4
16,Wtmix,27C,s,70,16_70,28,2.379976,5
16,Wtmix,27C,c,71,16_71,28,2.791154,6
16,Wtmix,27C,s,72,16_72,28,,
16,Wtmix,27C,s,67,16_67,28,,
16,Wtmix,27C,s,68,16_68,28,1.905722,4
16,Wtmix,27C,s,73,16_73,28,1.305582,4
16,Wtmix,27C,s,74,16_74,28,1.47739,3
16,Wtmix,27C,s,75,16_75,28,2.742594,7
16,Wtmix,27C,s,76,16_76,28,1.33039,3
16,Wtmix,27C,s,77,16_77,28,3.883757,7
16,Wtmix,27C,s,78,16_78,28,,
16,Wtmix,27C,s,79,16_79,28,1.28658,2
16,Wtmix,27C,s,80,16_80,28,,
16,Wtmix,27C,s,81,16_81,28,1.245674,4
16,Wtmix,27C,s,88,16_88,28,1.990967,4
16,Wtmix,27C,s,82,16_82,28,1.680076,4
16,Wtmix,27C,s,83,16_83,28,,
16,Wtmix,27C,s,84,16_84,28,2.593218,4
16,Wtmix,27C,s,85,16_85,28,,
16,Wtmix,27C,s,86,16_86,28,2.409534,5
16,Wtmix,27C,s,87,16_87,28,1.85769,3
22,Wtmix,27C,s,1,22_1,28,1.420649,4
22,Wtmix,27C,s,2,22_2,28,0.292417,1
22,Wtmix,27C,c,3,22_3,28,2.538588,4
22,Wtmix,27C,s,4,22_4,28,2.221627,5
22,Wtmix,27C,c,5,22_5,28,2.444899,5
22,Wtmix,27C,s,6,22_6,28,1.744471,4
22,Wtmix,27C,s,18,22_18,28,,
22,Wtmix,27C,s,19,22_19,28,1.468681,4
22,Wtmix,27C,s,20,22_20,28,1.139316,3
22,Wtmix,27C,c,21,22_21,28,2.268604,5
22,Wtmix,27C,c,22,22_22,28,6.201185,7
22,Wtmix,27C,s,23,22_23,28,2.907804,6
22,Wtmix,27C,s,24,22_24,28,1.290011,1
22,Wtmix,27C,s,25,22_25,28,2.191277,4
22,Wtmix,27C,c,26,22_26,28,6.062631,8
22,Wtmix,27C,s,27,22_27,28,,
22,Wtmix,27C,s,28,22_28,28,,
22,Wtmix,27C,s,33,22_33,28,1.213476,2
22,Wtmix,27C,s,34,22_34,28,1.80306,3
22,Wtmix,27C,s,35,22_35,28,0.889126,2
22,Wtmix,27C,s,36,22_36,28,2.182568,5
22,Wtmix,27C,s,36a,22_36a,28,1.426191,3
22,Wtmix,27C,s,37,22_37,28,2.118965,4
22,Wtmix,27C,s,38,22_38,28,2.669753,4
22,Wtmix,27C,s,39,22_39,28,1.679548,4
22,Wtmix,27C,s,47,22_47,28,1.579261,4
22,Wtmix,27C,s,48,22_48,28,1.962728,5
22,Wtmix,27C,s,49,22_49,28,1.043252,2
22,Wtmix,27C,s,50,22_50,28,1.912056,4
22,Wtmix,27C,s,51,22_51,28,2.048236,3
22,Wtmix,27C,s,52,22_52,28,,
22,Wtmix,27C,s,53,22_53,28,3.378626,6
22,Wtmix,27C,s,54,22_54,28,,
22,Wtmix,27C,s,47a,22_47a,28,1.534789,3
22,Wtmix,27C,s,7,22_7,28,1.825493,4
22,Wtmix,27C,c,8,22_8,28,8.041721,13
22,Wtmix,27C,s,9,22_9,28,3.468093,6
22,Wtmix,27C,s,10,22_10,28,1.342266,1
22,Wtmix,27C,s,11,22_11,28,2.583717,6
22,Wtmix,27C,s,12,22_12,28,2.386838,4
22,Wtmix,27C,s,13,22_13,28,1.632572,3
22,Wtmix,27C,s,14,22_14,28,2.534893,6
22,Wtmix,27C,s,15,22_15,28,0.560817,1
22,Wtmix,27C,s,16,22_16,28,2.325346,5
22,Wtmix,27C,s,17,22_17,28,2.959267,4
22,Wtmix,27C,c,30,22_30,28,8.476124,13
22,Wtmix,27C,c,31,22_31,28,,
22,Wtmix,27C,s,32,22_32,28,4.519262,7
22,Wtmix,27C,s,40,22_40,28,6.766753,7
22,Wtmix,27C,c,41,22_41,28,8.665614,11
22,Wtmix,27C,c,42,22_42,28,4.840709,7
22,Wtmix,27C,s,43,22_43,28,3.923872,6
22,Wtmix,27C,s,44,22_44,28,4.180924,8
