TankNumb,Culture,Temperature,SingleOrClump,RecruitID,RecruitID2,Day,Area,Polyps,PropGrowthArea,PropGrowthPolyps,Log10PropGrowthPolypsTranslate
18,WT,31C,s,80,18_80,22,,,,,
18,WT,31C,s,81,18_81,22,,,,,
18,WT,31C,s,82,18_82,22,,,,,
18,WT,31C,s,83,18_83,22,,,,,
18,WT,31C,s,78,18_78,22,,,,,
18,WT,31C,s,79,18_79,22,,,,,
18,WT,31C,s,7,18_7,28,0.629963,2,-51.13914527,-33.33333333,1.678214783
18,WT,31C,s,1,18_1,28,1.13958,2,-44.05882076,0,1.908485019
18,WT,31C,s,3,18_3,28,1.220338,2,11.06117776,100,2.257678575
18,WT,31C,s,38,18_38,28,0.993636,3,-13.81577749,0,1.908485019
18,WT,31C,s,67,18_67,28,0.308515,1,-79.46551706,-80,0
18,WT,31C,s,6,18_6,28,2.120021,4,-10.26913069,0,1.830374783
18,WT,31C,s,54,18_54,28,2.102866,4,9.446916945,0,1.830374783
18,WT,31C,s,50,18_50,28,0.947187,5,32.35301515,25,1.966923541
18,WT,31C,s,21,18_21,28,2.223475,4,9.29255195,0,1.830374783
18,WT,31C,s,43,18_43,28,3.266463,6,16.7188778,0,1.830374783
18,WT,31C,s,74,18_74,28,0.631018,2,14.54872539,100,2.22444673
18,WT,31C,s,2,18_2,28,1.860593,2,58.7249576,0,1.830374783
18,WT,31C,s,4,18_4,28,2.045333,4,-2.544206517,0,1.830374783
18,WT,31C,s,5,18_5,28,1.26969,3,0.847244252,0,1.830374783
18,WT,31C,c,14,18_14,28,2.804085,5,-8.035408574,-16.66666667,1.707570176
18,WT,31C,s,15,18_15,28,,,,,
18,WT,31C,s,16,18_16,28,4.394959,6,3.76469866,20,1.942834494
18,WT,31C,s,17,18_17,28,1.029,1,-12.41748178,0,1.830374783
18,WT,31C,s,18,18_18,28,2.431703,5,0.450969231,25,1.966923541
18,WT,31C,c,19,18_19,28,4.044217,7,-13.25748704,0,1.830374783
18,WT,31C,c,28,18_28,28,4.218664,7,8.445098863,0,1.830374783
18,WT,31C,s,27,18_27,28,,,,,
18,WT,31C,s,29,18_29,28,1.940559,5,17.76694445,0,1.830374783
18,WT,31C,s,30,18_30,28,0.684065,1,3.15590896,0,1.830374783
18,WT,31C,s,31,18_31,28,3.044247,6,9.270199617,0,1.830374783
18,WT,31C,s,33,18_33,28,1.96827,3,15.05237438,0,1.830374783
18,WT,31C,c,32,18_32,28,3.941554,7,6.980580638,0,1.830374783
18,WT,31C,s,34,18_34,28,1.502462,4,3.613781499,0,1.830374783
18,WT,31C,s,35,18_35,28,2.419035,5,-17.99759047,0,1.830374783
18,WT,31C,s,36,18_36,28,0.539704,1,-7.55786369,0,1.830374783
18,WT,31C,c,37,18_37,28,3.850768,7,1.590886187,0,1.830374783
18,WT,31C,s,39,18_39,28,1.529909,3,-2.2759559,50,2.070653451
18,WT,31C,s,40,18_40,28,1.182862,2,-6.9992232,0,1.830374783
18,WT,31C,s,41,18_41,28,0.74107,2,2.061418368,0,1.830374783
18,WT,31C,s,42,18_42,28,1.714385,3,15.01940936,0,1.830374783
18,WT,31C,s,55,18_55,28,2.311358,5,-4.541486015,25,1.966923541
18,WT,31C,s,56,18_56,28,1.070963,3,1.346603163,0,1.830374783
18,WT,31C,s,57,18_57,28,1.382117,3,6.821629935,0,1.830374783
18,WT,31C,s,58,18_58,28,1.693536,4,10.85084643,33.33333333,2.004321374
18,WT,31C,s,59,18_59,28,1.249105,3,4.411670053,0,1.830374783
18,WT,31C,s,63,18_63,28,2.515156,6,21.88018201,20,1.942834494
18,WT,31C,missedt28,64,18_64,28,,,,,
18,WT,31C,missedt28,59b,18_59b,28,,,,,
18,WT,31C,s,8,18_8,28,1.126912,4,-33.50311917,0,1.830374783
18,WT,31C,s,9,18_9,28,2.771096,5,16.96953452,25,1.966923541
18,WT,31C,s,10,18_10,28,1.379214,2,-10.44565044,0,1.830374783
18,WT,31C,c,11,18_11,28,5.106471,10,-8.362965471,0,1.830374783
18,WT,31C,s,12,18_12,28,3.375723,4,-8.834514585,33.33333333,2.004321374
18,WT,31C,s,13,18_13,28,1.437539,3,0.831955042,0,1.830374783
18,WT,31C,s,20,18_20,28,,,,,
18,WT,31C,s,22,18_22,28,1.660019,4,-14.09289867,33.33333333,2.004321374
18,WT,31C,s,23,18_23,28,2.610109,6,-4.231190195,0,1.830374783
18,WT,31C,s,24,18_24,28,2.270188,4,-2.261742903,0,1.830374783
18,WT,31C,s,26,18_26,28,1.607764,4,-4.479601797,0,1.830374783
18,WT,31C,s,25,18_25,28,1.556037,4,-2.39441629,0,1.830374783
18,WT,31C,missedt28,25b,18_25b,28,,,,,
18,WT,31C,s,44,18_44,28,,,,,
18,WT,31C,s,45,18_45,28,1.502726,3,-1.517806704,0,1.830374783
18,WT,31C,s,46,18_46,28,2.88194,4,3.166548714,0,1.830374783
18,WT,31C,s,47,18_47,28,4.284115,5,-0.618888307,25,1.966923541
18,WT,31C,s,48,18_48,28,2.98777,4,-14.98070983,0,1.830374783
18,WT,31C,s,49,18_49,28,1.429622,3,14.77136797,0,1.830374783
18,WT,31C,c,51,18_51,28,2.016038,5,23.10825384,0,1.830374783
18,WT,31C,c,52,18_52,28,5.706875,10,2.327806877,11.11111111,1.896403726
18,WT,31C,s,53,18_53,28,,,,,
18,WT,31C,s,60,18_60,28,1.43015,4,0.787185161,33.33333333,2.004321374
18,WT,31C,s,61,18_61,28,3.221861,5,-1.411661099,0,1.830374783
18,WT,31C,s,62,18_62,28,1.363907,3,8.909987423,0,1.830374783
18,WT,31C,c,65,18_65,28,3.567588,7,5.125241075,0,1.830374783
18,WT,31C,s,66,18_66,28,1.236173,3,-25.02894412,0,1.830374783
18,WT,31C,s,68,18_68,28,1.232214,3,-8.823494591,0,1.830374783
18,WT,31C,s,69,18_69,28,1.790128,4,29.50611059,0,1.830374783
18,WT,31C,s,70,18_70,28,,,,,
18,WT,31C,s,71,18_71,28,3.975863,6,3.652899944,0,1.830374783
18,WT,31C,s,72,18_72,28,2.037679,4,7.402109271,0,1.830374783
18,WT,31C,s,73,18_73,28,1.984105,4,9.092403634,0,1.830374783
18,WT,31C,c,75,18_75,28,3.041608,7,19.00689601,0,1.830374783
18,WT,31C,s,76,18_76,28,,,,,
18,WT,31C,s,80,18_80,28,1.197377,3,-14.97490171,0,1.830374783
18,WT,31C,s,81,18_81,28,,,,,
18,WT,31C,s,82,18_82,28,1.827868,5,22.58898739,25,1.966923541
18,WT,31C,s,83,18_83,28,,,,,
18,WT,31C,s,78,18_78,28,1.45311,4,2.676669288,33.33333333,2.004321374
18,WT,31C,s,79,18_79,28,2.602983,7,26.02162667,75,2.154322514
18,WT,31C,s,7,18_7,72,,,,,
18,WT,31C,s,1,18_1,72,1.535596,2,-24.61867435,0,1.830374783
18,WT,31C,s,3,18_3,72,1.222879,2,11.29243046,100,2.22444673
18,WT,31C,s,38,18_38,72,1.874418,3,62.57991658,0,1.830374783
18,WT,31C,s,67,18_67,72,,,,,
18,WT,31C,s,6,18_6,72,2.135195,5,-9.626884118,25,1.966923541
18,WT,31C,s,54,18_54,72,3.003105,4,56.30124959,0,1.830374783
18,WT,31C,s,50,18_50,72,,,,,
18,WT,31C,s,21,18_21,72,,,,,
18,WT,31C,s,43,18_43,72,4.524977,7,61.68872493,16.66666667,1.925999266
18,WT,31C,s,74,18_74,72,0.6327,2,14.85405892,100,2.22444673
18,WT,31C,s,2,18_2,72,1.952732,4,66.5852252,100,2.22444673
18,WT,31C,s,4,18_4,72,1.914517,5,-8.777312364,25,1.966923541
18,WT,31C,s,5,18_5,72,1.005162,3,-20.163333,0,1.830374783
18,WT,31C,c,14,18_14,72,3.11775,6,2.251752325,0,1.830374783
18,WT,31C,s,15,18_15,72,,,,,
18,WT,31C,s,16,18_16,72,,,,,
18,WT,31C,s,17,18_17,72,1.265939,1,7.749393136,0,1.830374783
18,WT,31C,s,18,18_18,72,2.779198,5,14.80560446,25,1.966923541
18,WT,31C,c,19,18_19,72,4.188039,7,-10.17271644,0,1.830374783
18,WT,31C,c,28,18_28,72,4.960681,8,27.51940934,14.28571429,1.913561576
18,WT,31C,s,27,18_27,72,,,,,
18,WT,31C,s,29,18_29,72,2.314698,6,40.4723643,20,1.942834494
18,WT,31C,s,30,18_30,72,0.579145,1,-12.66585939,0,1.830374783
18,WT,31C,s,31,18_31,72,3.187452,6,14.41039978,0,1.830374783
18,WT,31C,s,33,18_33,72,2.432034,5,42.16102785,66.66666667,2.128183791
18,WT,31C,c,32,18_32,72,4.720627,7,28.12596692,0,1.830374783
18,WT,31C,s,34,18_34,72,1.606375,5,10.77989876,25,1.966923541
18,WT,31C,s,35,18_35,72,2.917525,6,-1.09937233,20,1.942834494
18,WT,31C,s,36,18_36,72,0.609018,1,4.314448237,0,1.830374783
18,WT,31C,c,37,18_37,72,4.487838,6,18.39805449,-14.28571429,1.727386318
18,WT,31C,s,39,18_39,72,1.831897,3,17.01374606,50,2.070653451
18,WT,31C,s,40,18_40,72,1.499534,4,17.89864484,100,2.22444673
18,WT,31C,s,41,18_41,72,0.841806,2,15.93495129,0,1.830374783
18,WT,31C,s,42,18_42,72,2.277828,4,52.82123396,33.33333333,2.004321374
18,WT,31C,s,55,18_55,72,2.762243,6,14.07995302,50,2.070653451
18,WT,31C,s,56,18_56,72,1.052527,3,-0.398019178,0,1.830374783
18,WT,31C,s,57,18_57,72,1.297695,3,0.296787507,0,1.830374783
18,WT,31C,s,58,18_58,72,1.886259,4,23.46558133,33.33333333,2.004321374
18,WT,31C,s,59,18_59,72,0.977442,3,-18.29641896,0,1.830374783
18,WT,31C,s,63,18_63,72,2.839481,6,37.5964199,20,1.942834494
18,WT,31C,missedt28,64,18_64,72,0.491412,1,0.222711698,0,1.830374783
18,WT,31C,missedt28,59b,18_59b,72,0.830772,2,-12.36129294,0,1.830374783
18,WT,31C,s,8,18_8,72,,,,,
18,WT,31C,s,9,18_9,72,,,,,
18,WT,31C,s,10,18_10,72,,,,,
18,WT,31C,c,11,18_11,72,,,,,
18,WT,31C,s,12,18_12,72,,,,,
18,WT,31C,s,13,18_13,72,,,,,
18,WT,31C,s,20,18_20,72,,,,,
18,WT,31C,s,22,18_22,72,,,,,
18,WT,31C,s,23,18_23,72,,,,,
18,WT,31C,s,24,18_24,72,,,,,
18,WT,31C,s,26,18_26,72,,,,,
18,WT,31C,s,25,18_25,72,,,,,
18,WT,31C,missedt28,25b,18_25b,72,0.808166,1,-7.787082118,-50,1.247154615
18,WT,31C,s,44,18_44,72,,,,,
18,WT,31C,s,45,18_45,72,1.716714,3,12.50604567,0,1.830374783
18,WT,31C,s,46,18_46,72,,,,,
18,WT,31C,s,47,18_47,72,,,,,
18,WT,31C,s,48,18_48,72,,,,,
18,WT,31C,s,49,18_49,72,,,,,
18,WT,31C,c,51,18_51,72,1.705411,3,4.13998659,-40,1.441956838
18,WT,31C,c,52,18_52,72,,,,,
18,WT,31C,s,53,18_53,72,,,,,
18,WT,31C,s,60,18_60,72,1.902137,4,34.04959901,33.33333333,2.004321374
18,WT,31C,s,61,18_61,72,3.925109,7,20.10759506,40,2.032081268
18,WT,31C,s,62,18_62,72,1.511645,3,20.70708482,0,1.830374783
18,WT,31C,c,65,18_65,72,,,,,
18,WT,31C,s,66,18_66,72,,,,,
18,WT,31C,s,68,18_68,72,1.410994,3,4.405161825,0,1.830374783
18,WT,31C,s,69,18_69,72,2.286171,4,65.39214757,0,1.830374783
18,WT,31C,s,70,18_70,72,,,,,
18,WT,31C,s,71,18_71,72,4.277117,6,11.50675475,0,1.830374783
18,WT,31C,s,72,18_72,72,,,,,
18,WT,31C,s,73,18_73,72,,,,,
18,WT,31C,c,75,18_75,72,3.556146,7,39.13886905,0,1.830374783
18,WT,31C,s,76,18_76,72,,,,,
18,WT,31C,s,80,18_80,72,1.642437,4,16.62857009,33.33333333,2.004321374
18,WT,31C,s,81,18_81,72,,,,,
18,WT,31C,s,82,18_82,72,2.441453,4,63.74007917,0,1.830374783
18,WT,31C,s,83,18_83,72,,,,,
18,WT,31C,s,78,18_78,72,,,,,
18,WT,31C,s,79,18_79,72,,,,,
19,SS,31C,s,1,19_1,0,2.453474,5,,,
19,SS,31C,s,2,19_2,0,1.348781,3,,,
19,SS,31C,s,3,19_3,0,2.380328,4,,,
19,SS,31C,s,4,19_4,0,0.649473,1,,,
19,SS,31C,s,6,19_6,0,1.171677,3,,,
19,SS,31C,s,16,19_16,0,0.973673,3,,,
19,SS,31C,s,17,19_17,0,1.270544,4,,,
19,SS,31C,c,18,19_18,0,1.379326,3,,,
19,SS,31C,s,19,19_19,0,1.718798,4,,,
19,SS,31C,c,20,19_20,0,1.826508,3,,,
19,SS,31C,missedt28,20a,19_20a,0,0.811573,1,,,
19,SS,31C,s,21,19_21,0,2.321918,4,,,
19,SS,31C,s,22,19_22,0,0.816396,1,,,
19,SS,31C,c,35,19_35,0,1.788193,4,,,
19,SS,31C,s,37,19_37,0,2.569758,7,,,
19,SS,31C,s,38,19_38,0,2.320311,5,,,
19,SS,31C,s,39,19_39,0,1.731659,3,,,
19,SS,31C,s,40,19_40,0,2.241002,4,,,
19,SS,31C,s,41,19_41,0,1.471227,4,,,
19,SS,31C,s,42,19_42,0,1.768902,3,,,
19,SS,31C,s,44,19_44,0,1.077364,2,,,
19,SS,31C,s,50,19_50,0,2.411408,4,,,
19,SS,31C,s,36,19_36,0,2.475445,5,,,
19,SS,31C,s,52,19_52,0,0.921158,1,,,
19,SS,31C,s,53,19_53,0,3.279515,6,,,
19,SS,31C,c,55,19_55,0,2.295929,5,,,
19,SS,31C,c,56,19_56,0,3.484485,8,,,
19,SS,31C,s,5,19_5,0,0.891417,1,,,
19,SS,31C,s,7,19_7,0,1.283137,3,,,
19,SS,31C,s,8,19_8,0,1.170605,3,,,
19,SS,31C,s,9,19_9,0,0.747805,3,,,
19,SS,31C,s,10,19_10,0,1.294123,3,,,
19,SS,31C,s,11,19_11,0,1.091564,3,,,
19,SS,31C,s,12,19_12,0,1.869109,3,,,
19,SS,31C,s,13,19_13,0,1.317433,4,,,
19,SS,31C,s,14,19_14,0,0.93777,1,,,
19,SS,31C,c,15,19_15,0,1.985661,6,,,
19,SS,31C,s,43,19_43,0,0.728781,2,,,
19,SS,31C,s,24,19_24,0,1.721746,3,,,
19,SS,31C,s,54,19_54,0,1.196862,2,,,
19,SS,31C,s,26,19_26,0,0.862748,3,,,
19,SS,31C,s,27,19_27,0,1.070933,1,,,
19,SS,31C,c,28,19_28,0,2.66541,6,,,
19,SS,31C,s,57,19_57,0,0.838098,3,,,
19,SS,31C,s,30,19_30,0,1.041461,3,,,
19,SS,31C,c,31,19_31,0,4.219161,9,,,
19,SS,31C,c,33,19_33,0,3.954978,8,,,
19,SS,31C,s,34,19_34,0,1.170069,4,,,
19,SS,31C,c,45,19_45,0,4.128063,10,,,
19,SS,31C,s,46,19_46,0,2.039784,3,,,
19,SS,31C,s,47,19_47,0,0.812109,2,,,
19,SS,31C,s,51,19_51,0,1.140596,4,,,
19,SS,31C,s,49,19_49,0,1.412817,4,,,
19,SS,31C,s,58,19_58,0,1.307251,3,,,
19,SS,31C,s,59,19_59,0,1.178375,3,,,
19,SS,31C,c,60,19_60,0,1.859196,5,,,
19,SS,31C,s,61,19_61,0,1.337528,3,,,
19,SS,31C,s,62,19_62,0,2.558236,6,,,
19,SS,31C,s,63,19_63,0,4.031607,7,,,
19,SS,31C,s,64,19_64,0,1.304572,3,,,
19,SS,31C,s,65,19_65,0,1.200613,4,,,
19,SS,31C,c,66,19_66,0,2.563327,6,,,
19,SS,31C,s,23,19_23,0,0.907493,3,,,
19,SS,31C,s,48,19_48,0,1.036906,4,,,
19,SS,31C,s,25,19_25,0,1.197666,3,,,
19,SS,31C,s,70,19_70,0,1.007433,2,,,
19,SS,31C,s,71,19_71,0,0.995912,4,,,
19,SS,31C,s,72,19_72,0,1.28796,4,,,
19,SS,31C,s,73,19_73,0,1.141132,2,,,
19,SS,31C,s,74,19_74,0,0.992964,3,,,
19,SS,31C,s,75,19_75,0,2.150708,5,,,
19,SS,31C,s,76,19_76,0,1.290907,3,,,
19,SS,31C,s,77,19_77,0,1.495609,4,,,
19,SS,31C,s,84,19_84,0,1.409602,4,,,
19,SS,31C,s,85,19_85,0,2.115609,4,,,
19,SS,31C,s,87,19_87,0,1.774797,2,,,
19,SS,31C,s,88,19_88,0,1.029403,2,,,
19,SS,31C,s,89,19_89,0,0.731996,2,,,
19,SS,31C,s,90,19_90,0,1.080311,3,,,
19,SS,31C,s,91,19_91,0,0.895168,4,,,
19,SS,31C,s,99,19_99,0,0.778885,2,,,
19,SS,31C,s,100,19_100,0,1.834546,5,,,
19,SS,31C,s,102,19_102,0,1.369412,3,,,
19,SS,31C,c,103,19_103,0,5.244277,10,,,
19,SS,31C,c,104,19_104,0,3.308988,6,,,
19,SS,31C,c,105,19_105,0,2.458297,6,,,
19,SS,31C,s,29,19_29,0,1.016811,3,,,
19,SS,31C,s,107,19_107,0,1.311538,3,,,
19,SS,31C,s,108,19_108,0,1.720942,5,,,
19,SS,31C,s,109,19_109,0,1.058072,3,,,
19,SS,31C,s,86,19_86,0,0.543639,1,,,
19,SS,31C,s,78,19_78,0,1.970657,4,,,
19,SS,31C,s,79,19_79,0,1.24643,3,,,
19,SS,31C,s,80,19_80,0,1.289836,3,,,
19,SS,31C,s,81,19_81,0,1.399957,2,,,
19,SS,31C,s,82,19_82,0,0.917943,2,,,
19,SS,31C,s,83,19_83,0,0.749412,2,,,
19,SS,31C,s,92,19_92,0,1.38656,3,,,
19,SS,31C,c,93,19_93,0,2.448115,6,,,
19,SS,31C,s,94,19_94,0,0.970726,2,,,
19,SS,31C,s,67,19_67,0,0.949559,4,,,
19,SS,31C,s,69,19_69,0,1.481141,3,,,
19,SS,31C,c,97,19_97,0,2.940579,7,,,
19,SS,31C,s,110,19_110,0,0.906154,3,,,
19,SS,31C,s,111,19_111,0,1.308859,3,,,
19,SS,31C,s,112,19_112,0,0.813716,2,,,
19,SS,31C,c,113,19_113,0,2.411944,3,,,
19,SS,31C,s,114,19_114,0,1.037441,3,,,
19,SS,31C,s,115,19_115,0,2.351391,4,,,
19,SS,31C,s,116,19_116,0,1.537139,3,,,
19,SS,31C,s,68,19_68,0,1.298142,2,,,
19,SS,31C,s,118,19_118,0,1.141668,3,,,
19,SS,31C,c,119,19_119,0,5.57732,10,,,
19,SS,31C,s,120,19_120,0,3.41643,4,,,
19,SS,31C,s,95,19_95,0,1.049499,1,,,
19,SS,31C,s,106,19_106,0,0.731728,2,,,
19,SS,31C,s,96,19_96,0,1.067986,3,,,
19,SS,31C,s,117,19_117,0,1.072809,3,,,
19,SS,31C,s,1,19_1,22,2.711008,5,,,
19,SS,31C,s,2,19_2,22,,,,,
19,SS,31C,s,3,19_3,22,2.817708,6,,,
19,SS,31C,s,4,19_4,22,,,,,
19,SS,31C,s,6,19_6,22,1.353073,5,,,
19,SS,31C,s,16,19_16,22,1.009431,3,,,
19,SS,31C,s,17,19_17,22,,,,,
19,SS,31C,c,18,19_18,22,,,,,
19,SS,31C,s,19,19_19,22,2.100487,5,,,
19,SS,31C,c,20,19_20,22,,,,,
19,SS,31C,missedt28,20a,19_20a,22,0.849509,1,,,
19,SS,31C,s,21,19_21,22,,,,,
19,SS,31C,s,22,19_22,22,0.915013,1,,,
19,SS,31C,c,35,19_35,22,,,,,
19,SS,31C,s,37,19_37,22,2.924409,7,,,
19,SS,31C,s,38,19_38,22,2.402677,5,,,
19,SS,31C,s,39,19_39,22,1.835911,3,,,
19,SS,31C,s,40,19_40,22,,,,,
19,SS,31C,s,41,19_41,22,,,,,
19,SS,31C,s,42,19_42,22,1.887343,4,,,
19,SS,31C,s,44,19_44,22,1.185474,3,,,
19,SS,31C,s,50,19_50,22,2.733525,4,,,
19,SS,31C,s,36,19_36,22,2.755786,4,,,
19,SS,31C,s,52,19_52,22,,,,,
19,SS,31C,s,53,19_53,22,3.671055,7,,,
19,SS,31C,c,55,19_55,22,,,,,
19,SS,31C,c,56,19_56,22,,,,,
19,SS,31C,s,5,19_5,22,,,,,
19,SS,31C,s,7,19_7,22,,,,,
19,SS,31C,s,8,19_8,22,,,,,
19,SS,31C,s,9,19_9,22,,,,,
19,SS,31C,s,10,19_10,22,,,,,
19,SS,31C,s,11,19_11,22,,,,,
19,SS,31C,s,12,19_12,22,,,,,
19,SS,31C,s,13,19_13,22,,,,,
19,SS,31C,s,14,19_14,22,,,,,
19,SS,31C,c,15,19_15,22,,,,,
19,SS,31C,s,43,19_43,22,0.899149,2,,,
19,SS,31C,s,24,19_24,22,,,,,
19,SS,31C,s,54,19_54,22,1.387361,3,,,
19,SS,31C,s,26,19_26,22,,,,,
19,SS,31C,s,27,19_27,22,,,,,
19,SS,31C,c,28,19_28,22,,,,,
19,SS,31C,s,57,19_57,22,,,,,
19,SS,31C,s,30,19_30,22,,,,,
19,SS,31C,c,31,19_31,22,,,,,
19,SS,31C,c,33,19_33,22,,,,,
19,SS,31C,s,34,19_34,22,,,,,
19,SS,31C,c,45,19_45,22,,,,,
19,SS,31C,s,46,19_46,22,,,,,
19,SS,31C,s,47,19_47,22,,,,,
19,SS,31C,s,51,19_51,22,2.539827,4,,,
19,SS,31C,s,49,19_49,22,,,,,
19,SS,31C,s,58,19_58,22,,,,,
19,SS,31C,s,59,19_59,22,,,,,
19,SS,31C,c,60,19_60,22,,,,,
19,SS,31C,s,61,19_61,22,,,,,
19,SS,31C,s,62,19_62,22,,,,,
19,SS,31C,s,63,19_63,22,,,,,
19,SS,31C,s,64,19_64,22,,,,,
19,SS,31C,s,65,19_65,22,,,,,
19,SS,31C,c,66,19_66,22,,,,,
19,SS,31C,s,23,19_23,22,,,,,
19,SS,31C,s,48,19_48,22,,,,,
19,SS,31C,s,25,19_25,22,,,,,
19,SS,31C,s,70,19_70,22,,,,,
19,SS,31C,s,71,19_71,22,,,,,
19,SS,31C,s,72,19_72,22,,,,,
19,SS,31C,s,73,19_73,22,,,,,
19,SS,31C,s,74,19_74,22,,,,,
19,SS,31C,s,75,19_75,22,,,,,
19,SS,31C,s,76,19_76,22,,,,,
19,SS,31C,s,77,19_77,22,,,,,
19,SS,31C,s,84,19_84,22,,,,,
19,SS,31C,s,85,19_85,22,,,,,
19,SS,31C,s,87,19_87,22,,,,,
19,SS,31C,s,88,19_88,22,,,,,
19,SS,31C,s,89,19_89,22,,,,,
19,SS,31C,s,90,19_90,22,,,,,
19,SS,31C,s,91,19_91,22,,,,,
19,SS,31C,s,99,19_99,22,,,,,
19,SS,31C,s,100,19_100,22,,,,,
19,SS,31C,s,102,19_102,22,,,,,
19,SS,31C,c,103,19_103,22,,,,,
19,SS,31C,c,104,19_104,22,,,,,
19,SS,31C,c,105,19_105,22,,,,,
19,SS,31C,s,29,19_29,22,,,,,
19,SS,31C,s,107,19_107,22,,,,,
19,SS,31C,s,108,19_108,22,,,,,
19,SS,31C,s,109,19_109,22,,,,,
19,SS,31C,s,86,19_86,22,,,,,
19,SS,31C,s,78,19_78,22,,,,,
19,SS,31C,s,79,19_79,22,,,,,
19,SS,31C,s,80,19_80,22,,,,,
19,SS,31C,s,81,19_81,22,,,,,
19,SS,31C,s,82,19_82,22,,,,,
19,SS,31C,s,83,19_83,22,,,,,
19,SS,31C,s,92,19_92,22,,,,,
19,SS,31C,c,93,19_93,22,,,,,
19,SS,31C,s,94,19_94,22,,,,,
19,SS,31C,s,67,19_67,22,,,,,
19,SS,31C,s,69,19_69,22,,,,,
19,SS,31C,c,97,19_97,22,,,,,
19,SS,31C,s,110,19_110,22,,,,,
19,SS,31C,s,111,19_111,22,,,,,
19,SS,31C,s,112,19_112,22,,,,,
19,SS,31C,c,113,19_113,22,,,,,
19,SS,31C,s,114,19_114,22,,,,,
19,SS,31C,s,115,19_115,22,,,,,
19,SS,31C,s,116,19_116,22,,,,,
19,SS,31C,s,68,19_68,22,,,,,
19,SS,31C,s,118,19_118,22,,,,,
19,SS,31C,c,119,19_119,22,,,,,
19,SS,31C,s,120,19_120,22,,,,,
19,SS,31C,s,95,19_95,22,,,,,
19,SS,31C,s,106,19_106,22,,,,,
19,SS,31C,s,96,19_96,22,,,,,
19,SS,31C,s,117,19_117,22,,,,,
19,SS,31C,s,1,19_1,28,2.329304,5,-5.060986992,0,1.830374783
19,SS,31C,s,2,19_2,28,1.378422,3,2.197613994,0,1.830374783
19,SS,31C,s,3,19_3,28,2.668434,5,12.10362605,25,1.966923541
19,SS,31C,s,4,19_4,28,0.764031,1,17.63860853,0,1.830374783
19,SS,31C,s,6,19_6,28,1.328807,5,13.41069254,66.66666667,2.128183791
19,SS,31C,s,16,19_16,28,0.929505,3,-4.536225201,0,1.830374783
19,SS,31C,s,17,19_17,28,,,,,
19,SS,31C,c,18,19_18,28,0.845052,1,-38.73442536,-66.66666667,0
19,SS,31C,s,19,19_19,28,1.931586,5,12.38004699,25,1.966923541
19,SS,31C,c,20,19_20,28,1.955866,4,7.08225751,33.33333333,2.004321374
19,SS,31C,missedt28,20a,19_20a,28,,,,,
19,SS,31C,s,21,19_21,28,2.243796,4,-3.364546035,0,1.830374783
19,SS,31C,s,22,19_22,28,0.805201,1,-1.371270805,0,1.830374783
19,SS,31C,c,35,19_35,28,1.762417,4,-1.441455145,0,1.830374783
19,SS,31C,s,37,19_37,28,2.60747,7,1.467531184,0,1.830374783
19,SS,31C,s,38,19_38,28,2.23799,6,-3.547843371,20,1.942834494
19,SS,31C,s,39,19_39,28,1.423552,3,-17.7925908,0,1.830374783
19,SS,31C,s,40,19_40,28,2.49689,4,11.41846371,0,1.830374783
19,SS,31C,s,41,19_41,28,1.321681,4,-10.16471286,0,1.830374783
19,SS,31C,s,42,19_42,28,1.509324,4,-14.67452691,33.33333333,2.004321374
19,SS,31C,s,44,19_44,28,1.034543,2,-3.974608396,0,1.830374783
19,SS,31C,s,50,19_50,28,2.517211,5,4.387602596,25,1.966923541
19,SS,31C,s,36,19_36,28,2.412173,6,-2.555984884,20,1.942834494
19,SS,31C,s,52,19_52,28,0.577708,1,-37.28459179,0,1.830374783
19,SS,31C,s,53,19_53,28,3.129227,7,-4.582628834,16.66666667,1.925999266
19,SS,31C,c,55,19_55,28,2.403992,4,4.706722203,-20,1.678214783
19,SS,31C,c,56,19_56,28,3.102308,6,-10.96796227,-25,1.630088715
19,SS,31C,s,5,19_5,28,0.881209,2,-1.14514307,100,2.22444673
19,SS,31C,s,7,19_7,28,,,,,
19,SS,31C,s,8,19_8,28,1.103424,3,-5.73899821,0,1.830374783
19,SS,31C,s,9,19_9,28,0.897835,3,20.06271688,0,1.830374783
19,SS,31C,s,10,19_10,28,1.238548,3,-4.294414055,0,1.830374783
19,SS,31C,s,11,19_11,28,1.139316,3,4.374640424,0,1.830374783
19,SS,31C,s,12,19_12,28,1.861121,4,-0.427369404,33.33333333,2.004321374
19,SS,31C,s,13,19_13,28,1.383965,4,5.050123991,0,1.830374783
19,SS,31C,s,14,19_14,28,0.843205,1,-10.08402913,0,1.830374783
19,SS,31C,c,15,19_15,28,1.997037,6,0.57290746,0,1.830374783
19,SS,31C,s,43,19_43,28,0.730514,2,0.237794344,0,1.830374783
19,SS,31C,s,24,19_24,28,1.960089,3,13.84309881,0,1.830374783
19,SS,31C,s,54,19_54,28,1.126649,3,-5.866424032,50,2.070653451
19,SS,31C,s,26,19_26,28,0.913142,3,5.84110308,0,1.830374783
19,SS,31C,s,27,19_27,28,0.967245,1,-9.682024926,0,1.830374783
19,SS,31C,c,28,19_28,28,2.657877,6,-0.282620685,0,1.830374783
19,SS,31C,s,57,19_57,28,0.799923,3,-4.55495658,0,1.830374783
